"datetime","NO","NOy","qc_flag_NO","qc_flag_NOy"
"2021-06-01 00:00:00",0.15975,2.86065,"1b","1b"
"2021-06-01 01:00:00",0.253233333333333,4.17513333333333,"1b","1b"
"2021-06-01 02:00:00",0.331,4.98691666666666,"1b","1b"
"2021-06-01 03:00:00",0.3116,5.76088333333333,"1b","1b"
"2021-06-01 04:00:00",1.08148333333333,13.0967833333333,"1b","1b"
"2021-06-01 05:00:00",2.38478333333333,16.9391666666666,"1b","1b"
"2021-06-01 06:00:00",2.46338333333333,12.7351333333333,"1b","1b"
"2021-06-01 07:00:00",4.23788333333333,15.97285,"1b","1b"
"2021-06-01 08:00:00",4.43198333333333,16.2297166666666,"1b","1b"
"2021-06-01 09:00:00",3.47598333333333,14.15575,"1b","1b"
"2021-06-01 10:00:00",1.1971,7.75991666666666,"1b","1b"
"2021-06-01 11:00:00",0.3548,3.4249,"1b","1b"
"2021-06-01 12:00:00",0.362183333333333,2.55706666666666,"1b","1b"
"2021-06-01 13:00:00",0.404283333333333,3.02061666666666,"1b","1b"
"2021-06-01 14:00:00",0.338933333333333,2.6066,"1b","1b"
"2021-06-01 15:00:00",0.272583333333333,2.767,"1b","1b"
"2021-06-01 16:00:00",0.24725,2.55338333333333,"1b","1b"
"2021-06-01 17:00:00",0.221583333333333,2.45848333333333,"1b","1b"
"2021-06-01 18:00:00",0.1315,2.0872,"1b","1b"
"2021-06-01 19:00:00",0.1176,2.65856666666666,"1b","1b"
"2021-06-01 20:00:00",0.131483333333333,3.501,"1b","1b"
"2021-06-01 21:00:00",0.129383333333333,4.12063333333333,"1b","1b"
"2021-06-01 22:00:00",0.171866666666667,5.86485,"1b","1b"
"2021-06-01 23:00:00",0.210833333333333,10.7329,"1b","1b"
"2021-06-02 00:00:00",0.192283333333333,8.12831666666666,"1b","1b"
"2021-06-02 01:00:00",0.160083333333333,7.30551666666666,"1b","1b"
"2021-06-02 02:00:00",0.206183333333333,6.66618333333333,"1b","1b"
"2021-06-02 03:00:00",0.217466666666667,9.33325,"1b","1b"
