"datetime","NO","NOy","qc_flag_NO","qc_flag_NOy"
"2021-07-01 00:00:00",1.13276666666667,12.8524833333333,"1b","1b"
"2021-07-01 01:00:00",1.75285,15.1885166666666,"1b","1b"
"2021-07-01 02:00:00",1.35026666666667,11.2113833333333,"1b","1b"
"2021-07-01 03:00:00",1.064,8.83635,"1b","1b"
"2021-07-01 04:00:00",2.26933333333333,10.9672,"1b","1b"
"2021-07-01 05:00:00",3.24006666666667,14.3825833333333,"1b","1b"
"2021-07-01 06:00:00",4.58043333333333,15.9817666666666,"1b","1b"
"2021-07-01 07:00:00",4.96296666666667,17.7525166666666,"1b","1b"
"2021-07-01 08:00:00",8.44985,22.46,"1b","1b"
"2021-07-01 09:00:00",8.59813333333333,23.2643,"1b","1b"
"2021-07-01 10:00:00",8.36971666666667,25.6251333333333,"1b","1b"
"2021-07-01 11:00:00",8.19685,25.9157666666666,"1b","1b"
"2021-07-01 12:00:00",6.30708333333333,24.75825,"1b","1b"
"2021-07-01 13:00:00",2.96785,12.6313666666667,"1b","1b"
"2021-07-01 14:00:00",1.37468333333333,7.31471666666666,"1b","1b"
"2021-07-01 15:00:00",0.993033333333333,5.29238333333333,"1b","1b"
"2021-07-01 16:00:00",1.14748333333333,7.23868333333333,"1b","1b"
"2021-07-01 17:00:00",0.6515,5.5412,"1b","1b"
"2021-07-01 18:00:00",1.10776666666667,6.29005,"1b","1b"
"2021-07-01 19:00:00",3.56348333333333,13.4846166666666,"1b","1b"
"2021-07-01 20:00:00",11.7597,30.1907666666666,"1b","1b"
"2021-07-01 21:00:00",20.57495,40.3447,"1b","1b"
"2021-07-01 22:00:00",4.17218333333333,21.06325,"1b","1b"
"2021-07-01 23:00:00",0.893716666666667,13.82935,"1b","1b"
"2021-07-02 00:00:00",0.50275,10.9753166666667,"1b","1b"
"2021-07-02 01:00:00",0.452083333333333,10.3237833333333,"1b","1b"
"2021-07-02 02:00:00",0.572816666666667,9.25526666666666,"1b","1b"
"2021-07-02 03:00:00",0.4238,8.39421666666666,"1b","1b"
"2021-07-02 04:00:00",0.47215,7.95885,"1b","1b"
"2021-07-02 05:00:00",0.855583333333333,7.76391666666666,"1b","1b"
"2021-07-02 06:00:00",1.14333333333333,6.58863333333333,"1b","1b"
"2021-07-02 07:00:00",1.1022,7.28046666666666,"1b","1b"
"2021-07-02 08:00:00",0.914566666666667,4.83936666666666,"1b","1b"
"2021-07-02 09:00:00",0.8794,2.86556666666666,"1b","1b"
"2021-07-02 10:00:00",0.79575,3.05221666666666,"1b","1b"
"2021-07-02 11:00:00",0.98915,3.63296666666666,"1b","1b"
"2021-07-02 12:00:00",0.609766666666667,1.8104,"1b","1b"
"2021-07-02 13:00:00",0.438366666666667,1.66436666666666,"1b","1b"
"2021-07-02 14:00:00",0.5024,2.15945,"1b","1b"
"2021-07-02 15:00:00",0.386216666666667,1.68005,"1b","1b"
"2021-07-02 16:00:00",0.506033333333333,2.3705,"1b","1b"
"2021-07-02 17:00:00",0.4557,1.978,"1b","1b"
"2021-07-02 18:00:00",0.321616666666667,2.20821666666666,"1b","1b"
"2021-07-02 19:00:00",0.272233333333333,3.45513333333333,"1b","1b"
"2021-07-02 20:00:00",0.193383333333333,4.88743333333333,"1b","1b"
"2021-07-02 21:00:00",0.4012,6.08155,"1b","1b"
"2021-07-02 22:00:00",0.899683333333333,7.21346666666666,"1b","1b"
"2021-07-02 23:00:00",0.579683333333333,7.70058333333333,"1b","1b"
"2021-07-03 00:00:00",0.303283333333333,5.51803333333333,"1b","1b"
"2021-07-03 01:00:00",0.2553,4.86586666666666,"1b","1b"
"2021-07-03 02:00:00",0.288333333333333,4.11213333333333,"1b","1b"
"2021-07-03 03:00:00",0.278066666666667,2.12795,"1b","1b"
"2021-07-03 04:00:00",0.350233333333333,1.66995,"1b","1b"
"2021-07-03 05:00:00",0.32705,1.87501666666666,"1b","1b"
"2021-07-03 06:00:00",0.3839,2.14931666666666,"1b","1b"
"2021-07-03 07:00:00",0.483383333333333,2.95578333333333,"1b","1b"
"2021-07-03 08:00:00",0.780483333333333,3.32628333333333,"1b","1b"
"2021-07-03 09:00:00",0.814766666666667,3.7622,"1b","1b"
"2021-07-03 10:00:00",0.86195,3.35783333333333,"1b","1b"
"2021-07-03 11:00:00",0.91475,2.61553333333333,"1b","1b"
"2021-07-03 12:00:00",1.14891666666667,2.52203333333333,"1b","1b"
"2021-07-03 13:00:00",0.75465,2.04493333333333,"1b","1b"
"2021-07-03 14:00:00",0.6842,1.35628333333333,"1b","1b"
"2021-07-03 15:00:00",0.5773,1.17735,"1b","1b"
"2021-07-03 16:00:00",0.736516666666667,1.97365,"1b","1b"
"2021-07-03 17:00:00",0.9079,2.89165,"1b","1b"
"2021-07-03 18:00:00",0.547183333333333,1.53388333333333,"1b","1b"
"2021-07-03 19:00:00",0.77155,3.17698333333333,"1b","1b"
"2021-07-03 20:00:00",0.862583333333333,3.46325,"4b","4b"
"2021-07-03 21:00:00",3.4551,9.66711666666666,"4b","4b"
"2021-07-03 22:00:00",1.72001666666667,8.96025,"4b","4b"
"2021-07-03 23:00:00",0.9802,7.13245,"4b","4b"
"2021-07-04 00:00:00",0.638683333333333,2.6741,"4b","4b"
"2021-07-04 01:00:00",0.656083333333333,2.1594,"1b","1b"
"2021-07-04 02:00:00",0.622433333333333,1.99621666666666,"1b","1b"
"2021-07-04 03:00:00",0.592783333333333,1.53918333333333,"1b","1b"
"2021-07-04 04:00:00",0.497333333333333,1.36438333333333,"1b","1b"
"2021-07-04 05:00:00",0.480683333333333,0.82975,"1b","1b"
"2021-07-04 06:00:00",0.589466666666667,1.02638333333333,"1b","1b"
"2021-07-04 07:00:00",0.675016666666667,0.73631666666666,"1b","1b"
"2021-07-04 08:00:00",0.737783333333333,0.51093333333333,"1b","1b"
"2021-07-04 09:00:00",0.849066666666667,0.81435,"1b","1b"
"2021-07-04 10:00:00",0.81015,0.9579,"1b","1b"
"2021-07-04 11:00:00",0.933816666666667,0.85536666666666,"1b","1b"
"2021-07-04 12:00:00",0.644783333333333,0.48331666666666,"1b","1b"
"2021-07-04 13:00:00",0.878283333333333,1.03986666666666,"1b","1b"
"2021-07-04 14:00:00",0.552733333333333,0.37296666666666,"1b","1b"
"2021-07-04 15:00:00",0.500533333333333,0.44196666666666,"1b","1b"
"2021-07-04 16:00:00",0.764583333333333,2.17703333333333,"1b","1b"
"2021-07-04 17:00:00",0.588416666666667,1.2094,"1b","1b"
"2021-07-04 18:00:00",0.378116666666667,1.60603333333333,"1b","1b"
"2021-07-04 19:00:00",0.4258,1.99331666666666,"1b","1b"
"2021-07-04 20:00:00",0.388416666666667,2.8869,"1b","1b"
"2021-07-04 21:00:00",0.569183333333333,4.4076,"1b","1b"
"2021-07-04 22:00:00",0.6482,3.97985,"1b","1b"
"2021-07-04 23:00:00",0.594383333333333,3.4335,"1b","1b"
"2021-07-05 00:00:00",0.627733333333333,2.28256666666666,"1b","1b"
"2021-07-05 01:00:00",0.78455,1.83053333333333,"1b","1b"
"2021-07-05 02:00:00",0.707866666666667,1.31386666666666,"1b","1b"
"2021-07-05 03:00:00",0.708533333333333,1.48721666666666,"1b","1b"
"2021-07-05 04:00:00",0.751816666666667,1.13493333333333,"1b","1b"
"2021-07-05 05:00:00",0.862333333333333,1.90023333333333,"1b","1b"
"2021-07-05 06:00:00",1.98663333333333,4.62841666666666,"1b","1b"
"2021-07-05 07:00:00",2.67815,5.15036666666666,"1b","1b"
"2021-07-05 08:00:00",2.59666666666667,5.17413333333333,"1b","1b"
"2021-07-05 09:00:00",2.24816666666667,4.26298333333333,"1b","1b"
"2021-07-05 10:00:00",2.36488333333333,5.00498333333333,"1b","1b"
"2021-07-05 11:00:00",1.16101666666667,1.68748333333333,"1b","1b"
"2021-07-05 12:00:00",1.0918,1.80128333333333,"1b","1b"
"2021-07-05 13:00:00",0.7166,1.9837,"1b","1b"
"2021-07-05 14:00:00",NA,NA,"2b","2b"
