"date (UTC+0)","RH (%)","Temperature (C)","Station Level Pressure (hPa)","MSLP (hPa)","Flag"
2026-06-01,80.9130640166667,14.4332303333333,1000.44987085,1018.07892604803,NA
2026-06-01 01:00:00,81.7773352833333,13.8296636666667,1000.32232678333,1017.98652798052,NA
2026-06-01 02:00:00,82.3043632,13.55350255,1000.15614521667,1017.83456993629,NA
2026-06-01 03:00:00,84.3301248333333,13.3387007333333,999.717255683333,1017.40129061909,NA
2026-06-01 04:00:00,86.2269467333333,13.0724727333333,999.097990033333,1016.78766550541,NA
2026-06-01 05:00:00,84.8285582333333,13.6725172333333,998.841119466667,1016.48891580035,NA
2026-06-01 06:00:00,82.7575075666667,14.5053486,998.606449266667,1016.1985730765,NA
2026-06-01 07:00:00,79.8444623166667,15.1231472166667,998.3269165,1015.87611158087,NA
2026-06-01 08:00:00,76.9479737,15.9049477,997.858508233333,1015.35163209679,NA
2026-06-01 09:00:00,71.6771522666667,16.8715676333333,997.412544833333,1014.83902498286,NA
2026-06-01 10:00:00,75.0731899,16.9202831333333,997.2165731,1014.63667879404,NA
2026-06-01 11:00:00,75.0747867666667,17.60162405,996.75434665,1014.12525728761,NA
2026-06-01 12:00:00,74.7222501666667,18.1714102333333,996.1966563,1013.52356344349,NA
2026-06-01 13:00:00,76.76177785,18.1824767333333,995.871338766667,1013.19192031032,NA
2026-06-01 14:00:00,85.3848436,17.43634545,995.560665966667,1012.92072981283,NA
2026-06-01 15:00:00,90.8921416666667,16.8730681833333,994.8239512,1012.20511142779,NA
2026-06-01 16:00:00,92.4627282666667,16.7432734333333,993.9194072,1011.29260625861,NA
2026-06-01 17:00:00,92.8657016333333,16.9604644333333,993.0384583,1010.38315184134,NA
2026-06-01 18:00:00,93.0678710833333,16.8300051833333,992.108977283333,1009.44529933118,NA
2026-06-01 19:00:00,92.3143567333333,16.5586674333333,991.678793366667,1009.02397972283,NA
2026-06-01 20:00:00,97.5890882,15.5187709,991.1740052,1008.57337100244,NA
2026-06-01 21:00:00,99.8636739666667,15.1107269666667,990.595235133333,1008.00924875119,NA
2026-06-01 22:00:00,99.9804809166667,15.0551981333333,989.9814574,1007.38806362718,NA
2026-06-01 23:00:00,99.9912400833333,14.9589040666667,989.327843233333,1006.72882169172,NA
