"datetime","NH3","qc_flag_NH3"
"2022-06-01 00:00:00",NA,"5b"
"2022-06-01 01:00:00",NA,"5b"
"2022-06-01 02:00:00",NA,"5b"
"2022-06-01 03:00:00",NA,"5b"
"2022-06-01 04:00:00",NA,"5b"
"2022-06-01 05:00:00",NA,"5b"
"2022-06-01 06:00:00",NA,"5b"
"2022-06-01 07:00:00",NA,"5b"
"2022-06-01 08:00:00",NA,"5b"
"2022-06-01 09:00:00",2.10368027665746,"1b"
"2022-06-01 10:00:00",2.34033102242433,"1b"
"2022-06-01 11:00:00",2.50399284173189,"1b"
"2022-06-01 12:00:00",2.57840208664631,"1b"
"2022-06-01 13:00:00",2.69342534142104,"1b"
"2022-06-01 14:00:00",2.86087838143214,"1b"
"2022-06-01 15:00:00",3.2139977006106,"1b"
"2022-06-01 16:00:00",3.34658452733074,"1b"
"2022-06-01 17:00:00",3.89096503530391,"1b"
"2022-06-01 18:00:00",3.9219427865945,"1b"
"2022-06-01 19:00:00",3.66792284789123,"1b"
"2022-06-01 20:00:00",3.4269409582015,"1b"
"2022-06-01 21:00:00",3.1564091113239,"1b"
"2022-06-01 22:00:00",2.89445259600444,"1b"
"2022-06-01 23:00:00",2.6943634398945,"1b"
"2022-06-02 00:00:00",2.51836615193226,"1b"
"2022-06-02 01:00:00",2.3649454062333,"1b"
"2022-06-02 02:00:00",2.29833361366639,"1b"
"2022-06-02 03:00:00",2.11139638132928,"1b"
"2022-06-02 04:00:00",2.06486367343462,"1b"
"2022-06-02 05:00:00",2.37673431018349,"1b"
"2022-06-02 06:00:00",3.35082993344435,"1b"
"2022-06-02 07:00:00",4.68717915482797,"1b"
"2022-06-02 08:00:00",4.95454723924507,"1b"
"2022-06-02 09:00:00",4.67905334925042,"1b"
"2022-06-02 10:00:00",4.39950573085461,"1b"
"2022-06-02 11:00:00",4.09934710227588,"1b"
"2022-06-02 12:00:00",3.81388718104357,"1b"
"2022-06-02 13:00:00",3.54432011129301,"1b"
"2022-06-02 14:00:00",3.32363436480711,"1b"
"2022-06-02 15:00:00",3.19007356277068,"1b"
"2022-06-02 16:00:00",3.06160567716426,"1b"
"2022-06-02 17:00:00",2.90829183064964,"1b"
"2022-06-02 18:00:00",2.72077752034693,"1b"
"2022-06-02 19:00:00",2.68338652695362,"1b"
"2022-06-02 20:00:00",2.66976765887809,"1b"
"2022-06-02 21:00:00",2.81719175912549,"1b"
"2022-06-02 22:00:00",2.94185452716426,"1b"
"2022-06-02 23:00:00",2.89425546295473,"1b"
"2022-06-03 00:00:00",2.68558763293922,"1b"
"2022-06-03 01:00:00",2.55209941733815,"1b"
"2022-06-03 02:00:00",2.45523487653041,"1b"
"2022-06-03 03:00:00",2.51926191933907,"1b"
"2022-06-03 04:00:00",2.65160231890616,"1b"
"2022-06-03 05:00:00",3.15978871551485,"1b"
"2022-06-03 06:00:00",3.70611985953372,"1b"
"2022-06-03 07:00:00",4.01634853718091,"1b"
"2022-06-03 08:00:00",4.06065644740494,"1b"
"2022-06-03 09:00:00",4.23286284397557,"1b"
"2022-06-03 10:00:00",4.50251637069922,"1b"
"2022-06-03 11:00:00",4.84396233888426,"1b"
"2022-06-03 12:00:00",5.60464633222315,"1b"
"2022-06-03 13:00:00",5.83453723668146,"1b"
"2022-06-03 14:00:00",5.64366558534555,"1b"
"2022-06-03 15:00:00",5.88409649958368,"1b"
"2022-06-03 16:00:00",6.31871198057714,"1b"
"2022-06-03 17:00:00",5.57666043380516,"1b"
"2022-06-03 18:00:00",4.89342104829309,"1b"
"2022-06-03 19:00:00",4.68559525971143,"1b"
"2022-06-03 20:00:00",4.9419536919234,"1b"
"2022-06-03 21:00:00",5.2158447707466,"1b"
"2022-06-03 22:00:00",4.75444381048835,"1b"
"2022-06-03 23:00:00",4.84591815625867,"1b"
"2022-06-04 00:00:00",4.95987868109908,"1b"
"2022-06-04 01:00:00",4.63378059350721,"1b"
"2022-06-04 02:00:00",4.04071243974466,"1b"
"2022-06-04 03:00:00",3.57821552661671,"1b"
"2022-06-04 04:00:00",3.34482617475028,"1b"
"2022-06-04 05:00:00",3.21727081979462,"1b"
"2022-06-04 06:00:00",3.12414983070516,"1b"
"2022-06-04 07:00:00",3.03011947494451,"1b"
"2022-06-04 08:00:00",2.94185775764641,"1b"
"2022-06-04 09:00:00",2.90527375542802,"1b"
"2022-06-04 10:00:00",2.82734092323709,"1b"
"2022-06-04 11:00:00",2.87066619661205,"1b"
"2022-06-04 12:00:00",2.85864009961688,"1b"
"2022-06-04 13:00:00",2.72995515948946,"1b"
"2022-06-04 14:00:00",2.63608210505559,"1b"
"2022-06-04 15:00:00",2.54412446531371,"1b"
"2022-06-04 16:00:00",2.56092344143215,"1b"
"2022-06-04 17:00:00",2.55457751825737,"1b"
"2022-06-04 18:00:00",2.44467230350931,"1b"
"2022-06-04 19:00:00",2.31208109774937,"1b"
"2022-06-04 20:00:00",2.16928981392815,"1b"
"2022-06-04 21:00:00",2.10128032846882,"1b"
"2022-06-04 22:00:00",2.02212306021309,"1b"
"2022-06-04 23:00:00",1.96709746561734,"1b"
"2022-06-05 00:00:00",1.92569033833436,"1b"
"2022-06-05 01:00:00",1.94931304888355,"1b"
"2022-06-05 02:00:00",1.91072079180218,"1b"
"2022-06-05 03:00:00",1.85822215101932,"1b"
"2022-06-05 04:00:00",1.72531942651855,"1b"
"2022-06-05 05:00:00",1.57514621720423,"1b"
"2022-06-05 06:00:00",1.47626252942332,"1b"
"2022-06-05 07:00:00",1.3792271901002,"1b"
"2022-06-05 08:00:00",1.33658609577636,"1b"
"2022-06-05 09:00:00",1.29684085743804,"1b"
"2022-06-05 10:00:00",1.25786224959532,"1b"
"2022-06-05 11:00:00",1.22270344617395,"1b"
"2022-06-05 12:00:00",1.22068523324242,"1b"
"2022-06-05 13:00:00",1.19668360525089,"1b"
"2022-06-05 14:00:00",1.19433299537572,"1b"
"2022-06-05 15:00:00",1.1979184272053,"1b"
"2022-06-05 16:00:00",1.20851595165551,"1b"
"2022-06-05 17:00:00",1.24065173262935,"1b"
"2022-06-05 18:00:00",1.24073744987941,"1b"
"2022-06-05 19:00:00",1.258296165184,"1b"
"2022-06-05 20:00:00",1.37752226775849,"1b"
"2022-06-05 21:00:00",1.41901945648589,"1b"
"2022-06-05 22:00:00",1.3810433619597,"1b"
"2022-06-05 23:00:00",1.39276786191758,"1b"
"2022-06-06 00:00:00",1.41433219891004,"1b"
"2022-06-06 01:00:00",1.315957079223,"1b"
"2022-06-06 02:00:00",1.2419360817239,"1b"
"2022-06-06 03:00:00",1.18716125161443,"1b"
"2022-06-06 04:00:00",1.15566099259704,"1b"
"2022-06-06 05:00:00",1.32506838902955,"1b"
"2022-06-06 06:00:00",1.50749653694963,"1b"
"2022-06-06 07:00:00",1.61512558582777,"1b"
"2022-06-06 08:00:00",1.38007615843805,"1b"
"2022-06-06 09:00:00",1.21835163875679,"1b"
"2022-06-06 10:00:00",1.15493898354385,"1b"
"2022-06-06 11:00:00",1.12446387277234,"1b"
"2022-06-06 12:00:00",1.22342762821399,"1b"
"2022-06-06 13:00:00",1.36336969723553,"1b"
"2022-06-06 14:00:00",1.50545054300822,"1b"
"2022-06-06 15:00:00",1.65093486318833,"1b"
"2022-06-06 16:00:00",1.69402250630545,"1b"
"2022-06-06 17:00:00",1.70868921572579,"1b"
"2022-06-06 18:00:00",1.72264490229938,"1b"
"2022-06-06 19:00:00",1.94319470968515,"1b"
"2022-06-06 20:00:00",2.17066387998608,"1b"
"2022-06-06 21:00:00",2.43033785496946,"1b"
"2022-06-06 22:00:00",2.56214628944229,"1b"
"2022-06-06 23:00:00",2.47350322271389,"1b"
"2022-06-07 00:00:00",2.44889740122222,"1b"
"2022-06-07 01:00:00",2.45874195776915,"1b"
"2022-06-07 02:00:00",2.31823926081044,"1b"
"2022-06-07 03:00:00",2.24272779604502,"1b"
"2022-06-07 04:00:00",2.33890994775125,"1b"
"2022-06-07 05:00:00",2.57928227869481,"1b"
"2022-06-07 06:00:00",2.89453212853178,"1b"
"2022-06-07 07:00:00",3.27017867552719,"1b"
"2022-06-07 08:00:00",4.25434940827089,"1b"
"2022-06-07 09:00:00",4.57703739339256,"1b"
"2022-06-07 10:00:00",4.30234085460599,"1b"
"2022-06-07 11:00:00",4.02032364113239,"1b"
"2022-06-07 12:00:00",3.5919666904524,"1b"
"2022-06-07 13:00:00",3.34629511612098,"1b"
"2022-06-07 14:00:00",3.33282540766028,"1b"
"2022-06-07 15:00:00",3.26679926991396,"1b"
"2022-06-07 16:00:00",3.17087010818535,"1b"
"2022-06-07 17:00:00",3.09390192439634,"1b"
"2022-06-07 18:00:00",2.96100523857896,"1b"
"2022-06-07 19:00:00",2.85779590660377,"1b"
"2022-06-07 20:00:00",2.8265965880655,"1b"
"2022-06-07 21:00:00",2.86759403333333,"1b"
"2022-06-07 22:00:00",2.58961906532464,"1b"
"2022-06-07 23:00:00",2.32720687314167,"1b"
"2022-06-08 00:00:00",2.19093565692329,"1b"
"2022-06-08 01:00:00",2.12031128974423,"1b"
"2022-06-08 02:00:00",2.00904028645285,"1b"
"2022-06-08 03:00:00",1.85232171753762,"1b"
"2022-06-08 04:00:00",1.7784313142338,"1b"
"2022-06-08 05:00:00",1.63047485687323,"1b"
"2022-06-08 06:00:00",1.51020526905449,"1b"
"2022-06-08 07:00:00",1.4454033153633,"1b"
"2022-06-08 08:00:00",1.45063227834223,"1b"
"2022-06-08 09:00:00",1.46089258218009,"1b"
"2022-06-08 10:00:00",1.55389216385372,"1b"
"2022-06-08 11:00:00",1.53891584118846,"1b"
"2022-06-08 12:00:00",1.54415052670423,"1b"
"2022-06-08 13:00:00",1.60841343594351,"1b"
"2022-06-08 14:00:00",1.68594827725182,"1b"
"2022-06-08 15:00:00",1.6921803206518,"1b"
"2022-06-08 16:00:00",1.61956525909244,"1b"
"2022-06-08 17:00:00",1.57147886093008,"1b"
"2022-06-08 18:00:00",1.72373802899131,"1b"
"2022-06-08 19:00:00",1.75493675445498,"1b"
"2022-06-08 20:00:00",1.6972215791662,"1b"
"2022-06-08 21:00:00",1.71690941963965,"1b"
"2022-06-08 22:00:00",1.64700968921569,"1b"
"2022-06-08 23:00:00",1.65148512665265,"1b"
"2022-06-09 00:00:00",1.63164001441056,"1b"
"2022-06-09 01:00:00",1.63189303998594,"1b"
"2022-06-09 02:00:00",1.54806656261447,"1b"
"2022-06-09 03:00:00",1.51352833412948,"1b"
"2022-06-09 04:00:00",1.50459733891488,"1b"
"2022-06-09 05:00:00",1.53128166690218,"1b"
"2022-06-09 06:00:00",1.50941635510283,"1b"
"2022-06-09 07:00:00",1.60333517924494,"1b"
"2022-06-09 08:00:00",1.82073082601556,"1b"
"2022-06-09 09:00:00",2.07139549617009,"1b"
"2022-06-09 10:00:00",2.18596172678174,"1b"
"2022-06-09 11:00:00",2.20836521227602,"1b"
"2022-06-09 12:00:00",2.19792670225806,"1b"
"2022-06-09 13:00:00",2.18588257290636,"1b"
"2022-06-09 14:00:00",2.14526276469263,"1b"
"2022-06-09 15:00:00",2.07116165971918,"1b"
"2022-06-09 16:00:00",2.01033326628492,"1b"
"2022-06-09 17:00:00",1.97466582803118,"1b"
"2022-06-09 18:00:00",1.96956624336587,"1b"
"2022-06-09 19:00:00",1.99051582364654,"1b"
"2022-06-09 20:00:00",1.95375662956449,"1b"
"2022-06-09 21:00:00",1.9070094755577,"1b"
"2022-06-09 22:00:00",1.83362882296596,"1b"
"2022-06-09 23:00:00",1.72986288192685,"1b"
"2022-06-10 00:00:00",1.65586579327508,"1b"
"2022-06-10 01:00:00",1.47762511768819,"1b"
"2022-06-10 02:00:00",1.41272233112159,"1b"
"2022-06-10 03:00:00",1.39623547425271,"1b"
"2022-06-10 04:00:00",1.3429701948929,"1b"
"2022-06-10 05:00:00",1.29922397359157,"1b"
"2022-06-10 06:00:00",1.28394097120935,"1b"
"2022-06-10 07:00:00",1.25442387332537,"1b"
"2022-06-10 08:00:00",1.26823914804015,"1b"
"2022-06-10 09:00:00",1.295490836803,"1b"
"2022-06-10 10:00:00",1.43541174458767,"1b"
"2022-06-10 11:00:00",1.57008434881402,"1b"
"2022-06-10 12:00:00",1.6516620225616,"1b"
"2022-06-10 13:00:00",1.65379887589508,"1b"
"2022-06-10 14:00:00",1.57837539392816,"1b"
"2022-06-10 15:00:00",1.51567206558834,"1b"
"2022-06-10 16:00:00",1.53853816599512,"1b"
"2022-06-10 17:00:00",1.53009136797028,"1b"
"2022-06-10 18:00:00",1.40205772505589,"1b"
"2022-06-10 19:00:00",1.37607040698075,"1b"
"2022-06-10 20:00:00",1.3064560578305,"1b"
"2022-06-10 21:00:00",1.31348272948939,"1b"
"2022-06-10 22:00:00",1.31925840649038,"1b"
"2022-06-10 23:00:00",1.33972777925022,"1b"
"2022-06-11 00:00:00",1.31822646414551,"1b"
"2022-06-11 01:00:00",1.33951043163569,"1b"
"2022-06-11 02:00:00",1.29959640986127,"1b"
"2022-06-11 03:00:00",1.29345741251722,"1b"
"2022-06-11 04:00:00",1.28259468463842,"1b"
"2022-06-11 05:00:00",1.27555898498895,"1b"
"2022-06-11 06:00:00",1.1778520537997,"1b"
"2022-06-11 07:00:00",1.19872556818079,"1b"
"2022-06-11 08:00:00",1.26269299117013,"1b"
"2022-06-11 09:00:00",1.31711692198435,"1b"
"2022-06-11 10:00:00",1.35918346943889,"1b"
"2022-06-11 11:00:00",1.35036596303946,"1b"
"2022-06-11 12:00:00",1.39802786238182,"1b"
"2022-06-11 13:00:00",1.39553666027404,"1b"
"2022-06-11 14:00:00",1.43437737775642,"1b"
"2022-06-11 15:00:00",1.45119684755477,"1b"
"2022-06-11 16:00:00",1.46681810065702,"1b"
"2022-06-11 17:00:00",1.47935138840921,"1b"
"2022-06-11 18:00:00",1.42625406164398,"1b"
"2022-06-11 19:00:00",1.3739083673543,"1b"
"2022-06-11 20:00:00",1.32812839164563,"1b"
"2022-06-11 21:00:00",1.30401321139837,"1b"
"2022-06-11 22:00:00",1.31311168382809,"1b"
"2022-06-11 23:00:00",1.2893461155505,"1b"
"2022-06-12 00:00:00",1.29576382639915,"1b"
