"datetime","NH3","qc_flag_NH3"
"2022-02-01 00:00:00",NA,"5b"
"2022-02-01 01:00:00",NA,"5b"
"2022-02-01 02:00:00",NA,"5b"
"2022-02-01 03:00:00",NA,"5b"
"2022-02-01 04:00:00",NA,"5b"
"2022-02-01 05:00:00",NA,"5b"
"2022-02-01 06:00:00",NA,"5b"
"2022-02-01 07:00:00",NA,"5b"
"2022-02-01 08:00:00",NA,"5b"
"2022-02-01 09:00:00",NA,"5b"
"2022-02-01 10:00:00",NA,"5b"
"2022-02-01 11:00:00",NA,"5b"
"2022-02-01 12:00:00",NA,"5b"
"2022-02-01 13:00:00",NA,"5b"
"2022-02-01 14:00:00",2.51050026791563,"1b"
"2022-02-01 15:00:00",2.55947517053274,"1b"
"2022-02-01 16:00:00",2.54111044938662,"1b"
"2022-02-01 17:00:00",2.50898945492645,"1b"
"2022-02-01 18:00:00",2.53096341312431,"1b"
"2022-02-01 19:00:00",2.56000663638634,"1b"
"2022-02-01 20:00:00",2.48576952611712,"1b"
"2022-02-01 21:00:00",2.46771444270255,"1b"
"2022-02-01 22:00:00",2.52982724329725,"1b"
"2022-02-01 23:00:00",2.4158597319456,"1b"
"2022-02-02 00:00:00",2.35763849242508,"1b"
"2022-02-02 01:00:00",2.34049596887594,"1b"
"2022-02-02 02:00:00",2.28161464333333,"1b"
"2022-02-02 03:00:00",2.20960299464484,"1b"
"2022-02-02 04:00:00",2.14731759751318,"1b"
"2022-02-02 05:00:00",2.10328182791725,"1b"
"2022-02-02 06:00:00",2.017482453275,"1b"
"2022-02-02 07:00:00",1.93553505066982,"1b"
"2022-02-02 08:00:00",1.86624266059439,"1b"
"2022-02-02 09:00:00",1.84403547659322,"1b"
"2022-02-02 10:00:00",1.855435067175,"1b"
"2022-02-02 11:00:00",1.92943574474152,"1b"
"2022-02-02 12:00:00",2.0369065972808,"1b"
"2022-02-02 13:00:00",2.07802556392669,"1b"
"2022-02-02 14:00:00",2.10323087375347,"1b"
"2022-02-02 15:00:00",2.19402569597308,"1b"
"2022-02-02 16:00:00",2.20096660785734,"1b"
"2022-02-02 17:00:00",2.15724190788451,"1b"
"2022-02-02 18:00:00",2.15427485828476,"1b"
"2022-02-02 19:00:00",2.05566531152693,"1b"
"2022-02-02 20:00:00",2.02116414042199,"1b"
"2022-02-02 21:00:00",1.99115948360833,"1b"
"2022-02-02 22:00:00",2.05417317754371,"1b"
"2022-02-02 23:00:00",2.14443139686285,"1b"
"2022-02-03 00:00:00",2.22449395017208,"1b"
"2022-02-03 01:00:00",2.28076135631418,"1b"
"2022-02-03 02:00:00",2.34684566538995,"1b"
"2022-02-03 03:00:00",2.32091440188732,"1b"
"2022-02-03 04:00:00",2.2165799764363,"1b"
"2022-02-03 05:00:00",2.11093352442409,"1b"
"2022-02-03 06:00:00",2.05591341098779,"1b"
"2022-02-03 07:00:00",1.97108115177679,"1b"
"2022-02-03 08:00:00",1.95442738435242,"1b"
"2022-02-03 09:00:00",1.92955245056096,"1b"
"2022-02-03 10:00:00",1.94646554850236,"1b"
"2022-02-03 11:00:00",1.94401039485833,"1b"
"2022-02-03 12:00:00",2.01831459124618,"1b"
"2022-02-03 13:00:00",2.07948966884199,"1b"
"2022-02-03 14:00:00",2.18953081110186,"1b"
"2022-02-03 15:00:00",2.25839305347392,"1b"
"2022-02-03 16:00:00",2.22894327216209,"1b"
"2022-02-03 17:00:00",2.26623140163752,"1b"
"2022-02-03 18:00:00",2.34036794259156,"1b"
"2022-02-03 19:00:00",2.37640791376631,"1b"
"2022-02-03 20:00:00",2.43357853405495,"1b"
"2022-02-03 21:00:00",2.45343678343507,"1b"
"2022-02-03 22:00:00",2.45875686386345,"1b"
"2022-02-03 23:00:00",2.48693388906467,"1b"
"2022-02-04 00:00:00",2.47498013734739,"1b"
"2022-02-04 01:00:00",2.4464987641965,"1b"
"2022-02-04 02:00:00",2.43802366447405,"1b"
"2022-02-04 03:00:00",2.38113121370699,"1b"
"2022-02-04 04:00:00",2.14876005625867,"1b"
"2022-02-04 05:00:00",1.96960105950597,"1b"
"2022-02-04 06:00:00",1.8481556252303,"1b"
"2022-02-04 07:00:00",1.71616213302558,"1b"
"2022-02-04 08:00:00",1.59514895478164,"1b"
"2022-02-04 09:00:00",1.5360654244886,"1b"
"2022-02-04 10:00:00",1.46886383617549,"1b"
"2022-02-04 11:00:00",1.40723044873883,"1b"
"2022-02-04 12:00:00",1.334193861475,"1b"
"2022-02-04 13:00:00",1.309494659064,"1b"
"2022-02-04 14:00:00",1.3017205601439,"1b"
"2022-02-04 15:00:00",1.40118255782867,"1b"
"2022-02-04 16:00:00",1.41712269415884,"1b"
"2022-02-04 17:00:00",1.41316171340132,"1b"
