"datetime","NH3","qc_flag_NH3"
"2021-09-01 00:00:00",NA,"5b"
"2021-09-01 01:00:00",NA,"5b"
"2021-09-01 02:00:00",NA,"5b"
"2021-09-01 03:00:00",NA,"5b"
"2021-09-01 04:00:00",NA,"5b"
"2021-09-01 05:00:00",NA,"5b"
"2021-09-01 06:00:00",NA,"5b"
"2021-09-01 07:00:00",NA,"5b"
"2021-09-01 08:00:00",NA,"5b"
"2021-09-01 09:00:00",NA,"5b"
"2021-09-01 10:00:00",NA,"5b"
"2021-09-01 11:00:00",NA,"5b"
"2021-09-01 12:00:00",NA,"5b"
"2021-09-01 13:00:00",NA,"5b"
"2021-09-01 14:00:00",NA,"5b"
"2021-09-01 15:00:00",NA,"5b"
"2021-09-01 16:00:00",NA,"5b"
"2021-09-01 17:00:00",NA,"5b"
"2021-09-01 18:00:00",NA,"5b"
"2021-09-01 19:00:00",NA,"5b"
"2021-09-01 20:00:00",3.35836310765816,"1b"
"2021-09-01 21:00:00",3.27356080766028,"1b"
"2021-09-01 22:00:00",3.35982517513183,"1b"
"2021-09-01 23:00:00",3.41062386126526,"1b"
"2021-09-02 00:00:00",3.44661209186789,"1b"
"2021-09-02 01:00:00",3.43593969608659,"1b"
"2021-09-02 02:00:00",3.43414773473918,"1b"
"2021-09-02 03:00:00",3.30380129558701,"1b"
"2021-09-02 04:00:00",3.15108863585901,"1b"
"2021-09-02 05:00:00",3.06622860765816,"1b"
"2021-09-02 06:00:00",3.03989453205662,"1b"
"2021-09-02 07:00:00",3.01846149653067,"1b"
"2021-09-02 08:00:00",3.01987630258047,"1b"
"2021-09-02 09:00:00",2.96678451956703,"1b"
"2021-09-02 10:00:00",2.89390745961699,"1b"
"2021-09-02 11:00:00",2.8761781167869,"1b"
"2021-09-02 12:00:00",2.87413675964474,"1b"
"2021-09-02 13:00:00",3.00691849986123,"1b"
"2021-09-02 14:00:00",3.14663965649279,"1b"
"2021-09-02 15:00:00",3.29436846017208,"1b"
"2021-09-02 16:00:00",3.42693427449348,"1b"
"2021-09-02 17:00:00",3.55769528496115,"1b"
"2021-09-02 18:00:00",3.66956104746045,"1b"
"2021-09-02 19:00:00",3.69689521543587,"1b"
"2021-09-02 20:00:00",3.73691034239734,"1b"
"2021-09-02 21:00:00",3.65908641631973,"1b"
"2021-09-02 22:00:00",3.59776436885928,"1b"
"2021-09-02 23:00:00",3.56994092896781,"1b"
"2021-09-03 00:00:00",3.51624113127949,"1b"
"2021-09-03 01:00:00",3.4877709289481,"1b"
"2021-09-03 02:00:00",3.42506858962264,"1b"
"2021-09-03 03:00:00",3.29116203663614,"1b"
"2021-09-03 04:00:00",3.16025322464613,"1b"
"2021-09-03 05:00:00",3.10393410488346,"1b"
"2021-09-03 06:00:00",3.08829301709686,"1b"
"2021-09-03 07:00:00",2.98466583152928,"1b"
"2021-09-03 08:00:00",2.90309864705882,"1b"
"2021-09-03 09:00:00",2.93635928642798,"1b"
"2021-09-03 10:00:00",2.95096492367472,"1b"
"2021-09-03 11:00:00",2.98273882769914,"1b"
"2021-09-03 12:00:00",3.07287786650943,"1b"
"2021-09-03 13:00:00",3.23470104052179,"1b"
"2021-09-03 14:00:00",3.57900627199556,"1b"
"2021-09-03 15:00:00",3.90840945394007,"1b"
"2021-09-03 16:00:00",4.19181593644185,"1b"
"2021-09-03 17:00:00",4.36733125090203,"1b"
"2021-09-03 18:00:00",4.35926410599334,"1b"
"2021-09-03 19:00:00",4.22592370294281,"1b"
"2021-09-03 20:00:00",4.13892379961143,"1b"
"2021-09-03 21:00:00",4.07257978052164,"1b"
"2021-09-03 22:00:00",3.96571599611435,"1b"
"2021-09-03 23:00:00",3.92024924340827,"1b"
"2021-09-04 00:00:00",3.84178760987791,"1b"
"2021-09-04 01:00:00",3.75550295420483,"1b"
"2021-09-04 02:00:00",3.6482599092423,"1b"
"2021-09-04 03:00:00",3.53671512572856,"1b"
"2021-09-04 04:00:00",3.42398278801332,"1b"
"2021-09-04 05:00:00",3.3822439725229,"1b"
"2021-09-04 06:00:00",3.41697065945046,"1b"
"2021-09-04 07:00:00",3.50494317341842,"1b"
"2021-09-04 08:00:00",3.72863463336109,"1b"
"2021-09-04 09:00:00",4.01811259311685,"1b"
"2021-09-04 10:00:00",4.36102479134295,"1b"
"2021-09-04 11:00:00",4.62685823619206,"1b"
"2021-09-04 12:00:00",4.71487426533444,"1b"
"2021-09-04 13:00:00",4.81323365788013,"1b"
"2021-09-04 14:00:00",4.99480608270885,"1b"
"2021-09-04 15:00:00",5.05719458201499,"1b"
"2021-09-04 16:00:00",5.16109997391787,"1b"
"2021-09-04 17:00:00",5.20673711296142,"1b"
"2021-09-04 18:00:00",5.09155498778795,"1b"
"2021-09-04 19:00:00",4.8349407098834,"1b"
"2021-09-04 20:00:00",4.55880432380688,"1b"
"2021-09-04 21:00:00",4.44207726894255,"1b"
"2021-09-04 22:00:00",4.43372901054677,"1b"
"2021-09-04 23:00:00",4.44706533102109,"1b"
"2021-09-05 00:00:00",4.44326948848182,"1b"
"2021-09-05 01:00:00",4.50598042908687,"1b"
"2021-09-05 02:00:00",4.47300799139845,"1b"
"2021-09-05 03:00:00",4.414340731335,"1b"
"2021-09-05 04:00:00",4.34015588870386,"1b"
"2021-09-05 05:00:00",4.33476971698113,"1b"
"2021-09-05 06:00:00",4.42238458812101,"1b"
"2021-09-05 07:00:00",4.61975143547044,"1b"
"2021-09-05 08:00:00",5.18871708462819,"1b"
"2021-09-05 09:00:00",5.86241929419928,"1b"
"2021-09-05 10:00:00",6.45899991784624,"1b"
"2021-09-05 11:00:00",7.19024538096559,"1b"
"2021-09-05 12:00:00",7.79290457202331,"1b"
"2021-09-05 13:00:00",8.27187043491535,"1b"
"2021-09-05 14:00:00",8.63022255660377,"1b"
"2021-09-05 15:00:00",8.71374187649181,"1b"
"2021-09-05 16:00:00",8.81491907799056,"1b"
"2021-09-05 17:00:00",8.57622826498335,"1b"
"2021-09-05 18:00:00",7.90781060671662,"1b"
"2021-09-05 19:00:00",7.24304579511383,"1b"
"2021-09-05 20:00:00",6.55471301165695,"1b"
"2021-09-05 21:00:00",5.96707015011099,"1b"
"2021-09-05 22:00:00",5.55250306300305,"1b"
"2021-09-05 23:00:00",5.18815862198168,"1b"
"2021-09-06 00:00:00",4.88343277719201,"1b"
"2021-09-06 01:00:00",4.59724601637524,"1b"
"2021-09-06 02:00:00",4.37067534693311,"1b"
"2021-09-06 03:00:00",4.13115442341842,"1b"
"2021-09-06 04:00:00",3.9511209444907,"1b"
"2021-09-06 05:00:00",3.76319749764085,"1b"
"2021-09-06 06:00:00",3.63907372142064,"1b"
"2021-09-06 07:00:00",3.51229584429642,"1b"
"2021-09-06 08:00:00",3.57989396641687,"1b"
"2021-09-06 09:00:00",4.19104287097669,"1b"
"2021-09-06 10:00:00",5.37562270829864,"1b"
"2021-09-06 11:00:00",6.51173406827644,"1b"
"2021-09-06 12:00:00",7.47827434489456,"1b"
"2021-09-06 13:00:00",7.9261451737441,"1b"
"2021-09-06 14:00:00",8.11184947210658,"1b"
"2021-09-06 15:00:00",8.03181652150985,"1b"
"2021-09-06 16:00:00",7.9030696972808,"1b"
"2021-09-06 17:00:00",7.62138052150985,"1b"
"2021-09-06 18:00:00",7.26028948071052,"1b"
"2021-09-06 19:00:00",6.8156680394116,"1b"
"2021-09-06 20:00:00",6.29360229281155,"1b"
"2021-09-06 21:00:00",5.87919276380794,"1b"
"2021-09-06 22:00:00",5.49978952746948,"1b"
"2021-09-06 23:00:00",5.10725215903414,"1b"
"2021-09-07 00:00:00",4.78285107132945,"1b"
"2021-09-07 01:00:00",4.61115143285239,"1b"
"2021-09-07 02:00:00",4.48067850652234,"1b"
"2021-09-07 03:00:00",4.31243709741882,"1b"
"2021-09-07 04:00:00",4.11255850221976,"1b"
"2021-09-07 05:00:00",3.96967701720788,"1b"
"2021-09-07 06:00:00",3.94570973105745,"1b"
"2021-09-07 07:00:00",3.96605920011102,"1b"
"2021-09-07 08:00:00",4.69829004245283,"1b"
"2021-09-07 09:00:00",6.42928602442409,"1b"
"2021-09-07 10:00:00",7.83329071273938,"1b"
"2021-09-07 11:00:00",8.3058584436737,"1b"
"2021-09-07 12:00:00",8.71434732306411,"1b"
"2021-09-07 13:00:00",9.1399280233139,"1b"
"2021-09-07 14:00:00",9.44542333601554,"1b"
"2021-09-07 15:00:00",9.66169836081044,"1b"
