"datetime","NO2","qc_flag_NO2"
"2023-07-01 00:00:00",2.70936666666667,"1b"
"2023-07-01 01:00:00",1.80420689655172,"1b"
"2023-07-01 02:00:00",1.69443333333333,"1b"
"2023-07-01 03:00:00",1.08585,"1b"
"2023-07-01 04:00:00",1.5954,"1b"
"2023-07-01 05:00:00",1.96811666666667,"1b"
"2023-07-01 06:00:00",2.36635,"1b"
"2023-07-01 07:00:00",2.84066666666667,"1b"
"2023-07-01 08:00:00",2.46345,"1b"
"2023-07-01 09:00:00",2.65298333333333,"1b"
"2023-07-01 10:00:00",2.63018333333333,"1b"
"2023-07-01 11:00:00",2.3707,"1b"
"2023-07-01 12:00:00",2.16145,"1b"
"2023-07-01 13:00:00",2.03791666666667,"1b"
"2023-07-01 14:00:00",2.92796666666667,"1b"
"2023-07-01 15:00:00",2.65216666666667,"1b"
"2023-07-01 16:00:00",2.14433333333333,"1b"
"2023-07-01 17:00:00",2.82995,"1b"
"2023-07-01 18:00:00",2.81823333333333,"1b"
"2023-07-01 19:00:00",2.51813333333333,"1b"
"2023-07-01 20:00:00",2.60805,"1b"
"2023-07-01 21:00:00",6.06068333333333,"1b"
"2023-07-01 22:00:00",5.30931666666667,"1b"
"2023-07-01 23:00:00",2.7238,"1b"
"2023-07-02 00:00:00",3.26663333333333,"1b"
"2023-07-02 01:00:00",5.42227586206897,"1b"
"2023-07-02 02:00:00",3.91676666666667,"1b"
"2023-07-02 03:00:00",5.62813333333333,"1b"
"2023-07-02 04:00:00",4.0847,"1b"
"2023-07-02 05:00:00",2.48425,"1b"
"2023-07-02 06:00:00",2.54806666666667,"1b"
"2023-07-02 07:00:00",1.80061666666667,"1b"
"2023-07-02 08:00:00",3.06058333333333,"1b"
"2023-07-02 09:00:00",2.46068333333333,"1b"
"2023-07-02 10:00:00",2.1993,"1b"
"2023-07-02 11:00:00",2.12373333333333,"1b"
"2023-07-02 12:00:00",2.33658333333333,"1b"
"2023-07-02 13:00:00",2.17096666666667,"1b"
"2023-07-02 14:00:00",1.95253333333333,"1b"
"2023-07-02 15:00:00",1.90445,"1b"
"2023-07-02 16:00:00",2.36415,"1b"
"2023-07-02 17:00:00",2.31636666666667,"1b"
"2023-07-02 18:00:00",3.31285,"1b"
"2023-07-02 19:00:00",4.2913,"1b"
"2023-07-02 20:00:00",5.5827,"1b"
"2023-07-02 21:00:00",4.67376666666667,"1b"
"2023-07-02 22:00:00",3.57651666666667,"1b"
"2023-07-02 23:00:00",2.98415,"1b"
"2023-07-03 00:00:00",2.60856666666667,"1b"
"2023-07-03 01:00:00",2.74627586206897,"1b"
"2023-07-03 02:00:00",1.89588333333333,"1b"
"2023-07-03 03:00:00",2.391,"1b"
"2023-07-03 04:00:00",2.46215,"1b"
"2023-07-03 05:00:00",3.93628333333333,"1b"
"2023-07-03 06:00:00",4.2962,"1b"
"2023-07-03 07:00:00",4.05935,"1b"
"2023-07-03 08:00:00",3.35528333333333,"1b"
"2023-07-03 09:00:00",2.74905,"1b"
"2023-07-03 10:00:00",3.19166666666667,"1b"
"2023-07-03 11:00:00",3.7857,"1b"
"2023-07-03 12:00:00",3.12771666666667,"1b"
"2023-07-03 13:00:00",2.91833333333333,"1b"
"2023-07-03 14:00:00",2.92886666666667,"1b"
"2023-07-03 15:00:00",3.2754,"1b"
"2023-07-03 16:00:00",3.24693333333333,"1b"
"2023-07-03 17:00:00",2.87281666666667,"1b"
"2023-07-03 18:00:00",3.1742,"1b"
"2023-07-03 19:00:00",2.39346666666667,"1b"
"2023-07-03 20:00:00",2.67701666666667,"1b"
"2023-07-03 21:00:00",4.10455,"1b"
"2023-07-03 22:00:00",2.30355,"1b"
"2023-07-03 23:00:00",1.98046666666667,"1b"
"2023-07-04 00:00:00",2.69673333333333,"1b"
"2023-07-04 01:00:00",1.43593103448276,"1b"
"2023-07-04 02:00:00",1.60593333333333,"1b"
"2023-07-04 03:00:00",2.1242,"1b"
"2023-07-04 04:00:00",2.16058333333333,"1b"
"2023-07-04 05:00:00",3.48081666666667,"1b"
"2023-07-04 06:00:00",5.02223333333333,"1b"
"2023-07-04 07:00:00",5.26971666666667,"1b"
"2023-07-04 08:00:00",5.3771,"1b"
"2023-07-04 09:00:00",5.7712,"1b"
"2023-07-04 10:00:00",4.79771666666667,"1b"
"2023-07-04 11:00:00",4.91193333333333,"1b"
"2023-07-04 12:00:00",4.70595,"1b"
"2023-07-04 13:00:00",4.92405,"1b"
"2023-07-04 14:00:00",5.25936666666667,"1b"
"2023-07-04 15:00:00",4.5293,"1b"
"2023-07-04 16:00:00",5.03898333333333,"1b"
"2023-07-04 17:00:00",6.70193333333333,"1b"
"2023-07-04 18:00:00",9.79348333333333,"1b"
"2023-07-04 19:00:00",7.90233333333333,"1b"
"2023-07-04 20:00:00",7.87866666666667,"1b"
"2023-07-04 21:00:00",6.1829,"1b"
"2023-07-04 22:00:00",4.76421666666667,"1b"
"2023-07-04 23:00:00",5.51866666666667,"1b"
"2023-07-05 00:00:00",4.73026666666667,"1b"
"2023-07-05 01:00:00",4.21337931034483,"1b"
"2023-07-05 02:00:00",4.53949152542373,"1b"
"2023-07-05 03:00:00",4.4517,"1b"
"2023-07-05 04:00:00",4.98386666666667,"1b"
"2023-07-05 05:00:00",6.39641666666667,"1b"
"2023-07-05 06:00:00",7.34845,"1b"
"2023-07-05 07:00:00",7.52693333333333,"1b"
"2023-07-05 08:00:00",4.37016666666667,"1b"
"2023-07-05 09:00:00",3.55016666666667,"1b"
"2023-07-05 10:00:00",3.09851666666667,"1b"
"2023-07-05 11:00:00",3.18486666666667,"1b"
"2023-07-05 12:00:00",3.01913333333333,"1b"
"2023-07-05 13:00:00",3.76561666666667,"1b"
"2023-07-05 14:00:00",3.2861,"1b"
"2023-07-05 15:00:00",3.14315,"1b"
"2023-07-05 16:00:00",2.35705,"1b"
"2023-07-05 17:00:00",3.65775,"1b"
"2023-07-05 18:00:00",3.65276666666667,"1b"
"2023-07-05 19:00:00",3.26643333333333,"1b"
"2023-07-05 20:00:00",3.95416666666667,"1b"
"2023-07-05 21:00:00",5.86041666666667,"1b"
"2023-07-05 22:00:00",4.6442,"1b"
"2023-07-05 23:00:00",2.90685,"1b"
"2023-07-06 00:00:00",2.30786666666667,"1b"
"2023-07-06 01:00:00",1.86055172413793,"1b"
"2023-07-06 02:00:00",2.03858333333333,"1b"
"2023-07-06 03:00:00",2.01843333333333,"1b"
"2023-07-06 04:00:00",2.19161666666667,"1b"
"2023-07-06 05:00:00",4.10296666666667,"1b"
"2023-07-06 06:00:00",6.42233333333333,"1b"
"2023-07-06 07:00:00",5.23478333333333,"1b"
"2023-07-06 08:00:00",4.53995,"1b"
"2023-07-06 09:00:00",3.75328333333333,"1b"
"2023-07-06 10:00:00",2.98613333333333,"1b"
"2023-07-06 11:00:00",4.488,"1b"
"2023-07-06 12:00:00",4.01731666666667,"1b"
"2023-07-06 13:00:00",4.55918333333333,"1b"
"2023-07-06 14:00:00",3.08128333333333,"1b"
"2023-07-06 15:00:00",2.44076666666667,"1b"
"2023-07-06 16:00:00",2.45815,"1b"
"2023-07-06 17:00:00",2.60575,"1b"
"2023-07-06 18:00:00",2.39708333333333,"1b"
"2023-07-06 19:00:00",2.55901666666667,"1b"
"2023-07-06 20:00:00",3.2613,"1b"
"2023-07-06 21:00:00",3.42695,"1b"
"2023-07-06 22:00:00",2.7637,"1b"
"2023-07-06 23:00:00",2.85916666666667,"1b"
"2023-07-07 00:00:00",2.21643333333333,"1b"
"2023-07-07 01:00:00",2.67420689655172,"1b"
"2023-07-07 02:00:00",2.66318333333333,"1b"
"2023-07-07 03:00:00",2.89896666666667,"1b"
"2023-07-07 04:00:00",3.46261666666667,"1b"
"2023-07-07 05:00:00",4.16766666666667,"1b"
"2023-07-07 06:00:00",4.88521666666667,"1b"
"2023-07-07 07:00:00",4.26686666666667,"1b"
"2023-07-07 08:00:00",3.58606666666667,"1b"
