"datetime","NO2","qc_flag_NO2"
"2022-09-01 00:00:00",6.8604,"1b"
"2022-09-01 01:00:00",5.03216949152542,"1b"
"2022-09-01 02:00:00",6.38698333333333,"1b"
"2022-09-01 03:00:00",8.39236666666667,"1b"
"2022-09-01 04:00:00",9.11446666666667,"1b"
"2022-09-01 05:00:00",11.6967166666667,"1b"
"2022-09-01 06:00:00",14.44635,"1b"
"2022-09-01 07:00:00",14.2340666666667,"1b"
"2022-09-01 08:00:00",10.4641666666667,"1b"
"2022-09-01 09:00:00",3.63363333333333,"1b"
"2022-09-01 10:00:00",5.06141666666667,"1b"
"2022-09-01 11:00:00",3.34415,"1b"
"2022-09-01 12:00:00",7.07525,"1b"
"2022-09-01 13:00:00",3.99046666666667,"1b"
"2022-09-01 14:00:00",2.4453,"1b"
"2022-09-01 15:00:00",3.45953333333333,"1b"
"2022-09-01 16:00:00",4.6808,"1b"
"2022-09-01 17:00:00",5.74218333333333,"1b"
"2022-09-01 18:00:00",7.56346666666667,"1b"
"2022-09-01 19:00:00",5.91815,"1b"
"2022-09-01 20:00:00",6.64955,"1b"
"2022-09-01 21:00:00",11.2835666666667,"1b"
"2022-09-01 22:00:00",13.5935666666667,"1b"
"2022-09-01 23:00:00",11.1127833333333,"1b"
"2022-09-02 00:00:00",10.9282,"1b"
"2022-09-02 01:00:00",8.84927118644068,"1b"
"2022-09-02 02:00:00",8.89756666666667,"1b"
"2022-09-02 03:00:00",10.6056333333333,"1b"
"2022-09-02 04:00:00",12.8216166666667,"1b"
"2022-09-02 05:00:00",15.0303833333333,"1b"
"2022-09-02 06:00:00",15.11325,"1b"
"2022-09-02 07:00:00",17.6373666666667,"1b"
"2022-09-02 08:00:00",15.5670833333333,"1b"
"2022-09-02 09:00:00",9.24015,"1b"
"2022-09-02 10:00:00",9.34448333333333,"1b"
"2022-09-02 11:00:00",10.07525,"1b"
"2022-09-02 12:00:00",8.72405,"1b"
"2022-09-02 13:00:00",11.2960166666667,"1b"
"2022-09-02 14:00:00",13.1294166666667,"1b"
"2022-09-02 15:00:00",14.9921,"1b"
"2022-09-02 16:00:00",19.1182666666667,"1b"
"2022-09-02 17:00:00",25.4542333333333,"1b"
"2022-09-02 18:00:00",25.80715,"1b"
"2022-09-02 19:00:00",29.97165,"1b"
"2022-09-02 20:00:00",29.28215,"1b"
"2022-09-02 21:00:00",37.648,"1b"
"2022-09-02 22:00:00",37.3690333333333,"1b"
"2022-09-02 23:00:00",32.7291833333333,"1b"
"2022-09-03 00:00:00",32.3024,"1b"
"2022-09-03 01:00:00",25.962813559322,"1b"
"2022-09-03 02:00:00",19.7278166666667,"1b"
"2022-09-03 03:00:00",13.5920166666667,"1b"
"2022-09-03 04:00:00",11.8316166666667,"1b"
"2022-09-03 05:00:00",9.33068333333333,"1b"
"2022-09-03 06:00:00",9.14413333333333,"1b"
"2022-09-03 07:00:00",9.34353333333333,"1b"
"2022-09-03 08:00:00",4.54958333333333,"1b"
"2022-09-03 09:00:00",3.54056666666667,"1b"
"2022-09-03 10:00:00",2.96478333333333,"1b"
"2022-09-03 11:00:00",2.77485,"1b"
"2022-09-03 12:00:00",2.40886666666667,"1b"
"2022-09-03 13:00:00",2.42001666666667,"1b"
"2022-09-03 14:00:00",2.3538,"1b"
"2022-09-03 15:00:00",3.45036666666667,"1b"
"2022-09-03 16:00:00",3.8939,"1b"
"2022-09-03 17:00:00",3.78166666666667,"1b"
"2022-09-03 18:00:00",4.89021666666667,"1b"
"2022-09-03 19:00:00",6.00028333333333,"1b"
"2022-09-03 20:00:00",6.21045,"1b"
"2022-09-03 21:00:00",6.20383333333333,"1b"
"2022-09-03 22:00:00",5.11308333333333,"1b"
"2022-09-03 23:00:00",3.51783333333333,"1b"
"2022-09-04 00:00:00",3.7618,"1b"
"2022-09-04 01:00:00",4.03781355932203,"1b"
"2022-09-04 02:00:00",3.83961666666667,"1b"
"2022-09-04 03:00:00",3.05721666666667,"1b"
"2022-09-04 04:00:00",2.7397,"1b"
"2022-09-04 05:00:00",2.68746666666667,"1b"
"2022-09-04 06:00:00",3.27198333333333,"1b"
"2022-09-04 07:00:00",3.58533333333333,"1b"
"2022-09-04 08:00:00",4.0464,"1b"
"2022-09-04 09:00:00",4.3837,"1b"
"2022-09-04 10:00:00",3.31206666666667,"1b"
"2022-09-04 11:00:00",3.03996666666667,"1b"
"2022-09-04 12:00:00",2.9428,"1b"
"2022-09-04 13:00:00",2.36606666666667,"1b"
"2022-09-04 14:00:00",8.2185,"1b"
"2022-09-04 15:00:00",3.69215,"1b"
"2022-09-04 16:00:00",3.39405,"1b"
"2022-09-04 17:00:00",3.75446666666667,"1b"
"2022-09-04 18:00:00",3.89846666666667,"1b"
"2022-09-04 19:00:00",3.59491666666667,"1b"
"2022-09-04 20:00:00",5.02203333333333,"1b"
"2022-09-04 21:00:00",4.35036666666667,"1b"
"2022-09-04 22:00:00",3.84573333333333,"1b"
"2022-09-04 23:00:00",4.14723333333333,"1b"
"2022-09-05 00:00:00",7.335,"1b"
"2022-09-05 01:00:00",4.23476271186441,"1b"
"2022-09-05 02:00:00",4.27105,"1b"
"2022-09-05 03:00:00",4.32018333333333,"1b"
"2022-09-05 04:00:00",6.11516666666667,"1b"
"2022-09-05 05:00:00",7.96625,"1b"
"2022-09-05 06:00:00",13.1287,"1b"
"2022-09-05 07:00:00",9.45426666666667,"1b"
"2022-09-05 08:00:00",5.9511,"1b"
"2022-09-05 09:00:00",3.64198333333333,"1b"
"2022-09-05 10:00:00",3.1407,"1b"
"2022-09-05 11:00:00",2.48153333333333,"1b"
"2022-09-05 12:00:00",2.70665,"1b"
"2022-09-05 13:00:00",3.83996666666667,"1b"
"2022-09-05 14:00:00",6.38703333333333,"1b"
"2022-09-05 15:00:00",7.69875,"1b"
"2022-09-05 16:00:00",5.99256666666667,"1b"
"2022-09-05 17:00:00",7.04235,"1b"
"2022-09-05 18:00:00",10.4855833333333,"1b"
"2022-09-05 19:00:00",9.4537,"1b"
"2022-09-05 20:00:00",5.3847,"1b"
"2022-09-05 21:00:00",5.32326666666667,"1b"
"2022-09-05 22:00:00",9.20635,"1b"
"2022-09-05 23:00:00",2.98133333333333,"1b"
"2022-09-06 00:00:00",3.1,"1b"
"2022-09-06 01:00:00",3.05442372881356,"1b"
"2022-09-06 02:00:00",3.15071666666667,"1b"
"2022-09-06 03:00:00",3.69895,"1b"
"2022-09-06 04:00:00",4.78546666666667,"1b"
"2022-09-06 05:00:00",5.87433333333333,"1b"
"2022-09-06 06:00:00",7.64776666666667,"1b"
"2022-09-06 07:00:00",11.8419166666667,"1b"
"2022-09-06 08:00:00",9.8849,"1b"
"2022-09-06 09:00:00",5.88731666666667,"1b"
"2022-09-06 10:00:00",3.99821666666667,"1b"
"2022-09-06 11:00:00",4.54393333333333,"1b"
"2022-09-06 12:00:00",3.85625,"1b"
"2022-09-06 13:00:00",3.51051666666667,"1b"
"2022-09-06 14:00:00",2.7285,"1b"
"2022-09-06 15:00:00",3.97886666666667,"1b"
"2022-09-06 16:00:00",3.87178333333333,"1b"
"2022-09-06 17:00:00",4.09456666666667,"1b"
"2022-09-06 18:00:00",4.81886666666667,"1b"
"2022-09-06 19:00:00",4.19973333333333,"1b"
"2022-09-06 20:00:00",4.16483333333333,"1b"
"2022-09-06 21:00:00",3.98093333333333,"1b"
"2022-09-06 22:00:00",3.4592,"1b"
"2022-09-06 23:00:00",2.70218333333333,"1b"
"2022-09-07 00:00:00",2.3586,"1b"
"2022-09-07 01:00:00",3.06908474576271,"1b"
"2022-09-07 02:00:00",3.02305084745763,"1b"
"2022-09-07 03:00:00",2.42975,"1b"
"2022-09-07 04:00:00",2.77971666666667,"1b"
"2022-09-07 05:00:00",4.86128333333333,"1b"
"2022-09-07 06:00:00",6.14621666666667,"1b"
"2022-09-07 07:00:00",7.02933333333333,"1b"
"2022-09-07 08:00:00",5.50086666666667,"1b"
"2022-09-07 09:00:00",3.70455,"1b"
"2022-09-07 10:00:00",3.79021666666667,"1b"
"2022-09-07 11:00:00",4.17175,"1b"
"2022-09-07 12:00:00",4.79985,"1b"
"2022-09-07 13:00:00",8.86943333333333,"1b"
"2022-09-07 14:00:00",9.62598333333333,"1b"
"2022-09-07 15:00:00",8.44428333333333,"1b"
"2022-09-07 16:00:00",7.88993333333333,"1b"
"2022-09-07 17:00:00",9.71223333333333,"1b"
"2022-09-07 18:00:00",14.2179833333333,"1b"
"2022-09-07 19:00:00",10.3873666666667,"1b"
"2022-09-07 20:00:00",7.43006666666667,"1b"
"2022-09-07 21:00:00",5.32985,"1b"
"2022-09-07 22:00:00",3.73728333333333,"1b"
"2022-09-07 23:00:00",2.77686666666667,"1b"
"2022-09-08 00:00:00",3.1572,"1b"
"2022-09-08 01:00:00",2.82033898305085,"1b"
"2022-09-08 02:00:00",3.05566666666667,"1b"
"2022-09-08 03:00:00",3.82561666666667,"1b"
"2022-09-08 04:00:00",4.69971666666667,"1b"
"2022-09-08 05:00:00",5.92286666666667,"1b"
"2022-09-08 06:00:00",7.62215,"1b"
"2022-09-08 07:00:00",9.1556,"1b"
"2022-09-08 08:00:00",7.61116666666667,"1b"
"2022-09-08 09:00:00",5.35895,"1b"
