"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2023-03-01 00:00:00",NA,0,740,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 01:00:00",315,0,441,7,0,"1b","1b","1b","1b","1b"
"2023-03-01 02:00:00",NA,0,206,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 03:00:00",NA,0,190,8,1,"5b","1b","1b","1b","1b"
"2023-03-01 04:00:00",NA,0,274,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 05:00:00",NA,0,298.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 06:00:00",NA,0,264.5,8,1,"5b","1b","1b","1b","1b"
"2023-03-01 07:00:00",NA,0,274.5,8,4,"5b","1b","1b","1b","1b"
"2023-03-01 08:00:00",NA,0,287.5,8,4,"5b","1b","1b","1b","1b"
"2023-03-01 09:00:00",NA,0,323,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 10:00:00",NA,0,379.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 11:00:00",NA,0,466,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 12:00:00",NA,0,584,7,1,"5b","1b","1b","1b","1b"
"2023-03-01 13:00:00",NA,0,655.5,8,1,"5b","1b","1b","1b","1b"
"2023-03-01 14:00:00",NA,0,543,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 15:00:00",480,0,1035.5,8,0,"1b","1b","1b","1b","1b"
"2023-03-01 16:00:00",NA,0,628.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 17:00:00",NA,0,733.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 18:00:00",495,0,1044,8,0,"1b","1b","1b","1b","1b"
"2023-03-01 19:00:00",NA,0,511.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 20:00:00",NA,0,483,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 21:00:00",NA,0,431.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 22:00:00",NA,0,340.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-01 23:00:00",285,0,886,8,0,"1b","1b","1b","1b","1b"
"2023-03-02 00:00:00",285,0,741,8,0,"1b","1b","1b","1b","1b"
"2023-03-02 01:00:00",255,0,677,8,0,"1b","1b","1b","1b","1b"
"2023-03-02 02:00:00",240,0,722,8,0,"1b","1b","1b","1b","1b"
"2023-03-02 03:00:00",NA,0,694,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 04:00:00",NA,0,518.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 05:00:00",420,0,711,8,0,"1b","1b","1b","1b","1b"
"2023-03-02 06:00:00",NA,0,696.5,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 07:00:00",NA,0,664,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 08:00:00",NA,0,648,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 09:00:00",NA,0,634,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 10:00:00",NA,0,694,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 11:00:00",NA,0,740,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 12:00:00",NA,0,795,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 13:00:00",NA,0,843.5,7,0,"5b","1b","1b","1b","1b"
"2023-03-02 14:00:00",NA,0,888,7,0,"5b","1b","1b","1b","1b"
"2023-03-02 15:00:00",NA,0,871,7,0,"5b","1b","1b","1b","1b"
"2023-03-02 16:00:00",NA,0,828,7,0,"5b","1b","1b","1b","1b"
"2023-03-02 17:00:00",NA,0,797.5,7,0,"5b","1b","1b","1b","1b"
"2023-03-02 18:00:00",NA,0,753,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 19:00:00",NA,0,739,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 20:00:00",NA,0,692,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 21:00:00",NA,0,647,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 22:00:00",NA,0,559,8,0,"5b","1b","1b","1b","1b"
"2023-03-02 23:00:00",NA,0,522,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 00:00:00",NA,0,488,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 01:00:00",NA,0,501,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 02:00:00",NA,0,478,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 03:00:00",NA,0,430,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 04:00:00",NA,0,469,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 05:00:00",NA,0,480,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 06:00:00",NA,0,485,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 07:00:00",NA,0,497,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 08:00:00",NA,0,513,8,0,"5b","1b","1b","1b","1b"
"2023-03-03 09:00:00",NA,0,526,8,0,"5b","1b","1b","1b","1b"
