"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-11-01 00:00:00",NA,0,348.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 01:00:00",NA,0,229.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 02:00:00",NA,0,231,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 03:00:00",NA,0,268,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 04:00:00",NA,0,267,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 05:00:00",NA,0,301,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 06:00:00",NA,0,332,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 07:00:00",NA,0,368,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 08:00:00",NA,0,411,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 09:00:00",NA,0,435,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 10:00:00",NA,0,415,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 11:00:00",NA,0,458,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 12:00:00",NA,0,444,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 13:00:00",NA,0,437,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 14:00:00",NA,0,431,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 15:00:00",NA,0,486,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 16:00:00",NA,0,448,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 17:00:00",NA,0,470,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 18:00:00",NA,0,461,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 19:00:00",NA,0,507,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 20:00:00",NA,0,481,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 21:00:00",NA,0,510,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 22:00:00",NA,0,512,8,0,"5b","1b","1b","1b","1b"
"2024-11-01 23:00:00",NA,0,521,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 00:00:00",NA,0,498,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 01:00:00",NA,0,480,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 02:00:00",NA,0,504,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 03:00:00",NA,0,501,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 04:00:00",215,0,529,8,0,"1b","1b","1b","1b","1b"
"2024-11-02 05:00:00",NA,0,491,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 06:00:00",NA,0,425.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 07:00:00",NA,0,284.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 08:00:00",NA,0,226.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 09:00:00",NA,0,206.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 10:00:00",NA,0,448.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 11:00:00",NA,0,521,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 12:00:00",NA,0,516,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 13:00:00",NA,0,493.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 14:00:00",NA,0,509.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 15:00:00",NA,0,503,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 16:00:00",NA,0,468,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 17:00:00",NA,0,451,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 18:00:00",NA,0,468.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 19:00:00",NA,0,508,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 20:00:00",NA,0,211.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-02 21:00:00",NA,0,137.5,8,1,"5b","1b","1b","1b","1b"
"2024-11-02 22:00:00",NA,0,156.5,8,1,"5b","1b","1b","1b","1b"
"2024-11-02 23:00:00",NA,0,193.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 00:00:00",NA,0,305,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 01:00:00",NA,0,258,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 02:00:00",NA,0,333.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 03:00:00",NA,0,345,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 04:00:00",NA,0,421.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 05:00:00",NA,0,412,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 06:00:00",NA,0,432,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 07:00:00",245,0,467,8,0,"1b","1b","1b","1b","1b"
"2024-11-03 08:00:00",NA,0,365,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 09:00:00",NA,0,275,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 10:00:00",NA,0,265,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 11:00:00",NA,0,279,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 12:00:00",NA,0,341,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 13:00:00",NA,0,430,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 14:00:00",NA,0,436,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 15:00:00",NA,0,428,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 16:00:00",NA,0,460,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 17:00:00",NA,0,491,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 18:00:00",NA,0,494.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 19:00:00",NA,0,498,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 20:00:00",NA,0,505,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 21:00:00",NA,0,495,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 22:00:00",NA,0,475.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-03 23:00:00",NA,0,484,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 00:00:00",200,0,517.5,8,0,"1b","1b","1b","1b","1b"
"2024-11-04 01:00:00",NA,0,515,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 02:00:00",NA,0,527.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 03:00:00",NA,0,532,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 04:00:00",245,0,557,8,0,"1b","1b","1b","1b","1b"
"2024-11-04 05:00:00",215,1,555,8,0,"1b","1b","1b","1b","1b"
"2024-11-04 06:00:00",200,0,544,8,0,"1b","1b","1b","1b","1b"
"2024-11-04 07:00:00",200,0,541,8,0,"1b","1b","1b","1b","1b"
"2024-11-04 08:00:00",NA,0,540.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 09:00:00",NA,0,517,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 10:00:00",NA,0,477,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 11:00:00",NA,0,469,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 12:00:00",NA,0,460,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 13:00:00",NA,0,448,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 14:00:00",NA,0,461.5,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 15:00:00",NA,0,467,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 16:00:00",NA,0,446,8,0,"5b","1b","1b","1b","1b"
"2024-11-04 17:00:00",NA,0,416,8,0,"5b","1b","1b","1b","1b"
