"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-03-01 00:00:00",589,2,NA,2,0,"1b","1b","5b","1b","1b"
"2024-03-01 01:00:00",500,2,345.5,1,0,"1b","1b","1b","1b","1b"
"2024-03-01 02:00:00",470,2,342.5,1,0,"1b","1b","1b","1b","1b"
"2024-03-01 03:00:00",544,2,4923,1,0,"1b","1b","1b","1b","1b"
"2024-03-01 04:00:00",380,2,4136,6,0,"1b","1b","1b","1b","1b"
"2024-03-01 05:00:00",604,2,2539,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 06:00:00",634,0,413,8,1,"1b","1b","1b","1b","1b"
"2024-03-01 07:00:00",NA,0,320,8,1,"5b","1b","1b","1b","1b"
"2024-03-01 08:00:00",NA,0,336.5,8,1,"5b","1b","1b","1b","1b"
"2024-03-01 09:00:00",NA,0,237.5,8,4,"5b","1b","1b","1b","1b"
"2024-03-01 10:00:00",NA,0,382,8,0,"5b","1b","1b","1b","1b"
"2024-03-01 11:00:00",NA,0,536.5,8,0,"5b","1b","1b","1b","1b"
"2024-03-01 12:00:00",NA,0,825,7,0,"5b","1b","1b","1b","1b"
"2024-03-01 13:00:00",1009,0,3387,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 14:00:00",245,0,773,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 15:00:00",919,0,718.5,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 16:00:00",372.5,0,939,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 17:00:00",485,0,881,8,0,"1b","1b","1b","1b","1b"
"2024-03-01 18:00:00",634,0,1033,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 19:00:00",634,1,1352,7,0,"1b","1b","1b","1b","1b"
"2024-03-01 20:00:00",544,0,580,8,0,"1b","1b","1b","1b","1b"
"2024-03-01 21:00:00",NA,0,347,8,0,"5b","1b","1b","1b","1b"
"2024-03-01 22:00:00",NA,0,436.5,8,0,"5b","1b","1b","1b","1b"
"2024-03-01 23:00:00",252.5,0,362.5,8,0,"1b","1b","1b","1b","1b"
"2024-03-02 00:00:00",NA,0,294,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 01:00:00",NA,0,236,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 02:00:00",NA,0,206.5,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 03:00:00",NA,0,197.5,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 04:00:00",NA,0,173,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 05:00:00",NA,0,184,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 06:00:00",NA,0,156,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 07:00:00",NA,0,160.5,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 08:00:00",NA,0,140,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 09:00:00",NA,0,268,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 10:00:00",NA,0,340,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 11:00:00",NA,0,218,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 12:00:00",NA,0,322,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 13:00:00",NA,0,430,8,1,"5b","1b","1b","1b","1b"
"2024-03-02 14:00:00",NA,0,470.5,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 15:00:00",NA,0,209,8,4,"5b","1b","1b","1b","1b"
"2024-03-02 16:00:00",NA,0,195,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 17:00:00",NA,0,236,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 18:00:00",NA,0,171,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 19:00:00",NA,0,195,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 20:00:00",NA,0,226,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 21:00:00",365,0,748,8,0,"1b","1b","1b","1b","1b"
"2024-03-02 22:00:00",NA,0,654.5,8,0,"5b","1b","1b","1b","1b"
"2024-03-02 23:00:00",679,1,629,1,0,"1b","1b","1b","1b","1b"
"2024-03-03 00:00:00",604,0,126,3,0,"1b","1b","1b","1b","1b"
"2024-03-03 01:00:00",544,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 02:00:00",994,3,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 03:00:00",395,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 04:00:00",455,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 05:00:00",769,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 06:00:00",814,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 07:00:00",574,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 08:00:00",769,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 09:00:00",559,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-03-03 10:00:00",410,0,400,4,0,"1b","1b","1b","1b","1b"
"2024-03-03 11:00:00",574,0,558,5,0,"1b","1b","1b","1b","1b"
"2024-03-03 12:00:00",574,1,888.5,2,0,"1b","1b","1b","1b","1b"
