"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2023-02-01 00:00:00",959,3,5501.5,2,0,"1b","1b","1b","1b","1b"
"2023-02-01 01:00:00",1049,2,7732,2,0,"1b","1b","1b","1b","1b"
"2023-02-01 02:00:00",839,2,7661.5,4,0,"1b","1b","1b","1b","1b"
"2023-02-01 03:00:00",854,2,NA,3,0,"1b","1b","5b","1b","1b"
"2023-02-01 04:00:00",764,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-02-01 05:00:00",704,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-02-01 06:00:00",539,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-02-01 07:00:00",644,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-02-01 08:00:00",749,2,1204,0,0,"1b","1b","1b","1b","1b"
"2023-02-01 09:00:00",809,2,807,1,0,"1b","1b","1b","1b","1b"
"2023-02-01 10:00:00",NA,0,796,7,0,"5b","1b","1b","1b","1b"
"2023-02-01 11:00:00",NA,0,810,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 12:00:00",NA,0,842,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 13:00:00",NA,0,888.5,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 14:00:00",NA,0,922,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 15:00:00",NA,0,945,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 16:00:00",NA,0,981,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 17:00:00",884,1,1342,8,0,"1b","1b","1b","1b","1b"
"2023-02-01 18:00:00",779,2,1214,8,0,"1b","1b","1b","1b","1b"
"2023-02-01 19:00:00",734,2,1245.5,8,0,"1b","1b","1b","1b","1b"
"2023-02-01 20:00:00",779,2,1207.5,8,0,"1b","1b","1b","1b","1b"
"2023-02-01 21:00:00",NA,0,1000.5,8,0,"5b","1b","1b","1b","1b"
"2023-02-01 22:00:00",569,0,1137.5,8,0,"1b","1b","1b","1b","1b"
"2023-02-01 23:00:00",NA,0,1170,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 00:00:00",539,3,1140,8,0,"1b","1b","1b","1b","1b"
"2023-02-02 01:00:00",539,2,1051,8,0,"1b","1b","1b","1b","1b"
"2023-02-02 02:00:00",465,2,949,6,0,"1b","1b","1b","1b","1b"
"2023-02-02 03:00:00",465,2,1042,6,0,"1b","1b","1b","1b","1b"
"2023-02-02 04:00:00",509,0,607,4,0,"1b","1b","1b","1b","1b"
"2023-02-02 05:00:00",NA,0,613.5,7,0,"5b","1b","1b","1b","1b"
"2023-02-02 06:00:00",659,2,1682,6,0,"1b","1b","1b","1b","1b"
"2023-02-02 07:00:00",764,2,1670,8,0,"1b","1b","1b","1b","1b"
"2023-02-02 08:00:00",554,0,6089,6,0,"1b","1b","1b","1b","1b"
"2023-02-02 09:00:00",539,0,484,4.5,0,"1b","1b","1b","1b","1b"
"2023-02-02 10:00:00",NA,0,569.5,7,0,"5b","1b","1b","1b","1b"
"2023-02-02 11:00:00",NA,0,556.5,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 12:00:00",NA,0,904,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 13:00:00",NA,0,857,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 14:00:00",NA,0,860.5,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 15:00:00",NA,0,902,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 16:00:00",NA,0,899,8,0,"5b","1b","1b","1b","1b"
"2023-02-02 17:00:00",NA,0,857.5,8,0,"5b","1b","1b","1b","1b"
