"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2023-01-01 00:00:00",644,0,1099.5,7,0,"1b","1b","1b","1b","1b"
"2023-01-01 01:00:00",NA,0,1008,7,0,"5b","1b","1b","1b","1b"
"2023-01-01 02:00:00",502,0,1050,5,0,"1b","1b","1b","1b","1b"
"2023-01-01 03:00:00",614,3,1352,1,0,"1b","1b","1b","1b","1b"
"2023-01-01 04:00:00",465,0,1208,6,0,"1b","1b","1b","1b","1b"
"2023-01-01 05:00:00",629,2,4620,1,0,"1b","1b","1b","1b","1b"
"2023-01-01 06:00:00",764,0,912.5,6,0,"1b","1b","1b","1b","1b"
"2023-01-01 07:00:00",599,2,1372.5,4,0,"1b","1b","1b","1b","1b"
"2023-01-01 08:00:00",674,2,1529.5,1,0,"1b","1b","1b","1b","1b"
"2023-01-01 09:00:00",719,2,1371,1,0,"1b","1b","1b","1b","1b"
"2023-01-01 10:00:00",779,2,851,1,0,"1b","1b","1b","1b","1b"
"2023-01-01 11:00:00",779,2,5190,4,0,"1b","1b","1b","1b","1b"
"2023-01-01 12:00:00",719,0,4240.5,7,0,"1b","1b","1b","1b","1b"
"2023-01-01 13:00:00",749,2,3938.5,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 14:00:00",734,2,3874,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 15:00:00",809,0,1510.5,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 16:00:00",659,2,2886,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 17:00:00",300,2,2016,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 18:00:00",944,0,1694,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 19:00:00",465,2,1450,-2,0,"1b","1b","1b","1b","1b"
"2023-01-01 20:00:00",644,2,1697,6,0,"1b","1b","1b","1b","1b"
"2023-01-01 21:00:00",809,0,1042,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 22:00:00",644,0,2317,8,0,"1b","1b","1b","1b","1b"
"2023-01-01 23:00:00",554,2,4505,8,0,"1b","1b","1b","1b","1b"
"2023-01-02 00:00:00",480,2,4343,8,0,"1b","1b","1b","1b","1b"
"2023-01-02 01:00:00",390,2,1039,8,0,"1b","1b","1b","1b","1b"
"2023-01-02 02:00:00",300,0,810.5,8,0,"1b","1b","1b","1b","1b"
"2023-01-02 03:00:00",240,2,619.5,7,0,"1b","1b","1b","1b","1b"
"2023-01-02 04:00:00",330,2,504,3,0,"1b","1b","1b","1b","1b"
"2023-01-02 05:00:00",435,0,838,4,0,"1b","1b","1b","1b","1b"
"2023-01-02 06:00:00",NA,0,721,7,0,"5b","1b","1b","1b","1b"
"2023-01-02 07:00:00",375,2,5996,2,0,"1b","1b","1b","1b","1b"
"2023-01-02 08:00:00",704,2,5622.5,5,0,"1b","1b","1b","1b","1b"
"2023-01-02 09:00:00",629,2,5723.5,7,0,"1b","1b","1b","1b","1b"
"2023-01-02 10:00:00",539,2,949,7,0,"1b","1b","1b","1b","1b"
"2023-01-02 11:00:00",674,2,1128,8,0,"1b","1b","1b","1b","1b"
"2023-01-02 12:00:00",614,2,1224,7,0,"1b","1b","1b","1b","1b"
"2023-01-02 13:00:00",465,2,1313,5,0,"1b","1b","1b","1b","1b"
"2023-01-02 14:00:00",839,0,899,6,0,"1b","1b","1b","1b","1b"
"2023-01-02 15:00:00",839,2,1281.5,1,0,"1b","1b","1b","1b","1b"
"2023-01-02 16:00:00",809,3,NA,1,0,"1b","1b","5b","1b","1b"
"2023-01-02 17:00:00",584,3,NA,0,0,"1b","1b","5b","1b","1b"
"2023-01-02 18:00:00",629,3,7555.5,1,0,"1b","1b","1b","1b","1b"
