"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2026-05-01 00:00:00",544,2,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 01:00:00",1144,2,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 02:00:00",1204,2,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 03:00:00",440,2,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 04:00:00",1578,4,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 05:00:00",470,3,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 06:00:00",589,2,NA,0,0,"1b","1b","5b","1b","1b"
"2026-05-01 07:00:00",485,2,3448.5,1,0,"1b","1b","1b","1b","1b"
"2026-05-01 08:00:00",529,2,NA,1,0,"1b","1b","5b","1b","1b"
"2026-05-01 09:00:00",529,2,NA,1,0,"1b","1b","5b","1b","1b"
"2026-05-01 10:00:00",589,3,3893.5,4,0,"1b","1b","1b","1b","1b"
"2026-05-01 11:00:00",829,3,4067,3,0,"1b","1b","1b","1b","1b"
"2026-05-01 12:00:00",994,4,2372.5,2,0,"1b","1b","1b","1b","1b"
"2026-05-01 13:00:00",1009,0,2323,6,0,"1b","1b","1b","1b","1b"
"2026-05-01 14:00:00",829,4,2344,7,0,"1b","1b","1b","1b","1b"
"2026-05-01 15:00:00",1533,0,1473,7,0,"1b","1b","1b","1b","1b"
"2026-05-01 16:00:00",829,3,1920,7,0,"1b","1b","1b","1b","1b"
"2026-05-01 17:00:00",380,2,1597.5,8,0,"1b","1b","1b","1b","1b"
"2026-05-01 18:00:00",425,2,1798,8,0,"1b","1b","1b","1b","1b"
"2026-05-01 19:00:00",440,1,1458,6,0,"1b","1b","1b","1b","1b"
"2026-05-01 20:00:00",425,1,839.5,8,0,"1b","1b","1b","1b","1b"
"2026-05-01 21:00:00",500,0,1143,8,0,"1b","1b","1b","1b","1b"
"2026-05-01 22:00:00",447.5,0,490,8,0,"1b","1b","1b","1b","1b"
