"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2025-03-01 00:00:00",440,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 01:00:00",485,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 02:00:00",589,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 03:00:00",679,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 04:00:00",694,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 05:00:00",694,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 06:00:00",709,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 07:00:00",544,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 08:00:00",649,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 09:00:00",634,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 10:00:00",694,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-01 11:00:00",425,2,9820,0,0,"1b","1b","1b","1b","1b"
"2025-03-01 12:00:00",949,2,9341,1,0,"1b","1b","1b","1b","1b"
"2025-03-01 13:00:00",1189,0,1241,3,0,"1b","1b","1b","1b","1b"
"2025-03-01 14:00:00",1204,0,1246,3,0,"1b","1b","1b","1b","1b"
"2025-03-01 15:00:00",1309,3,9460.5,1,0,"1b","1b","1b","1b","1b"
"2025-03-01 16:00:00",1429,4,9760,1,0,"1b","1b","1b","1b","1b"
"2025-03-01 17:00:00",1369,3,9790,1,0,"1b","1b","1b","1b","1b"
"2025-03-01 18:00:00",1234,2,9371,3,0,"1b","1b","1b","1b","1b"
"2025-03-01 19:00:00",1174,2,NA,2,0,"1b","1b","5b","1b","1b"
"2025-03-01 20:00:00",664,2,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-01 21:00:00",529,2,7325,2,0,"1b","1b","1b","1b","1b"
"2025-03-01 22:00:00",1159,3,6488,5,0,"1b","1b","1b","1b","1b"
"2025-03-01 23:00:00",470,2,6066,7,0,"1b","1b","1b","1b","1b"
"2025-03-02 00:00:00",440,2,5764.5,8,0,"1b","1b","1b","1b","1b"
"2025-03-02 01:00:00",440,2,5801,6,0,"1b","1b","1b","1b","1b"
"2025-03-02 02:00:00",500,2,NA,2,0,"1b","1b","5b","1b","1b"
"2025-03-02 03:00:00",410,2,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-02 04:00:00",1174,1,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-02 05:00:00",380,1,1231,0,0,"1b","1b","1b","1b","1b"
"2025-03-02 06:00:00",440,1,1216,6,0,"1b","1b","1b","1b","1b"
"2025-03-02 07:00:00",410,1,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-02 08:00:00",619,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 09:00:00",500,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 10:00:00",1114,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 11:00:00",664,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 12:00:00",1024,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 13:00:00",1024,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 14:00:00",994,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 15:00:00",949,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 16:00:00",919,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 17:00:00",904,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 18:00:00",844,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 19:00:00",844,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 20:00:00",604,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 21:00:00",529,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 22:00:00",979,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-02 23:00:00",844,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 00:00:00",814,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 01:00:00",799,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 02:00:00",799,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 03:00:00",589,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 04:00:00",559,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 05:00:00",559,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 06:00:00",514,2,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-03 07:00:00",889,3,1198,0,0,"1b","1b","1b","1b","1b"
"2025-03-03 08:00:00",521.5,0,1189,7,0,"1b","1b","1b","1b","1b"
"2025-03-03 09:00:00",425,0,1174,7,0,"1b","1b","1b","1b","1b"
"2025-03-03 10:00:00",1264,3,1198,1,0,"1b","1b","1b","1b","1b"
"2025-03-03 11:00:00",470,1,9790,1,0,"1b","1b","1b","1b","1b"
"2025-03-03 12:00:00",649,1,9790,1,0,"1b","1b","1b","1b","1b"
"2025-03-03 13:00:00",754,0,1065,1,0,"1b","1b","1b","1b","1b"
"2025-03-03 14:00:00",NA,0,1157,7,0,"5b","1b","1b","1b","1b"
"2025-03-03 15:00:00",NA,0,1124,8,0,"5b","1b","1b","1b","1b"
"2025-03-03 16:00:00",NA,0,1156,6,0,"5b","1b","1b","1b","1b"
"2025-03-03 17:00:00",1234,2,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-03 18:00:00",1249,0,1154,5,0,"1b","1b","1b","1b","1b"
"2025-03-03 19:00:00",1234,0,1130,5,0,"1b","1b","1b","1b","1b"
"2025-03-03 20:00:00",1249,1,1193,1,0,"1b","1b","1b","1b","1b"
"2025-03-03 21:00:00",395,0,1157,8,0,"1b","1b","1b","1b","1b"
"2025-03-03 22:00:00",529,2,1188,8,0,"1b","1b","1b","1b","1b"
"2025-03-03 23:00:00",724,0,1172,8,0,"1b","1b","1b","1b","1b"
"2025-03-04 00:00:00",350,0,1125,8,0,"1b","1b","1b","1b","1b"
"2025-03-04 01:00:00",NA,0,1128,8,0,"5b","1b","1b","1b","1b"
"2025-03-04 02:00:00",1084,0,4822.5,7,0,"1b","1b","1b","1b","1b"
"2025-03-04 03:00:00",904,1,NA,2,0,"1b","1b","5b","1b","1b"
"2025-03-04 04:00:00",814,1,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-04 05:00:00",799,1,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-04 06:00:00",769,1,NA,1,0,"1b","1b","5b","1b","1b"
"2025-03-04 07:00:00",769,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 08:00:00",799,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 09:00:00",829,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 10:00:00",694,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 11:00:00",634,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 12:00:00",559,1,NA,0,0,"1b","1b","5b","1b","1b"
"2025-03-04 13:00:00",634,1,NA,0,0,"1b","1b","5b","1b","1b"
