"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-06-01 00:00:00",380,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 01:00:00",994,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 02:00:00",634,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 03:00:00",784,3,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 04:00:00",410,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 05:00:00",634,2,508,0,0,"1b","1b","1b","1b","1b"
"2024-06-01 06:00:00",559,0,457,7,0,"1b","1b","1b","1b","1b"
"2024-06-01 07:00:00",NA,0,507,8,0,"5b","1b","1b","1b","1b"
"2024-06-01 08:00:00",NA,0,629.5,7,0,"5b","1b","1b","1b","1b"
"2024-06-01 09:00:00",NA,0,821,7,0,"5b","1b","1b","1b","1b"
"2024-06-01 10:00:00",NA,0,984.5,7,0,"5b","1b","1b","1b","1b"
"2024-06-01 11:00:00",NA,0,1019.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-01 12:00:00",NA,0,1173,8,0,"5b","1b","1b","1b","1b"
"2024-06-01 13:00:00",NA,0,1130.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-01 14:00:00",784,0,1246,8,0,"1b","1b","1b","1b","1b"
"2024-06-01 15:00:00",500,0,1119,7,0,"1b","1b","1b","1b","1b"
"2024-06-01 16:00:00",724,0,1160.5,6,0,"1b","1b","1b","1b","1b"
"2024-06-01 17:00:00",1444,0,1202.5,3,0,"1b","1b","1b","1b","1b"
"2024-06-01 18:00:00",1444,0,1308.5,3,0,"1b","1b","1b","1b","1b"
"2024-06-01 19:00:00",1503,0,1340,5,0,"1b","1b","1b","1b","1b"
"2024-06-01 20:00:00",1024,3,NA,1,0,"1b","1b","5b","1b","1b"
"2024-06-01 21:00:00",829,2,NA,1,0,"1b","1b","5b","1b","1b"
"2024-06-01 22:00:00",769,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-01 23:00:00",649,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 00:00:00",455,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 01:00:00",395,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 02:00:00",365,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 03:00:00",395,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 04:00:00",754,2,136,0,0,"1b","1b","1b","1b","1b"
"2024-06-02 05:00:00",NA,0,139,8,1,"5b","1b","1b","1b","1b"
"2024-06-02 06:00:00",NA,0,196,7,0,"5b","1b","1b","1b","1b"
"2024-06-02 07:00:00",350,1,300,1,0,"1b","1b","1b","1b","1b"
"2024-06-02 08:00:00",410,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 09:00:00",589,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 10:00:00",724,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 11:00:00",994,4,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 12:00:00",1009,0,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 13:00:00",664,0,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 14:00:00",619,0,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 15:00:00",814,4,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 16:00:00",1099,5,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 17:00:00",1324,5,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 18:00:00",664,2,NA,0,0,"1b","1b","5b","1b","1b"
"2024-06-02 19:00:00",724,1,823,1,0,"1b","1b","1b","1b","1b"
"2024-06-02 20:00:00",544,1,727,1,0,"1b","1b","1b","1b","1b"
"2024-06-02 21:00:00",529,0,725,6,0,"1b","1b","1b","1b","1b"
"2024-06-02 22:00:00",634,1,5941,2,0,"1b","1b","1b","1b","1b"
"2024-06-02 23:00:00",395,0,586,7,0,"1b","1b","1b","1b","1b"
"2024-06-03 00:00:00",589,1,5130,6,0,"1b","1b","1b","1b","1b"
"2024-06-03 01:00:00",425,1,6486.5,7,0,"1b","1b","1b","1b","1b"
"2024-06-03 02:00:00",485,1,6764,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 03:00:00",619,1,6828.5,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 04:00:00",470,2,6828,6,0,"1b","1b","1b","1b","1b"
"2024-06-03 05:00:00",559,1,6426.5,6,0,"1b","1b","1b","1b","1b"
"2024-06-03 06:00:00",NA,0,443,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 07:00:00",NA,0,451,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 08:00:00",500,0,537,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 09:00:00",NA,0,601.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 10:00:00",NA,0,518.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 11:00:00",NA,0,510,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 12:00:00",559,0,751.5,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 13:00:00",NA,0,785,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 14:00:00",544,0,873,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 15:00:00",NA,0,781.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 16:00:00",NA,0,908.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 17:00:00",NA,0,692.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-03 18:00:00",709,0,680,7,0,"1b","1b","1b","1b","1b"
"2024-06-03 19:00:00",754,0,1125,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 20:00:00",619,1,1114,8,0,"1b","1b","1b","1b","1b"
"2024-06-03 21:00:00",671.5,1,1063.5,7,0,"1b","1b","1b","1b","1b"
"2024-06-03 22:00:00",694,2,1020,3,0,"1b","1b","1b","1b","1b"
"2024-06-03 23:00:00",NA,0,602,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 00:00:00",NA,0,610,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 01:00:00",574,0,836,8,0,"1b","1b","1b","1b","1b"
"2024-06-04 02:00:00",NA,0,479,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 03:00:00",NA,0,559,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 04:00:00",NA,0,530,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 05:00:00",NA,0,351.5,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 06:00:00",NA,0,485,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 07:00:00",514,0,741,8,0,"1b","1b","1b","1b","1b"
"2024-06-04 08:00:00",NA,0,665,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 09:00:00",NA,0,620,8,0,"5b","1b","1b","1b","1b"
"2024-06-04 10:00:00",NA,0,631,8,4,"5b","1b","1b","1b","1b"
"2024-06-04 11:00:00",NA,0,646.5,8,4,"5b","1b","1b","1b","1b"
