"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-02-01 00:00:00",739,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-02-01 01:00:00",649,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-02-01 02:00:00",649,1,NA,0,0,"1b","1b","5b","1b","1b"
"2024-02-01 03:00:00",619,1,9056,1,0,"1b","1b","1b","1b","1b"
"2024-02-01 04:00:00",754,1,8597,1,0,"1b","1b","1b","1b","1b"
"2024-02-01 05:00:00",200,2,8328,2,0,"1b","1b","1b","1b","1b"
"2024-02-01 06:00:00",604,1,8161.5,6,0,"1b","1b","1b","1b","1b"
"2024-02-01 07:00:00",544,1,7843,7,0,"1b","1b","1b","1b","1b"
"2024-02-01 08:00:00",559,1,8112,6,0,"1b","1b","1b","1b","1b"
"2024-02-01 09:00:00",470,2,NA,2,0,"1b","1b","5b","1b","1b"
"2024-02-01 10:00:00",462.5,1,6808,1,0,"1b","1b","1b","1b","1b"
"2024-02-01 11:00:00",619,1,6194,5,0,"1b","1b","1b","1b","1b"
"2024-02-01 12:00:00",724,1,5789,6,0,"1b","1b","1b","1b","1b"
"2024-02-01 13:00:00",694,1,5849,7,0,"1b","1b","1b","1b","1b"
"2024-02-01 14:00:00",754,0,6733,7,0,"1b","1b","1b","1b","1b"
"2024-02-01 15:00:00",589,1,4403,6,0,"1b","1b","1b","1b","1b"
"2024-02-01 16:00:00",709,1,4163,8,0,"1b","1b","1b","1b","1b"
"2024-02-01 17:00:00",739,1,6018,8,0,"1b","1b","1b","1b","1b"
"2024-02-01 18:00:00",634,1,6653.5,8,0,"1b","1b","1b","1b","1b"
"2024-02-01 19:00:00",604,1,7386,6,0,"1b","1b","1b","1b","1b"
"2024-02-01 20:00:00",619,1,NA,2,0,"1b","1b","5b","1b","1b"
"2024-02-01 21:00:00",559,1,8419,2,0,"1b","1b","1b","1b","1b"
"2024-02-01 22:00:00",529,1,511,2,0,"1b","1b","1b","1b","1b"
"2024-02-01 23:00:00",NA,0,398,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 00:00:00",NA,0,331,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 01:00:00",NA,0,268,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 02:00:00",NA,0,215,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 03:00:00",NA,0,202,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 04:00:00",290,0,172,8,0,"1b","1b","1b","1b","1b"
"2024-02-02 05:00:00",260,0,271,6,0,"1b","1b","1b","1b","1b"
"2024-02-02 06:00:00",NA,0,252.5,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 07:00:00",NA,0,207,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 08:00:00",NA,0,194.5,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 09:00:00",NA,0,240,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 10:00:00",NA,0,381.5,8,0,"5b","1b","1b","1b","1b"
"2024-02-02 11:00:00",NA,0,441.5,4,0,"5b","1b","1b","1b","1b"
"2024-02-02 12:00:00",485,0,466,6,0,"1b","1b","1b","1b","1b"
"2024-02-02 13:00:00",NA,0,517,7,0,"5b","1b","1b","1b","1b"
