"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2023-07-01 00:00:00",NA,0,557.5,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 01:00:00",NA,0,574,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 02:00:00",NA,0,512,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 03:00:00",465,0,706,7,0,"1b","1b","1b","1b","1b"
"2023-07-01 04:00:00",NA,0,668.5,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 05:00:00",NA,0,588.5,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 06:00:00",554,0,1175,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 07:00:00",554,3,1278,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 08:00:00",NA,0,785,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 09:00:00",420,0,1038,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 10:00:00",524,0,1196,7,0,"1b","1b","1b","1b","1b"
"2023-07-01 11:00:00",405,0,1139,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 12:00:00",495,0,1354.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 13:00:00",554,0,1344,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 14:00:00",606.5,0,1357,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 15:00:00",NA,0,1488,8,0,"5b","1b","1b","1b","1b"
"2023-07-01 16:00:00",1109,0,1803,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 17:00:00",1139,3,1768,4,0,"1b","1b","1b","1b","1b"
"2023-07-01 18:00:00",1274,0,1718,7,0,"1b","1b","1b","1b","1b"
"2023-07-01 19:00:00",1116.5,2,1945.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-01 20:00:00",854,2,1935,7,0,"1b","1b","1b","1b","1b"
"2023-07-01 21:00:00",734,2,1863,6,0,"1b","1b","1b","1b","1b"
"2023-07-01 22:00:00",779,3,NA,1,0,"1b","1b","5b","1b","1b"
"2023-07-01 23:00:00",944,3,1835.5,0,0,"1b","1b","1b","1b","1b"
"2023-07-02 00:00:00",1094,2,1799,1,0,"1b","1b","1b","1b","1b"
"2023-07-02 01:00:00",854,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-02 02:00:00",816.5,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-02 03:00:00",495,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-02 04:00:00",509,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-02 05:00:00",345,2,1621,0,0,"1b","1b","1b","1b","1b"
"2023-07-02 06:00:00",509,2,1534.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-02 07:00:00",599,0,1334,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 08:00:00",NA,0,1007,8,0,"5b","1b","1b","1b","1b"
"2023-07-02 09:00:00",749,0,1301,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 10:00:00",689,0,1424,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 11:00:00",704,0,1519,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 12:00:00",569,0,1669,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 13:00:00",689,0,1624,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 14:00:00",NA,0,1560,8,0,"5b","1b","1b","1b","1b"
"2023-07-02 15:00:00",794,0,1764,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 16:00:00",869,0,1951,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 17:00:00",1124,0,1969.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 18:00:00",1176.5,3,2059.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 19:00:00",1139,3,2044,8,0,"1b","1b","1b","1b","1b"
"2023-07-02 20:00:00",914,2,2223.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-02 21:00:00",734,2,2334,6,0,"1b","1b","1b","1b","1b"
"2023-07-02 22:00:00",899,2,2141,7,0,"1b","1b","1b","1b","1b"
"2023-07-02 23:00:00",495,0,1863,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 00:00:00",465,2,2099,6,0,"1b","1b","1b","1b","1b"
"2023-07-03 01:00:00",480,2,1771,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 02:00:00",839,2,1997,7,0,"1b","1b","1b","1b","1b"
"2023-07-03 03:00:00",621.5,2,1954,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 04:00:00",539,2,1919,7,0,"1b","1b","1b","1b","1b"
"2023-07-03 05:00:00",644,2,1819,7,0,"1b","1b","1b","1b","1b"
"2023-07-03 06:00:00",824,3,1768,4,0,"1b","1b","1b","1b","1b"
"2023-07-03 07:00:00",NA,0,1442.5,7,0,"5b","1b","1b","1b","1b"
"2023-07-03 08:00:00",779,0,1623.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 09:00:00",NA,0,945,8,0,"5b","1b","1b","1b","1b"
"2023-07-03 10:00:00",674,0,915,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 11:00:00",NA,0,903.5,7,0,"5b","1b","1b","1b","1b"
"2023-07-03 12:00:00",584,0,1174,7,0,"1b","1b","1b","1b","1b"
"2023-07-03 13:00:00",554,0,2866,8,0,"1b","1b","1b","1b","1b"
"2023-07-03 14:00:00",629,0,1917,6,0,"1b","1b","1b","1b","1b"
"2023-07-03 15:00:00",599,0,1509,7,0,"1b","1b","1b","1b","1b"
"2023-07-03 16:00:00",809,0,1983,6,0,"1b","1b","1b","1b","1b"
"2023-07-03 17:00:00",1064,0,1657,3,0,"1b","1b","1b","1b","1b"
"2023-07-03 18:00:00",1214,0,1285.5,3,0,"1b","1b","1b","1b","1b"
"2023-07-03 19:00:00",869,3,3182.5,1,0,"1b","1b","1b","1b","1b"
"2023-07-03 20:00:00",749,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-07-03 21:00:00",719,2,5762,2,0,"1b","1b","1b","1b","1b"
"2023-07-03 22:00:00",734,2,5415,5,0,"1b","1b","1b","1b","1b"
"2023-07-03 23:00:00",584,2,2425.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 00:00:00",405,2,2642,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 01:00:00",659,2,4052.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 02:00:00",599,3,4169,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 03:00:00",330,0,1550,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 04:00:00",584,2,4273.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 05:00:00",674,2,4238.5,5,0,"1b","1b","1b","1b","1b"
"2023-07-04 06:00:00",689,0,3217,6,0,"1b","1b","1b","1b","1b"
"2023-07-04 07:00:00",516.5,0,2706,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 08:00:00",674,3,2819.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 09:00:00",509,3,3302,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 10:00:00",704,3,3263.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 11:00:00",NA,0,2694,7,0,"5b","1b","1b","1b","1b"
"2023-07-04 12:00:00",614,0,613.5,5,0,"1b","1b","1b","1b","1b"
"2023-07-04 13:00:00",554,2,2825,4,0,"1b","1b","1b","1b","1b"
"2023-07-04 14:00:00",509,0,3422,6,0,"1b","1b","1b","1b","1b"
"2023-07-04 15:00:00",480,0,4246,4,0,"1b","1b","1b","1b","1b"
"2023-07-04 16:00:00",539,0,1951,7,0,"1b","1b","1b","1b","1b"
"2023-07-04 17:00:00",524,3,1994,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 18:00:00",629,0,505.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 19:00:00",794,0,1848,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 20:00:00",779,3,2633,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 21:00:00",704,2.5,2680,8,0,"1b","1b","1b","1b","1b"
"2023-07-04 22:00:00",1528,3,3756,6,0,"1b","1b","1b","1b","1b"
"2023-07-04 23:00:00",869,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-07-05 00:00:00",749,2,NA,1,0,"1b","1b","5b","1b","1b"
"2023-07-05 01:00:00",674,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-05 02:00:00",307.5,2,NA,0,0,"1b","1b","5b","1b","1b"
"2023-07-05 03:00:00",779,3,2666.5,0,0,"1b","1b","1b","1b","1b"
"2023-07-05 04:00:00",666.5,3,2753,3,0,"1b","1b","1b","1b","1b"
"2023-07-05 05:00:00",360,2,1011,7,0,"1b","1b","1b","1b","1b"
"2023-07-05 06:00:00",644,0,890,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 07:00:00",450,0,2002.5,7,0,"1b","1b","1b","1b","1b"
"2023-07-05 08:00:00",569,0,784,6,0,"1b","1b","1b","1b","1b"
"2023-07-05 09:00:00",397.5,0,998,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 10:00:00",614,0,1442,7,0,"1b","1b","1b","1b","1b"
"2023-07-05 11:00:00",509,0,2033,7,0,"1b","1b","1b","1b","1b"
"2023-07-05 12:00:00",539,0,2072,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 13:00:00",480,0,2220.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 14:00:00",569,0,2190.5,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 15:00:00",794,0,2372,8,0,"1b","1b","1b","1b","1b"
"2023-07-05 16:00:00",779,0,2358,5,0,"1b","1b","1b","1b","1b"
"2023-07-05 17:00:00",704,4,2312,6,0,"1b","1b","1b","1b","1b"
"2023-07-05 18:00:00",599,0,2311,7,0,"1b","1b","1b","1b","1b"
"2023-07-05 19:00:00",1424,0,2265,8,0,"1b","1b","1b","1b","1b"
