"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-10-01 00:00:00",NA,0,174,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 01:00:00",NA,0,161.5,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 02:00:00",NA,0,157,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 03:00:00",NA,0,474.5,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 04:00:00",634,0,883,8,0,"1b","1b","1b","1b","1b"
"2024-10-01 05:00:00",514,0,1172,8,1,"1b","1b","1b","1b","1b"
"2024-10-01 06:00:00",NA,0,1256,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 07:00:00",NA,0,845.5,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 08:00:00",NA,0,217.5,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 09:00:00",NA,0,204,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 10:00:00",NA,0,227.5,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 11:00:00",NA,0,300,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 12:00:00",NA,0,348,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 13:00:00",NA,0,374,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 14:00:00",NA,0,428,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 15:00:00",NA,0,332,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 16:00:00",NA,0,442,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 17:00:00",NA,0,274.5,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 18:00:00",NA,0,406,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 19:00:00",NA,0,408,8,1,"5b","1b","1b","1b","1b"
"2024-10-01 20:00:00",NA,0,461.5,8,4,"5b","1b","1b","1b","1b"
"2024-10-01 21:00:00",NA,0,431,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 22:00:00",NA,0,399,8,0,"5b","1b","1b","1b","1b"
"2024-10-01 23:00:00",NA,0,326.5,8,0,"5b","1b","1b","1b","1b"
