"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2023-08-01 00:00:00",629,2,5918,4,0,"1b","1b","1b","1b","1b"
"2023-08-01 01:00:00",554,2,4479,2,0,"1b","1b","1b","1b","1b"
"2023-08-01 02:00:00",599,2,1932,6,0,"1b","1b","1b","1b","1b"
"2023-08-01 03:00:00",674,2,1999.5,7,0,"1b","1b","1b","1b","1b"
"2023-08-01 04:00:00",599,2,2023,7,0,"1b","1b","1b","1b","1b"
"2023-08-01 05:00:00",629,2,1159.5,3,0,"1b","1b","1b","1b","1b"
"2023-08-01 06:00:00",644,2,1349,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 07:00:00",NA,0,1336,8,0,"5b","1b","1b","1b","1b"
"2023-08-01 08:00:00",659,2,1380,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 09:00:00",704,0,1293.5,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 10:00:00",NA,0,1020,8,0,"5b","1b","1b","1b","1b"
"2023-08-01 11:00:00",NA,0,1158.5,8,0,"5b","1b","1b","1b","1b"
"2023-08-01 12:00:00",NA,0,1133.5,8,0,"5b","1b","1b","1b","1b"
"2023-08-01 13:00:00",495,0,1233,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 14:00:00",689,0,1576,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 15:00:00",614,0,1639,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 16:00:00",495,0,1738,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 17:00:00",614,0,1621,5,0,"1b","1b","1b","1b","1b"
"2023-08-01 18:00:00",1394,0,1589,7,0,"1b","1b","1b","1b","1b"
"2023-08-01 19:00:00",NA,0,1081,8,0,"5b","1b","1b","1b","1b"
"2023-08-01 20:00:00",1011.5,2,3751,7,0,"1b","1b","1b","1b","1b"
"2023-08-01 21:00:00",734,2,2657,7,0,"1b","1b","1b","1b","1b"
"2023-08-01 22:00:00",786.5,2,2250.5,8,0,"1b","1b","1b","1b","1b"
"2023-08-01 23:00:00",599,2,1701,8,0,"1b","1b","1b","1b","1b"
"2023-08-02 00:00:00",405,0,986,8,0,"1b","1b","1b","1b","1b"
"2023-08-02 01:00:00",NA,0,114,6,1,"5b","1b","1b","1b","1b"
"2023-08-02 02:00:00",NA,0,130,8,1,"5b","1b","1b","1b","1b"
"2023-08-02 03:00:00",NA,0,101.5,8,1,"5b","1b","1b","1b","1b"
"2023-08-02 04:00:00",NA,0,79.5,8,1,"5b","1b","1b","1b","1b"
"2023-08-02 05:00:00",NA,0,81,8,1,"5b","1b","1b","1b","1b"
"2023-08-02 06:00:00",NA,0,457,7,4,"5b","1b","1b","1b","1b"
"2023-08-02 07:00:00",NA,0,510,8,4,"5b","1b","1b","1b","1b"
"2023-08-02 08:00:00",734,0,1346,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 09:00:00",NA,0,798,6,0,"5b","1b","1b","1b","1b"
"2023-08-02 10:00:00",509,0,1188,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 11:00:00",554,0,2007,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 12:00:00",569,0,4635,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 13:00:00",539,0,856,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 14:00:00",NA,0,1021.5,7,0,"5b","1b","1b","1b","1b"
"2023-08-02 15:00:00",1184,0,1709,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 16:00:00",869,0,2968,8,0,"1b","1b","1b","1b","1b"
"2023-08-02 17:00:00",734,0,1096,7,0,"1b","1b","1b","1b","1b"
"2023-08-02 18:00:00",NA,0,648.5,8,0,"5b","1b","1b","1b","1b"
"2023-08-02 19:00:00",NA,0,587.5,8,4,"5b","1b","1b","1b","1b"
"2023-08-02 20:00:00",NA,0,398,8,4,"5b","1b","1b","1b","1b"
"2023-08-02 21:00:00",NA,0,438,8,4,"5b","1b","1b","1b","1b"
"2023-08-02 22:00:00",NA,0,923,8,4,"5b","1b","1b","1b","1b"
"2023-08-02 23:00:00",NA,0,1229,8,4,"5b","1b","1b","1b","1b"
"2023-08-03 00:00:00",NA,0,2585.5,8,4,"5b","1b","1b","1b","1b"
"2023-08-03 01:00:00",480,0,1766,7,0,"1b","1b","1b","1b","1b"
"2023-08-03 02:00:00",749,0,1535,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 03:00:00",509,0,1997.5,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 04:00:00",360,2,2042,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 05:00:00",360,2,2072,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 06:00:00",435,2,2012,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 07:00:00",420,2,2147,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 08:00:00",674,0,861.5,3,0,"1b","1b","1b","1b","1b"
"2023-08-03 09:00:00",NA,0,1086.5,7,0,"5b","1b","1b","1b","1b"
"2023-08-03 10:00:00",839,0,1976.5,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 11:00:00",509,0,2057.5,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 12:00:00",629,0,2304,8,0,"1b","1b","1b","1b","1b"
"2023-08-03 13:00:00",NA,0,2181.5,8,0,"5b","1b","1b","1b","1b"
"2023-08-03 14:00:00",NA,0,2061.5,8,4,"5b","1b","1b","1b","1b"
"2023-08-03 15:00:00",NA,0,2489,8,4,"5b","1b","1b","1b","1b"
"2023-08-03 16:00:00",NA,0,2475,8,0,"5b","1b","1b","1b","1b"
