"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-09-01 00:00:00",NA,0,417.5,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 01:00:00",NA,0,328,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 02:00:00",NA,0,257,8,1,"5b","1b","1b","1b","1b"
"2024-09-01 03:00:00",NA,0,102,8,1,"5b","1b","1b","1b","1b"
"2024-09-01 04:00:00",NA,0,107,8,1,"5b","1b","1b","1b","1b"
"2024-09-01 05:00:00",NA,0,132,8,1,"5b","1b","1b","1b","1b"
"2024-09-01 06:00:00",NA,0,192.5,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 07:00:00",NA,0,212,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 08:00:00",NA,0,245,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 09:00:00",NA,0,382,6,0,"5b","1b","1b","1b","1b"
"2024-09-01 10:00:00",NA,0,484.5,6,0,"5b","1b","1b","1b","1b"
"2024-09-01 11:00:00",NA,0,578,7,0,"5b","1b","1b","1b","1b"
"2024-09-01 12:00:00",619,0,991,7,0,"1b","1b","1b","1b","1b"
"2024-09-01 13:00:00",634,0,3689.5,7,0,"1b","1b","1b","1b","1b"
"2024-09-01 14:00:00",NA,0,655,8,0,"5b","1b","1b","1b","1b"
"2024-09-01 15:00:00",619,0,719,7,0,"1b","1b","1b","1b","1b"
"2024-09-01 16:00:00",709,1,2940,7,0,"1b","1b","1b","1b","1b"
"2024-09-01 17:00:00",919,1,2128,8,0,"1b","1b","1b","1b","1b"
"2024-09-01 18:00:00",874,1,7123,6,0,"1b","1b","1b","1b","1b"
"2024-09-01 19:00:00",395,2,6109,6,0,"1b","1b","1b","1b","1b"
"2024-09-01 20:00:00",440,1,5574.5,7,0,"1b","1b","1b","1b","1b"
"2024-09-01 21:00:00",395,1,1189,4,0,"1b","1b","1b","1b","1b"
"2024-09-01 22:00:00",320,1,1142,8,0,"1b","1b","1b","1b","1b"
"2024-09-01 23:00:00",290,0,1360.5,8,0,"1b","1b","1b","1b","1b"
"2024-09-02 00:00:00",NA,0,234,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 01:00:00",NA,0,211,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 02:00:00",NA,0,264,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 03:00:00",NA,0,193,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 04:00:00",NA,0,197,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 05:00:00",NA,0,193,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 06:00:00",NA,0,171,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 07:00:00",NA,0,81,8,1,"5b","1b","1b","1b","1b"
"2024-09-02 08:00:00",NA,0,88,8,1,"5b","1b","1b","1b","1b"
"2024-09-02 09:00:00",NA,0,139,8,1,"5b","1b","1b","1b","1b"
"2024-09-02 10:00:00",NA,0,174.5,8,1,"5b","1b","1b","1b","1b"
"2024-09-02 11:00:00",NA,0,248.5,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 12:00:00",NA,0,367.5,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 13:00:00",440,0,500.5,7,0,"1b","1b","1b","1b","1b"
"2024-09-02 14:00:00",529,0,1110.5,6,0,"1b","1b","1b","1b","1b"
"2024-09-02 15:00:00",NA,0,930.5,7,1,"5b","1b","1b","1b","1b"
"2024-09-02 16:00:00",NA,0,1470,7,4,"5b","1b","1b","1b","1b"
"2024-09-02 17:00:00",574,0,3746.5,7,0,"1b","1b","1b","1b","1b"
"2024-09-02 18:00:00",679,0,1252,7,0,"1b","1b","1b","1b","1b"
"2024-09-02 19:00:00",NA,0,646,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 20:00:00",440,0,475.5,8,0,"1b","1b","1b","1b","1b"
"2024-09-02 21:00:00",NA,0,348.5,8,0,"5b","1b","1b","1b","1b"
"2024-09-02 22:00:00",NA,0,245,8,1,"5b","1b","1b","1b","1b"
