"datetime","pbl","pbs","cbh","ttc","sci","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
"2024-04-01 00:00:00",NA,0,88,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 01:00:00",NA,0,87,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 02:00:00",NA,0,60,9,2,"5b","1b","1b","1b","1b"
"2024-04-01 03:00:00",NA,0,64.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 04:00:00",NA,0,142,8,0,"5b","1b","1b","1b","1b"
"2024-04-01 05:00:00",NA,0,120,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 06:00:00",NA,0,154,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 07:00:00",NA,0,160,8,1,"5b","1b","1b","1b","1b"
"2024-04-01 08:00:00",NA,0,443.5,7.5,0,"5b","1b","1b","1b","1b"
"2024-04-01 09:00:00",NA,0,373,8,0,"5b","1b","1b","1b","1b"
"2024-04-01 10:00:00",NA,0,557.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-01 11:00:00",806.5,0,723,6,0,"1b","1b","1b","1b","1b"
"2024-04-01 12:00:00",514,0,1606,6,0,"1b","1b","1b","1b","1b"
"2024-04-01 13:00:00",604,0,1350,3,0,"1b","1b","1b","1b","1b"
"2024-04-01 14:00:00",544,0,1305.5,6,0,"1b","1b","1b","1b","1b"
"2024-04-01 15:00:00",664,0,2216,7,0,"1b","1b","1b","1b","1b"
"2024-04-01 16:00:00",529,3,2149,7,0,"1b","1b","1b","1b","1b"
"2024-04-01 17:00:00",1039,3,1396,4,0,"1b","1b","1b","1b","1b"
"2024-04-01 18:00:00",949,0,922,4,0,"1b","1b","1b","1b","1b"
"2024-04-01 19:00:00",844,2,1644.5,6,0,"1b","1b","1b","1b","1b"
"2024-04-01 20:00:00",544,0,1136,7,0,"1b","1b","1b","1b","1b"
"2024-04-01 21:00:00",844,1,1401,6,0,"1b","1b","1b","1b","1b"
"2024-04-01 22:00:00",604,1,1754,7,0,"1b","1b","1b","1b","1b"
"2024-04-01 23:00:00",380,1,1607,7,0,"1b","1b","1b","1b","1b"
"2024-04-02 00:00:00",500,0,528.5,2.5,0,"1b","1b","1b","1b","1b"
"2024-04-02 01:00:00",529,1,7471,1,0,"1b","1b","1b","1b","1b"
"2024-04-02 02:00:00",395,1,930,1,0,"1b","1b","1b","1b","1b"
"2024-04-02 03:00:00",380,1,1775,2,0,"1b","1b","1b","1b","1b"
"2024-04-02 04:00:00",380,1,1651,7,0,"1b","1b","1b","1b","1b"
"2024-04-02 05:00:00",305,1,1752,3,0,"1b","1b","1b","1b","1b"
"2024-04-02 06:00:00",589,3,1729,7,0,"1b","1b","1b","1b","1b"
"2024-04-02 07:00:00",500,3,1760,8,0,"1b","1b","1b","1b","1b"
"2024-04-02 08:00:00",410,1,1818.5,2,0,"1b","1b","1b","1b","1b"
"2024-04-02 09:00:00",529,1,8628.5,1,0,"1b","1b","1b","1b","1b"
"2024-04-02 10:00:00",694,0,845.5,4,0,"1b","1b","1b","1b","1b"
"2024-04-02 11:00:00",500,0,1285,7,0,"1b","1b","1b","1b","1b"
"2024-04-02 12:00:00",604,0,1399,6,0,"1b","1b","1b","1b","1b"
"2024-04-02 13:00:00",NA,0,1115,7,0,"5b","1b","1b","1b","1b"
"2024-04-02 14:00:00",649,0,3673.5,7,0,"1b","1b","1b","1b","1b"
"2024-04-02 15:00:00",934,0,2247,8,0,"1b","1b","1b","1b","1b"
"2024-04-02 16:00:00",994,0,1163,7,1,"1b","1b","1b","1b","1b"
"2024-04-02 17:00:00",NA,0,1193,8,4,"5b","1b","1b","1b","1b"
"2024-04-02 18:00:00",NA,0,1078,8,4,"5b","1b","1b","1b","1b"
"2024-04-02 19:00:00",NA,0,270.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-02 20:00:00",NA,0,124,8,1,"5b","1b","1b","1b","1b"
"2024-04-02 21:00:00",NA,0,96,8,1,"5b","1b","1b","1b","1b"
"2024-04-02 22:00:00",NA,0,94.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-02 23:00:00",NA,0,150,8,1,"5b","1b","1b","1b","1b"
"2024-04-03 00:00:00",NA,0,204,8,4,"5b","1b","1b","1b","1b"
"2024-04-03 01:00:00",NA,0,172.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-03 02:00:00",NA,0,185.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 03:00:00",NA,0,323,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 04:00:00",NA,0,215.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 05:00:00",NA,0,290,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 06:00:00",NA,0,418,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 07:00:00",NA,0,403.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 08:00:00",NA,0,282,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 09:00:00",NA,0,265,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 10:00:00",NA,0,294.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-03 11:00:00",NA,0,692,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 12:00:00",NA,0,843.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 13:00:00",425,0,782,8,0,"1b","1b","1b","1b","1b"
"2024-04-03 14:00:00",NA,0,767,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 15:00:00",NA,0,754,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 16:00:00",NA,0,696.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 17:00:00",NA,0,778.5,8,0,"5b","1b","1b","1b","1b"
"2024-04-03 18:00:00",679,2,4011.5,7,0,"1b","1b","1b","1b","1b"
"2024-04-03 19:00:00",754,2,1110,7,0,"1b","1b","1b","1b","1b"
"2024-04-03 20:00:00",544,0,2734.5,8,0,"1b","1b","1b","1b","1b"
"2024-04-03 21:00:00",649,2,2185,7,0,"1b","1b","1b","1b","1b"
"2024-04-03 22:00:00",724,1,1648,8,0,"1b","1b","1b","1b","1b"
"2024-04-03 23:00:00",739,0,1144.5,8,0,"1b","1b","1b","1b","1b"
"2024-04-04 00:00:00",NA,0,603,8,1,"5b","1b","1b","1b","1b"
"2024-04-04 01:00:00",NA,0,162.5,8,1,"5b","1b","1b","1b","1b"
"2024-04-04 02:00:00",NA,0,106.5,8,1,"5b","1b","1b","1b","1b"
