"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2025-09-01 00:00:00",2.49141535,5.48646028333333,10.0636438333333,1,1,1
"2025-09-01 01:00:00",2.53214833333333,5.51590791666667,9.8166336,1,1,1
"2025-09-01 02:00:00",2.38989995,5.36490431666667,9.88475771666667,1,1,1
"2025-09-01 03:00:00",2.43412528333333,5.38311986666667,9.77717325,1,1,1
"2025-09-01 04:00:00",2.37937006666667,5.28534381666667,9.98000625,1,1,1
"2025-09-01 05:00:00",2.3624787,5.08697203333333,9.19693846666667,1,1,1
"2025-09-01 06:00:00",2.44002888333333,5.08972375,8.71636041666667,1,1,1
"2025-09-01 07:00:00",2.27114073333333,4.75771945,9.230114,1,1,1
"2025-09-01 08:00:00",2.20702086666667,4.54170588333333,8.7514406,1,1,1
"2025-09-01 09:00:00",1.75479151666667,3.55385655,7.13961486666667,1,1,1
"2025-09-01 10:00:00",1.39529983333333,2.66160361666667,5.41074516666667,1,1,1
"2025-09-01 11:00:00",0.89433955,1.605805,3.68666221666667,1,1,1
"2025-09-01 12:00:00",0.915076416666667,1.52641073333333,3.07026955,1,1,1
"2025-09-01 13:00:00",0.8935885,1.76832605,4.10436058333333,1,1,1
"2025-09-01 14:00:00",1.04646208333333,1.85098031666667,3.43913711666667,1,1,1
"2025-09-01 15:00:00",1.10624386666667,2.0194759,4.2146108,1,1,1
"2025-09-01 16:00:00",1.20987453333333,2.10180438333333,4.159403,1,1,1
"2025-09-01 17:00:00",1.59650255,2.82329045,5.25421586666667,1,1,1
"2025-09-01 18:00:00",2.02248148333333,3.1905873,4.5969555,1,1,1
"2025-09-01 19:00:00",2.31305666666667,4.1145863,7.46799811666667,1,1,1
"2025-09-01 20:00:00",2.43495581666667,4.60368236666667,8.90976336666667,1,1,1
"2025-09-01 21:00:00",2.57028436666667,4.84324596666667,9.29202676666667,1,1,1
"2025-09-01 22:00:00",3.03018633333333,5.55365988333333,10.5088377333333,1,1,1
"2025-09-01 23:00:00",2.87736563333333,5.21902635,10.0110854666667,1,1,1
"2025-09-02 00:00:00",2.82426305,5.46636061666667,9.75635848333333,1,1,1
