"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2021-07-01 00:00:00",15.12784895,16.5734115,20.9364175666667,1,1,1
"2021-07-01 01:00:00",14.45408645,15.7830862833333,19.7343779,1,1,1
"2021-07-01 02:00:00",14.6092470666667,15.89466005,20.0015676666667,1,1,1
"2021-07-01 03:00:00",14.0086668333333,15.3409315,19.7876663833333,1,1,1
"2021-07-01 04:00:00",12.6849400333333,13.8388997,17.4767091833333,1,1,1
"2021-07-01 05:00:00",12.0112918833333,13.0836494,16.54757885,1,1,1
"2021-07-01 06:00:00",11.0500756,12.4018093666667,16.5599634,1,1,1
"2021-07-01 07:00:00",11.3322003666667,13.1921079,19.5810299666667,1,1,1
"2021-07-01 08:00:00",10.5485299,12.6919463333333,19.10229215,1,1,1
"2021-07-01 09:00:00",12.1044086666667,15.0280346333333,26.6218833833333,1,1,1
"2021-07-01 10:00:00",14.8931812166667,18.30491765,30.2203216,1,1,1
"2021-07-01 11:00:00",15.6655239333333,18.89722295,29.7367996333333,1,1,1
"2021-07-01 12:00:00",18.5542982333333,21.8931407,32.83795,1,1,1
"2021-07-01 13:00:00",24.1479504333333,28.0471108166667,39.4981568,1,1,1
"2021-07-01 14:00:00",21.4059117166667,24.9057473166667,35.2698688,1,1,1
"2021-07-01 15:00:00",17.9295675833333,20.3719547833333,25.9619040833333,1,1,1
"2021-07-01 16:00:00",15.0310585,16.8746369666667,21.6363560166667,1,1,1
"2021-07-01 17:00:00",16.1657608,18.4589372666667,24.3399671833333,1,1,1
"2021-07-01 18:00:00",13.0177924833333,14.9255202166667,20.0561986166667,1,1,1
"2021-07-01 19:00:00",11.04626455,12.5502089333333,16.9131231166667,1,1,1
"2021-07-01 20:00:00",10.4565272333333,11.8791399,15.8694615166667,1,1,1
"2021-07-01 21:00:00",11.08166175,12.5065943833333,16.5372236166667,1,1,1
"2021-07-01 22:00:00",13.3611759833333,15.0185987833333,18.87558625,1,1,1
"2021-07-01 23:00:00",15.59602725,17.6214722,21.9399956666667,1,1,1
"2021-07-02 00:00:00",16.9830494333333,19.2954163333333,24.01943985,1,1,1
"2021-07-02 01:00:00",15.60166,17.73851545,23.7432417166667,1,1,1
"2021-07-02 02:00:00",19.7700145666667,21.7549087833333,26.0141191833333,1,1,1
"2021-07-02 03:00:00",20.9814305,22.9072948666667,26.6356104666667,1,1,1
"2021-07-02 04:00:00",22.8441793333333,25.1300048666667,28.9992328833333,1,1,1
"2021-07-02 05:00:00",25.4683186,28.4542205333333,32.3062532666667,1,1,1
"2021-07-02 06:00:00",22.1925805,24.9161215166667,28.5989886,1,1,1
"2021-07-02 07:00:00",18.82381585,21.1399610166667,24.0265806333333,1,1,1
"2021-07-02 08:00:00",12.5825001833333,14.0685431333333,16.7880084833333,1,1,1
"2021-07-02 09:00:00",11.93986085,13.45765025,17.5152073,1,1,1
"2021-07-02 10:00:00",10.4152747333333,11.6049688666667,14.34181635,1,1,1
"2021-07-02 11:00:00",9.75953651666667,10.9941458833333,14.61975035,1,1,1
"2021-07-02 12:00:00",9.73381311666667,11.08293745,15.7361518833333,1,1,1
"2021-07-02 13:00:00",8.18978071666667,9.321136,13.5150135333333,1,1,1
"2021-07-02 14:00:00",7.9150167,8.92026561666667,12.8327511666667,1,1,1
"2021-07-02 15:00:00",8.18725013333333,9.3487419,13.6548219833333,1,1,1
"2021-07-02 16:00:00",7.3227394,8.3028968,11.9862222833333,1,1,1
"2021-07-02 17:00:00",7.21727051666667,8.21291876666667,12.3126055833333,1,1,1
"2021-07-02 18:00:00",7.28937431666667,8.46639983333333,14.24169125,1,1,1
"2021-07-02 19:00:00",9.42194486666667,10.5845439833333,14.7287559166667,1,1,1
"2021-07-02 20:00:00",10.0607233166667,11.2425171333333,14.8449628833333,1,1,1
"2021-07-02 21:00:00",9.48099406666667,10.60681095,14.6550122,1,1,1
"2021-07-02 22:00:00",9.71148455,10.8124926333333,14.1589310166667,1,1,1
"2021-07-02 23:00:00",10.5612878666667,11.7322473333333,15.1543502,1,1,1
"2021-07-03 00:00:00",13.2200178666667,14.6991519666667,18.69543645,1,1,1
"2021-07-03 01:00:00",12.7749634333333,14.0982954666667,17.6008415,1,1,1
"2021-07-03 02:00:00",11.9050905333333,13.1927962666667,16.7202696833333,1,1,1
