"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2024-09-01 00:00:00",11.6282484833333,14.4273399,19.5077764333333,1,1,1
"2024-09-01 01:00:00",13.7292258,16.86439935,21.98843725,1,1,1
"2024-09-01 02:00:00",12.7680711833333,16.25040725,22.71421795,1,1,1
"2024-09-01 03:00:00",13.0272849166667,16.5532635333333,22.7486445333333,1,1,1
"2024-09-01 04:00:00",13.1677870166667,16.14046165,20.4900551666667,1,1,1
"2024-09-01 05:00:00",13.4423174,16.3583027333333,20.7789956666667,1,1,1
"2024-09-01 06:00:00",14.5163118,18.8234598666667,27.06301085,1,1,1
"2024-09-01 07:00:00",14.13578055,18.5452903833333,26.59393285,1,1,1
"2024-09-01 08:00:00",13.59348015,18.0318592333333,25.8995516166667,1,1,1
"2024-09-01 09:00:00",13.4576242333333,18.3101486166667,26.1745213333333,1,1,1
"2024-09-01 10:00:00",13.7051533333333,18.0980024333333,25.0803114,1,1,1
"2024-09-01 11:00:00",13.2957104,17.4910182,24.0669748,1,1,1
"2024-09-01 12:00:00",11.7989974,15.6670976666667,22.3131086166667,1,1,1
"2024-09-01 13:00:00",10.75383005,14.2328342833333,20.1554584833333,1,1,1
"2024-09-01 14:00:00",10.1807141833333,13.4642215,19.9440094333333,1,1,1
"2024-09-01 15:00:00",10.7709714833333,14.0897183666667,20.2562956166667,1,1,1
"2024-09-01 16:00:00",11.46838125,15.1884637333333,22.7627528,1,1,1
"2024-09-01 17:00:00",11.9671843,16.2146805,24.5315679833333,1,1,1
"2024-09-01 18:00:00",11.3014456166667,15.47357295,23.2654576166667,1,1,1
"2024-09-01 19:00:00",11.31846915,15.2920611666667,22.6732369333333,1,1,1
"2024-09-01 20:00:00",11.02591345,15.3204971,22.4719876166667,1,1,1
"2024-09-01 21:00:00",11.21613095,15.9009856333333,24.6121458166667,1,1,1
"2024-09-01 22:00:00",12.2943697,17.1473539,24.5912371166667,1,1,1
"2024-09-01 23:00:00",12.3272853833333,17.3967641833333,24.7052256166667,1,1,1
"2024-09-02 00:00:00",12.6263354833333,17.6265388,24.7356909666667,1,1,1
"2024-09-02 01:00:00",13.0487652,18.0957729833333,24.8901624,1,1,1
"2024-09-02 02:00:00",13.4050272,18.3219257666667,24.4124170666667,1,1,1
"2024-09-02 03:00:00",13.92879275,18.8326626333333,25.9550707333333,1,1,1
"2024-09-02 04:00:00",14.6136088166667,19.4024282333333,26.5764425833333,1,1,1
"2024-09-02 05:00:00",15.2267973,19.8242155333333,26.47933095,1,1,1
"2024-09-02 06:00:00",15.79605375,20.3436161,27.2893775666667,1,1,1
"2024-09-02 07:00:00",16.6176057166667,20.5067105,26.95265285,1,1,1
"2024-09-02 08:00:00",19.0470020166667,24.0284287333333,33.2625976833333,1,1,1
"2024-09-02 09:00:00",21.7014077,28.73053455,40.5922384666667,1,1,1
"2024-09-02 10:00:00",22.5692066166667,27.5956923,35.2371704833333,1,1,1
"2024-09-02 11:00:00",15.3250692166667,17.8384293666667,21.7683164,1,1,1
"2024-09-02 12:00:00",6.05797446666667,6.66635978333333,8.07641233333333,1,1,1
"2024-09-02 13:00:00",5.80402386666667,6.33259893333333,8.11977646666667,1,1,1
"2024-09-02 14:00:00",3.24625946666667,3.59683965,4.93174108333333,1,1,1
"2024-09-02 15:00:00",2.5060745,2.92152425,5.00055795,1,1,1
"2024-09-02 16:00:00",2.49999126666667,2.93163206666667,4.81003288333333,1,1,1
"2024-09-02 17:00:00",3.92714466666667,5.23754761666667,8.8821114,1,1,1
"2024-09-02 18:00:00",3.13271306666667,4.26954153333333,7.6239889,1,1,1
"2024-09-02 19:00:00",4.86615491666667,5.786114,8.4564191,1,1,1
"2024-09-02 20:00:00",6.67339166666667,7.77385178333333,11.5610954333333,1,1,1
"2024-09-02 21:00:00",6.19285013333333,7.20737358333333,10.7165881166667,1,1,1
"2024-09-02 22:00:00",7.96838938333333,9.23144198333333,14.05872275,1,1,1
"2024-09-02 23:00:00",13.21836755,14.6960598833333,20.16145805,1,1,1
"2024-09-03 00:00:00",6.91498615,7.9989305,12.4010587833333,1,1,1
"2024-09-03 01:00:00",9.85921588333333,11.0020707333333,15.5097568333333,1,1,1
"2024-09-03 02:00:00",7.2662449,8.31147355,12.5975943333333,1,1,1
"2024-09-03 03:00:00",5.58697793333333,6.62300906666667,11.2123199333333,1,1,1
"2024-09-03 04:00:00",6.86254141666667,7.8777192,12.4128832833333,1,1,1
"2024-09-03 05:00:00",8.42907466666667,9.54517675,12.9717931666667,1,1,1
"2024-09-03 06:00:00",6.22645686666667,7.64402761666667,10.4264123166667,1,1,1
"2024-09-03 07:00:00",3.7547947,5.48498888333333,8.69403396666667,1,1,1
"2024-09-03 08:00:00",4.27770171666667,6.71448288333333,11.1386245166667,1,1,1
"2024-09-03 09:00:00",4.00695776271186,6.50118569491525,11.258047440678,1,1,1
"2024-09-03 10:00:00",4.2103598,6.30112978333333,9.94909701666667,1,1,1
"2024-09-03 11:00:00",4.74215541666667,6.91576146666667,10.4732189,1,1,1
"2024-09-03 12:00:00",6.91580871666667,9.22781456666667,13.6734530333333,1,1,1
"2024-09-03 13:00:00",5.28390943333333,7.08292086666667,10.5295535166667,1,1,1
"2024-09-03 14:00:00",3.87388715,5.21628705,7.95128815,1,1,1
"2024-09-03 15:00:00",3.39318318333333,4.50509321666667,7.06750353333333,1,1,1
"2024-09-03 16:00:00",3.48728368333333,4.63244721666667,7.706587,1,1,1
"2024-09-03 17:00:00",3.90384723333333,5.60465773333333,9.9133538,1,1,1
"2024-09-03 18:00:00",3.94846873333333,5.66191091666667,9.47197215,1,1,1
"2024-09-03 19:00:00",3.9702759,5.52092236666667,8.56661685,1,1,1
"2024-09-03 20:00:00",4.259389,5.86365585,9.26675548333333,1,1,1
"2024-09-03 21:00:00",3.3558114,4.75782253333333,8.12788903333333,1,1,1
"2024-09-03 22:00:00",3.5484679,5.10746945,8.13140338333333,1,1,1
"2024-09-03 23:00:00",3.13907311666667,4.56750613333333,7.79039015,1,1,1
"2024-09-04 00:00:00",2.78569946666667,3.96371523333333,6.65204495,1,1,1
"2024-09-04 01:00:00",3.33792381666667,4.69105541666667,7.43918715,1,1,1
"2024-09-04 02:00:00",4.0175589,5.3626984,7.86797113333333,1,1,1
"2024-09-04 03:00:00",3.63134933333333,4.89457773333333,7.68443158333333,1,1,1
"2024-09-04 04:00:00",3.20659813333333,4.4018696,7.06985793333333,1,1,1
"2024-09-04 05:00:00",2.27460246666667,3.1393783,4.83372048333333,1,1,1
"2024-09-04 06:00:00",2.91549253333333,3.81514675,5.34551646666667,1,1,1
"2024-09-04 07:00:00",2.90547916666667,4.07033456666667,6.56952403333333,1,1,1
"2024-09-04 08:00:00",4.1051254,5.63287016666667,8.84192743333333,1,1,1
"2024-09-04 09:00:00",3.74312908333333,5.66685546666667,9.03056051666667,1,1,1
"2024-09-04 10:00:00",4.79477138333333,7.32954276666667,12.18054525,1,1,1
"2024-09-04 11:00:00",5.05040336666667,8.51604768333333,16.2148292833333,1,1,1
"2024-09-04 12:00:00",4.76732238333333,7.58414723333333,12.8317291,1,1,1
"2024-09-04 13:00:00",4.03315338333333,6.65109441666667,11.45578125,1,1,1
"2024-09-04 14:00:00",3.69489005,6.03194741666667,10.8316448833333,1,1,1
"2024-09-04 15:00:00",3.22666363333333,5.2246751,9.34294511666667,1,1,1
"2024-09-04 16:00:00",3.2779413,5.09644996666667,8.83906861666667,1,1,1
"2024-09-04 17:00:00",3.10457916666667,4.89414171666667,8.40094488333333,1,1,1
"2024-09-04 18:00:00",3.43838053333333,5.41295556666667,9.13607506666667,1,1,1
"2024-09-04 19:00:00",4.15715096666667,6.04777476666667,10.7442274333333,1,1,1
"2024-09-04 20:00:00",4.9642864,6.4902263,10.1567225,1,1,1
"2024-09-04 21:00:00",5.29073165,6.87180053333333,10.579404,1,1,1
"2024-09-04 22:00:00",5.73219496666667,7.84959635,13.5143886833333,1,1,1
"2024-09-04 23:00:00",5.82169741666667,8.53891985,16.6373368833333,1,1,1
"2024-09-05 00:00:00",5.92217475,7.92127423333333,11.8476038666667,1,1,1
"2024-09-05 01:00:00",7.43446183333333,8.95280775,11.4380252166667,1,1,1
"2024-09-05 02:00:00",6.91505243333333,8.02372936666667,9.47944641666667,1,1,1
"2024-09-05 03:00:00",7.97142508333333,9.37485008333333,10.9844211333333,1,1,1
"2024-09-05 04:00:00",7.39113268333333,9.03159703333333,11.4692387666667,1,1,1
"2024-09-05 05:00:00",8.99350856666667,10.8063885666667,13.2759772833333,1,1,1
"2024-09-05 06:00:00",9.56600613333333,11.8417562166667,15.0898715833333,1,1,1
"2024-09-05 07:00:00",8.5769088,10.65159065,13.7970674166667,1,1,1
"2024-09-05 08:00:00",6.83456745,8.26726871666667,10.5400443,1,1,1
"2024-09-05 09:00:00",3.55349026666667,4.16504445,5.78536485,1,1,1
"2024-09-05 10:00:00",3.90078185,4.55347533333333,6.59772758333333,1,1,1
"2024-09-05 11:00:00",3.78051921666667,4.41954201666667,6.510869,1,1,1
"2024-09-05 12:00:00",2.54986966666667,3.12128728333333,5.260006,1,1,1
"2024-09-05 13:00:00",2.45164976666667,2.99996075,5.21200316666667,1,1,1
"2024-09-05 14:00:00",3.25439648333333,3.89416313333333,7.2930444,1,1,1
"2024-09-05 15:00:00",3.9392697,4.5361525,6.52595135,1,1,1
"2024-09-05 16:00:00",4.47950543333333,5.1444964,8.0364648,1,1,1
"2024-09-05 17:00:00",4.95919338333333,5.557231,7.79928585,1,1,1
"2024-09-05 18:00:00",9.39105088333333,10.2996926166667,13.00202165,1,1,1
"2024-09-05 19:00:00",11.4108375666667,12.73385405,17.0925690666667,1,1,1
"2024-09-05 20:00:00",15.3458585333333,17.6650341166667,26.1879122833333,1,1,1
"2024-09-05 21:00:00",17.9847601,20.69945905,28.3040182333333,1,1,1
"2024-09-05 22:00:00",20.0090663,23.48024855,33.6290535333333,1,1,1
"2024-09-05 23:00:00",22.233808,26.9381244666667,39.9376021,1,1,1
"2024-09-06 00:00:00",24.4511590333333,30.1124874333333,43.5378871666667,1,1,1
"2024-09-06 01:00:00",25.5415188,32.8187175833333,51.2294986666667,1,1,1
"2024-09-06 02:00:00",25.9687425166667,34.517865,54.9567849,1,1,1
"2024-09-06 03:00:00",26.4913369333333,35.72157425,56.5369284833333,1,1,1
"2024-09-06 04:00:00",27.0192098166667,37.78383985,61.9749913333333,1,1,1
"2024-09-06 05:00:00",27.3226049666667,39.1740218666667,66.1825320333333,1,1,1
"2024-09-06 06:00:00",27.7075777833333,40.8075090333333,72.3629548833333,1,1,1
"2024-09-06 07:00:00",28.3523314166667,42.0529959666667,74.2250453333333,1,1,1
"2024-09-06 08:00:00",27.4965548666667,41.1771458833333,76.3881711833333,1,1,1
"2024-09-06 09:00:00",25.44845845,38.08063485,68.9586264833333,1,1,1
"2024-09-06 10:00:00",23.06709475,32.97454605,56.4929591333333,1,1,1
"2024-09-06 11:00:00",22.2932387,31.0783787666667,54.13306,1,1,1
"2024-09-06 12:00:00",21.2813901833333,29.93423065,52.4357654333333,1,1,1
"2024-09-06 13:00:00",20.2959176,28.4579837166667,50.1220548833333,1,1,1
"2024-09-06 14:00:00",19.5506173,28.1012743,54.6958071833333,1,1,1
"2024-09-06 15:00:00",17.3793451833333,25.9901008833333,57.1180572833333,1,1,1
"2024-09-06 16:00:00",16.2901575,24.0754510666667,51.3678201833333,1,1,1
"2024-09-06 17:00:00",15.8898409166667,23.5568067333333,49.3867419,1,1,1
"2024-09-06 18:00:00",16.2754998333333,23.8342056,47.582333,1,1,1
"2024-09-06 19:00:00",16.4583547,23.9627743333333,45.85097615,1,1,1
"2024-09-06 20:00:00",17.08347485,24.4088920666667,45.7755471333333,1,1,1
"2024-09-06 21:00:00",17.8935725666667,25.1745846333333,44.4378513166667,1,1,1
"2024-09-06 22:00:00",18.6627015833333,26.0648871,43.0495813166667,1,1,1
"2024-09-06 23:00:00",20.123632,27.6757185833333,43.33807225,1,1,1
"2024-09-07 00:00:00",25.2915556666667,33.6831834833333,52.5658343333333,1,1,1
"2024-09-07 01:00:00",30.4850265,38.76525995,55.7125939333333,1,1,1
"2024-09-07 02:00:00",33.6812916,41.8518270666667,59.6775077333333,1,1,1
"2024-09-07 03:00:00",34.1783333666667,42.0435712166667,58.8597165333333,1,1,1
"2024-09-07 04:00:00",36.7954996833333,45.3326140166667,62.2298274333333,1,1,1
"2024-09-07 05:00:00",36.8623492166667,45.0366056833333,59.1126127333333,1,1,1
"2024-09-07 06:00:00",38.3692484833333,46.1520120666667,60.7321067333333,1,1,1
"2024-09-07 07:00:00",34.7223081833333,40.6347884166667,51.4816711166667,1,1,1
"2024-09-07 08:00:00",22.8067009166667,25.4575726333333,29.6314779333333,1,1,1
"2024-09-07 09:00:00",20.6232467666667,23.2913871333333,29.0066697,1,1,1
"2024-09-07 10:00:00",20.38467635,22.5860832333333,26.7867934833333,1,1,1
"2024-09-07 11:00:00",18.5233173,20.3502028333333,24.2947757333333,1,1,1
"2024-09-07 12:00:00",14.4963073333333,15.7285346833333,17.9850209166667,1,1,1
"2024-09-07 13:00:00",16.08286135,17.69901885,20.56224795,1,1,1
"2024-09-07 14:00:00",13.8462151833333,14.9678619166667,16.9317850333333,1,1,1
"2024-09-07 15:00:00",14.0639703166667,15.2270731333333,17.69814745,1,1,1
"2024-09-07 16:00:00",14.1517595833333,15.5162274333333,18.7081098333333,1,1,1
"2024-09-07 17:00:00",16.0507347333333,18.3200868166667,24.4565928833333,1,1,1
"2024-09-07 18:00:00",19.50893245,21.6508244166667,25.9930960166667,1,1,1
"2024-09-07 19:00:00",16.9778816,18.2090377,20.2743081166667,1,1,1
"2024-09-07 20:00:00",14.7323203166667,15.749974,17.9153384333333,1,1,1
"2024-09-07 21:00:00",10.1037382666667,11.0782047166667,13.44695955,1,1,1
"2024-09-07 22:00:00",11.0069001166667,12.0740851166667,15.0655959333333,1,1,1
"2024-09-07 23:00:00",14.4658552,15.8216930666667,19.5774518666667,1,1,1
"2024-09-08 00:00:00",19.03260015,21.0655756666667,26.2791428833333,1,1,1
"2024-09-08 01:00:00",21.74630455,24.2257580333333,30.03244935,1,1,1
"2024-09-08 02:00:00",17.2412506833333,19.0858505,23.8194721166667,1,1,1
"2024-09-08 03:00:00",15.8936701166667,17.6193246166667,22.8412144666667,1,1,1
"2024-09-08 04:00:00",14.8561970666667,16.0410129333333,19.67348945,1,1,1
