"datetime","NH3","qc_flag_NH3"
"2022-05-01 00:00:00",NA,"5b"
"2022-05-01 01:00:00",NA,"5b"
"2022-05-01 02:00:00",NA,"5b"
"2022-05-01 03:00:00",NA,"5b"
"2022-05-01 04:00:00",NA,"5b"
"2022-05-01 05:00:00",NA,"5b"
"2022-05-01 06:00:00",NA,"5b"
"2022-05-01 07:00:00",NA,"5b"
"2022-05-01 08:00:00",NA,"5b"
"2022-05-01 09:00:00",3.68835292803279,"1b"
"2022-05-01 10:00:00",3.84863728084929,"1b"
"2022-05-01 11:00:00",3.92202568340733,"1b"
"2022-05-01 12:00:00",3.84612710105468,"1b"
"2022-05-01 13:00:00",3.78333552048293,"1b"
"2022-05-01 14:00:00",3.8492193490566,"1b"
"2022-05-01 15:00:00",4.0460563987788,"1b"
"2022-05-01 16:00:00",4.01367950430197,"1b"
"2022-05-01 17:00:00",4.20853568806881,"1b"
"2022-05-01 18:00:00",4.56465106411324,"1b"
"2022-05-01 19:00:00",4.7113842453511,"1b"
"2022-05-01 20:00:00",4.46248530438402,"1b"
"2022-05-01 21:00:00",3.90000075212323,"1b"
"2022-05-01 22:00:00",3.90119227810158,"1b"
"2022-05-01 23:00:00",3.94976475538291,"1b"
"2022-05-02 00:00:00",3.61635079289481,"1b"
"2022-05-02 01:00:00",3.44247942156536,"1b"
"2022-05-02 02:00:00",3.32344359880688,"1b"
"2022-05-02 03:00:00",3.36165483863447,"1b"
"2022-05-02 04:00:00",3.59836318645949,"1b"
"2022-05-02 05:00:00",3.86090261060228,"1b"
"2022-05-02 06:00:00",4.02590478778795,"1b"
"2022-05-02 07:00:00",3.99700765482797,"1b"
"2022-05-02 08:00:00",3.87962612700527,"1b"
"2022-05-02 09:00:00",3.99554991357202,"1b"
"2022-05-02 10:00:00",4.30665233471143,"1b"
"2022-05-02 11:00:00",4.35755929780738,"1b"
"2022-05-02 12:00:00",4.44484198306966,"1b"
"2022-05-02 13:00:00",4.44637016639845,"1b"
"2022-05-02 14:00:00",4.53424258756592,"1b"
"2022-05-02 15:00:00",4.76099097585346,"1b"
"2022-05-02 16:00:00",4.70581569145394,"1b"
"2022-05-02 17:00:00",5.05481027116292,"1b"
"2022-05-02 18:00:00",5.23915154704413,"1b"
"2022-05-02 19:00:00",5.320524309101,"1b"
"2022-05-02 20:00:00",5.3070837033028,"1b"
"2022-05-02 21:00:00",5.28991326533444,"1b"
"2022-05-02 22:00:00",6.01799580382908,"1b"
"2022-05-02 23:00:00",6.99313658284763,"1b"
"2022-05-03 00:00:00",7.48445211795726,"1b"
"2022-05-03 01:00:00",7.56266037291898,"1b"
"2022-05-03 02:00:00",7.14891115598113,"1b"
"2022-05-03 03:00:00",6.56330264363031,"1b"
"2022-05-03 04:00:00",6.02542379772475,"1b"
"2022-05-03 05:00:00",5.70713950735498,"1b"
"2022-05-03 06:00:00",5.56075509741882,"1b"
"2022-05-03 07:00:00",5.4117411345727,"1b"
"2022-05-03 08:00:00",5.03521511962254,"1b"
"2022-05-03 09:00:00",5.03778776353039,"1b"
"2022-05-03 10:00:00",5.24105166426193,"1b"
"2022-05-03 11:00:00",5.50420788148765,"1b"
