"datetime","NH3","qc_flag_NH3"
"2021-03-01 00:00:00",NA,"5b"
"2021-03-01 01:00:00",NA,"5b"
"2021-03-01 02:00:00",NA,"5b"
"2021-03-01 03:00:00",NA,"5b"
"2021-03-01 04:00:00",NA,"5b"
"2021-03-01 05:00:00",NA,"5b"
"2021-03-01 06:00:00",NA,"5b"
"2021-03-01 07:00:00",NA,"5b"
"2021-03-01 08:00:00",NA,"5b"
"2021-03-01 09:00:00",NA,"5b"
"2021-03-01 10:00:00",NA,"5b"
"2021-03-01 11:00:00",2.98208335618757,"1b"
"2021-03-01 12:00:00",2.95889306799889,"3b"
"2021-03-01 13:00:00",3.12940196780461,"3b"
"2021-03-01 14:00:00",3.32949129744728,"3b"
"2021-03-01 15:00:00",3.69788025339994,"3b"
"2021-03-01 16:00:00",3.860332414932,"3b"
"2021-03-01 17:00:00",4.02724165066593,"3b"
"2021-03-01 18:00:00",4.30577580016653,"3b"
"2021-03-01 19:00:00",4.65398115625867,"3b"
"2021-03-01 20:00:00",4.87642507796892,"3b"
"2021-03-01 21:00:00",5.01537563308354,"3b"
"2021-03-01 22:00:00",5.12276932500694,"3b"
"2021-03-01 23:00:00",5.07810529661487,"3b"
"2021-03-02 00:00:00",4.97523576075493,"3b"
"2021-03-02 01:00:00",4.97459565917291,"3b"
"2021-03-02 02:00:00",5.10252819783574,"3b"
"2021-03-02 03:00:00",5.25954898501249,"3b"
"2021-03-02 04:00:00",5.50959306466833,"3b"
"2021-03-02 05:00:00",5.6814975127636,"3b"
"2021-03-02 06:00:00",5.84994589064668,"3b"
"2021-03-02 07:00:00",6.2387981820705,"3b"
"2021-03-02 08:00:00",6.2937517763596,"3b"
"2021-03-02 09:00:00",6.5926187862892,"3b"
"2021-03-02 10:00:00",7.04907542298085,"3b"
"2021-03-02 11:00:00",7.54365002552719,"3b"
"2021-03-02 12:00:00",8.24519234776575,"3b"
"2021-03-02 13:00:00",9.23136657424369,"3b"
"2021-03-02 14:00:00",10.2813989381243,"3b"
"2021-03-02 15:00:00",10.5803050407993,"3b"
"2021-03-02 16:00:00",10.4819577441021,"3b"
"2021-03-02 17:00:00",10.0152857746948,"3b"
"2021-03-02 18:00:00",9.3858177349431,"3b"
"2021-03-02 19:00:00",9.1460734304746,"3b"
"2021-03-02 20:00:00",9.12591238928968,"3b"
"2021-03-02 21:00:00",9.14186848043297,"3b"
"2021-03-02 22:00:00",9.40385437052456,"3b"
"2021-03-02 23:00:00",9.33601123175132,"3b"
"2021-03-03 00:00:00",9.35383944478357,"3b"
"2021-03-03 01:00:00",9.60752083208437,"3b"
"2021-03-03 02:00:00",9.70471218701443,"3b"
"2021-03-03 03:00:00",9.76672673799611,"3b"
"2021-03-03 04:00:00",9.97749172966972,"3b"
"2021-03-03 05:00:00",10.1970384711432,"3b"
"2021-03-03 06:00:00",10.4438445262281,"3b"
