"datetime","SO2","qc_flag_SO2"
"2025-02-01 00:00:00",1.26195960451977,"1b"
"2025-02-01 01:00:00",1.25692570621469,"1b"
"2025-02-01 02:00:00",1.14915,"1b"
"2025-02-01 03:00:00",1.16466666666666,"1b"
"2025-02-01 04:00:00",1.14716666666666,"1b"
"2025-02-01 05:00:00",1.0898,"1b"
"2025-02-01 06:00:00",1.01703333333333,"1b"
"2025-02-01 07:00:00",1.0041,"1b"
"2025-02-01 08:00:00",1.13121666666666,"1b"
"2025-02-01 09:00:00",1.0823,"1b"
"2025-02-01 10:00:00",1.20541666666666,"1b"
"2025-02-01 11:00:00",1.16648333333333,"1b"
"2025-02-01 12:00:00",1.26365,"1b"
"2025-02-01 13:00:00",1.17906666666666,"1b"
"2025-02-01 14:00:00",0.93236666666666,"1b"
"2025-02-01 15:00:00",0.82983333333333,"1b"
"2025-02-01 16:00:00",1.04636666666666,"1b"
"2025-02-01 17:00:00",1.15965451977401,"1b"
"2025-02-01 18:00:00",1.2224511299435,"1b"
"2025-02-01 19:00:00",1.27658672316384,"1b"
"2025-02-01 20:00:00",1.20685,"1b"
"2025-02-01 21:00:00",1.09805,"1b"
"2025-02-01 22:00:00",1.21468333333333,"1b"
"2025-02-01 23:00:00",1.22153333333333,"1b"
"2025-02-02 00:00:00",1.16099350282486,"1b"
"2025-02-02 01:00:00",1.33338333333333,"1b"
"2025-02-02 02:00:00",1.315,"1b"
"2025-02-02 03:00:00",1.28553333333333,"1b"
"2025-02-02 04:00:00",1.33226468926553,"1b"
"2025-02-02 05:00:00",1.33258672316384,"1b"
"2025-02-02 06:00:00",1.32148333333333,"1b"
"2025-02-02 07:00:00",1.19346666666666,"1b"
"2025-02-02 08:00:00",1.15835,"1b"
"2025-02-02 09:00:00",1.16108333333333,"1b"
"2025-02-02 10:00:00",1.18873333333333,"1b"
"2025-02-02 11:00:00",1.32176666666666,"1b"
"2025-02-02 12:00:00",1.3164,"1b"
"2025-02-02 13:00:00",1.36495,"1b"
"2025-02-02 14:00:00",1.28825,"1b"
"2025-02-02 15:00:00",1.23515,"1b"
"2025-02-02 16:00:00",1.19135,"1b"
"2025-02-02 17:00:00",1.2196,"1b"
"2025-02-02 18:00:00",1.21509519774011,"1b"
"2025-02-02 19:00:00",1.19586666666666,"1b"
"2025-02-02 20:00:00",1.25015,"1b"
"2025-02-02 21:00:00",1.17356666666666,"1b"
"2025-02-02 22:00:00",1.2759,"1b"
"2025-02-02 23:00:00",1.0994,"1b"
"2025-02-03 00:00:00",1.10206666666666,"1b"
"2025-02-03 01:00:00",1.22768333333333,"1b"
"2025-02-03 02:00:00",1.12296666666666,"1b"
"2025-02-03 03:00:00",1.10341666666666,"1b"
"2025-02-03 04:00:00",1.13456666666666,"1b"
"2025-02-03 05:00:00",0.98276666666666,"1b"
"2025-02-03 06:00:00",0.98319689265536,"1b"
"2025-02-03 07:00:00",0.9175,"1b"
"2025-02-03 08:00:00",1.05291666666666,"1b"
"2025-02-03 09:00:00",1.07503333333333,"1b"
