"datetime","SO2","qc_flag_SO2"
"2025-05-01 00:00:00",2.27893333333333,"1b"
"2025-05-01 01:00:00",2.13986206896552,"1b"
"2025-05-01 02:00:00",2.178,"1b"
"2025-05-01 03:00:00",2.1759,"1b"
"2025-05-01 04:00:00",2.27158333333333,"1b"
"2025-05-01 05:00:00",2.22051666666667,"1b"
"2025-05-01 06:00:00",2.22025,"1b"
"2025-05-01 07:00:00",2.678,"1b"
"2025-05-01 08:00:00",3.0398,"1b"
"2025-05-01 09:00:00",3.08495,"1b"
"2025-05-01 10:00:00",NA,"5b"
"2025-05-01 11:00:00",NA,"5b"
"2025-05-01 12:00:00",NA,"5b"
"2025-05-01 13:00:00",NA,"5b"
"2025-05-01 14:00:00",NA,"5b"
"2025-05-01 15:00:00",NA,"5b"
"2025-05-01 16:00:00",2.48342857142857,"1b"
"2025-05-01 17:00:00",2.42341071428571,"1b"
"2025-05-01 18:00:00",2.53763333333333,"1b"
"2025-05-01 19:00:00",2.6103,"1b"
"2025-05-01 20:00:00",2.45205,"1b"
"2025-05-01 21:00:00",2.27835,"1b"
"2025-05-01 22:00:00",2.5205,"1b"
"2025-05-01 23:00:00",2.29045,"1b"
"2025-05-02 00:00:00",2.30766666666667,"1b"
"2025-05-02 01:00:00",2.41513793103448,"1b"
"2025-05-02 02:00:00",2.18941666666667,"1b"
"2025-05-02 03:00:00",2.22068333333333,"1b"
"2025-05-02 04:00:00",2.2576,"1b"
"2025-05-02 05:00:00",2.36308333333333,"1b"
"2025-05-02 06:00:00",2.39886666666667,"1b"
"2025-05-02 07:00:00",2.49566666666667,"1b"
"2025-05-02 08:00:00",2.70321666666667,"1b"
"2025-05-02 09:00:00",2.58621666666667,"1b"
"2025-05-02 10:00:00",2.82085,"1b"
"2025-05-02 11:00:00",2.83921666666667,"1b"
"2025-05-02 12:00:00",2.40246666666667,"1b"
"2025-05-02 13:00:00",2.48576666666667,"1b"
"2025-05-02 14:00:00",2.6452,"1b"
"2025-05-02 15:00:00",2.51433333333333,"1b"
"2025-05-02 16:00:00",2.38401666666667,"1b"
"2025-05-02 17:00:00",2.91203333333333,"1b"
"2025-05-02 18:00:00",2.91685,"1b"
"2025-05-02 19:00:00",3.04501666666667,"1b"
"2025-05-02 20:00:00",3.16298333333333,"1b"
"2025-05-02 21:00:00",2.99005,"1b"
"2025-05-02 22:00:00",3.0417,"1b"
