"datetime","O3","qc_flag_O3"
"2021-03-01 00:00:00",11.45785,"1b"
"2021-03-01 01:00:00",9.62643181818182,"1b"
"2021-03-01 02:00:00",8.13033333333333,"1b"
"2021-03-01 03:00:00",9.22308333333333,"1b"
"2021-03-01 04:00:00",8.74206666666667,"1b"
"2021-03-01 05:00:00",4.34171666666667,"1b"
"2021-03-01 06:00:00",4.54081666666667,"1b"
"2021-03-01 07:00:00",4.02353333333333,"1b"
"2021-03-01 08:00:00",6.90251666666667,"1b"
"2021-03-01 09:00:00",11.8280666666667,"1b"
"2021-03-01 10:00:00",10.6978333333333,"1b"
"2021-03-01 11:00:00",11.1353,"1b"
"2021-03-01 12:00:00",10.89795,"1b"
"2021-03-01 13:00:00",10.3789,"1b"
"2021-03-01 14:00:00",13.4883666666667,"1b"
"2021-03-01 15:00:00",15.0086666666667,"1b"
"2021-03-01 16:00:00",15.2757,"1b"
"2021-03-01 17:00:00",15.3269166666667,"1b"
"2021-03-01 18:00:00",14.52195,"1b"
"2021-03-01 19:00:00",14.17525,"1b"
"2021-03-01 20:00:00",17.3911166666667,"1b"
"2021-03-01 21:00:00",19.1253666666667,"1b"
"2021-03-01 22:00:00",19.5944166666667,"1b"
"2021-03-01 23:00:00",19.7841333333333,"1b"
"2021-03-02 00:00:00",19.778425,"1b"
"2021-03-02 01:00:00",19.7489318181818,"1b"
"2021-03-02 02:00:00",19.4704666666667,"1b"
"2021-03-02 03:00:00",19.4539,"1b"
"2021-03-02 04:00:00",18.3018666666667,"1b"
"2021-03-02 05:00:00",16.5777333333333,"1b"
"2021-03-02 06:00:00",16.5749333333333,"1b"
"2021-03-02 07:00:00",13.61445,"1b"
"2021-03-02 08:00:00",14.5217666666667,"1b"
"2021-03-02 09:00:00",12.9667166666667,"1b"
"2021-03-02 10:00:00",12.4638666666667,"1b"
"2021-03-02 11:00:00",10.8416,"1b"
"2021-03-02 12:00:00",13.7674,"1b"
"2021-03-02 13:00:00",15.3093,"1b"
"2021-03-02 14:00:00",14.9454666666667,"1b"
"2021-03-02 15:00:00",14.0497333333333,"1b"
"2021-03-02 16:00:00",12.2774833333333,"1b"
"2021-03-02 17:00:00",10.0296666666667,"1b"
"2021-03-02 18:00:00",10.3931333333333,"1b"
"2021-03-02 19:00:00",11.7512,"1b"
"2021-03-02 20:00:00",11.7613333333333,"1b"
"2021-03-02 21:00:00",11.87785,"1b"
"2021-03-02 22:00:00",11.9693,"1b"
"2021-03-02 23:00:00",12.6516833333333,"1b"
"2021-03-03 00:00:00",13.504775,"1b"
"2021-03-03 01:00:00",12.1093636363636,"1b"
"2021-03-03 02:00:00",12.2313,"1b"
"2021-03-03 03:00:00",11.2608166666667,"1b"
"2021-03-03 04:00:00",10.3718666666667,"1b"
"2021-03-03 05:00:00",9.73266666666667,"1b"
"2021-03-03 06:00:00",7.09268333333333,"1b"
"2021-03-03 07:00:00",5.95773333333333,"1b"
"2021-03-03 08:00:00",4.2153,"1b"
"2021-03-03 09:00:00",3.37986666666667,"1b"
"2021-03-03 10:00:00",3.86741666666667,"1b"
"2021-03-03 11:00:00",3.14826666666667,"1b"
"2021-03-03 12:00:00",4.09296666666667,"1b"
"2021-03-03 13:00:00",4.47941666666667,"1b"
"2021-03-03 14:00:00",2.56981666666667,"1b"
"2021-03-03 15:00:00",2.31041666666667,"1b"
"2021-03-03 16:00:00",1.90566666666667,"1b"
"2021-03-03 17:00:00",1.34668333333333,"1b"
"2021-03-03 18:00:00",1.0616,"1b"
"2021-03-03 19:00:00",1.13326666666667,"1b"
"2021-03-03 20:00:00",1.95071666666667,"1b"
"2021-03-03 21:00:00",3.08625,"1b"
"2021-03-03 22:00:00",5.24578333333333,"1b"
"2021-03-03 23:00:00",6.81421666666667,"1b"
"2021-03-04 00:00:00",4.928325,"1b"
"2021-03-04 01:00:00",5.45177272727273,"1b"
"2021-03-04 02:00:00",4.9926,"1b"
"2021-03-04 03:00:00",6.36003333333333,"1b"
"2021-03-04 04:00:00",9.53483333333333,"1b"
"2021-03-04 05:00:00",14.5483833333333,"1b"
"2021-03-04 06:00:00",15.35435,"1b"
"2021-03-04 07:00:00",12.8671666666667,"1b"
"2021-03-04 08:00:00",11.8410166666667,"1b"
"2021-03-04 09:00:00",14.5524,"1b"
"2021-03-04 10:00:00",12.3130666666667,"1b"
"2021-03-04 11:00:00",14.9165333333333,"1b"
"2021-03-04 12:00:00",18.89885,"1b"
