"datetime","O3","qc_flag_O3"
"2021-05-01 00:00:00",18.891925,"1b"
"2021-05-01 01:00:00",17.2112045454545,"1b"
"2021-05-01 02:00:00",17.0516666666667,"1b"
"2021-05-01 03:00:00",15.1761,"1b"
"2021-05-01 04:00:00",12.6477,"1b"
"2021-05-01 05:00:00",12.6861333333333,"1b"
"2021-05-01 06:00:00",17.11045,"1b"
"2021-05-01 07:00:00",20.0185333333333,"1b"
"2021-05-01 08:00:00",21.3124833333333,"1b"
"2021-05-01 09:00:00",22.78465,"1b"
"2021-05-01 10:00:00",31.4847333333333,"1b"
"2021-05-01 11:00:00",33.05555,"1b"
"2021-05-01 12:00:00",31.6127333333333,"1b"
"2021-05-01 13:00:00",35.9745,"1b"
"2021-05-01 14:00:00",33.4325666666667,"1b"
"2021-05-01 15:00:00",35.4352,"1b"
"2021-05-01 16:00:00",34.9923166666667,"1b"
"2021-05-01 17:00:00",33.2889666666667,"1b"
"2021-05-01 18:00:00",29.9434333333333,"1b"
"2021-05-01 19:00:00",33.0300666666667,"1b"
"2021-05-01 20:00:00",27.4594833333333,"1b"
"2021-05-01 21:00:00",22.1628666666667,"1b"
"2021-05-01 22:00:00",17.3917166666667,"1b"
"2021-05-01 23:00:00",10.3272833333333,"1b"
"2021-05-02 00:00:00",7.20065,"1b"
"2021-05-02 01:00:00",11.0448636363636,"1b"
"2021-05-02 02:00:00",10.4929,"1b"
"2021-05-02 03:00:00",10.6377,"1b"
"2021-05-02 04:00:00",6.30781666666667,"1b"
"2021-05-02 05:00:00",6.49221666666667,"1b"
"2021-05-02 06:00:00",17.6228,"1b"
"2021-05-02 07:00:00",25.9687166666667,"1b"
"2021-05-02 08:00:00",28.8703833333333,"1b"
"2021-05-02 09:00:00",29.5856666666667,"1b"
"2021-05-02 10:00:00",31.9039666666667,"1b"
"2021-05-02 11:00:00",31.4855,"1b"
"2021-05-02 12:00:00",33.4453333333333,"1b"
"2021-05-02 13:00:00",34.96725,"1b"
"2021-05-02 14:00:00",33.9254666666667,"1b"
"2021-05-02 15:00:00",32.4091833333333,"1b"
"2021-05-02 16:00:00",31.2550166666667,"1b"
