"datetime","O3","qc_flag_O3"
"2021-04-01 00:00:00",30.0674,"1b"
"2021-04-01 01:00:00",23.3404545454545,"1b"
"2021-04-01 02:00:00",26.2629333333333,"1b"
"2021-04-01 03:00:00",25.4764666666667,"1b"
"2021-04-01 04:00:00",23.7662666666667,"1b"
"2021-04-01 05:00:00",23.0678333333333,"1b"
"2021-04-01 06:00:00",20.5743333333333,"1b"
"2021-04-01 07:00:00",20.1938333333333,"1b"
"2021-04-01 08:00:00",20.7761333333333,"1b"
"2021-04-01 09:00:00",22.1546,"1b"
"2021-04-01 10:00:00",21.8506333333333,"1b"
"2021-04-01 11:00:00",23.1005333333333,"1b"
"2021-04-01 12:00:00",21.8234333333333,"1b"
"2021-04-01 13:00:00",22.722,"1b"
"2021-04-01 14:00:00",23.3586,"1b"
"2021-04-01 15:00:00",23.6468666666667,"1b"
"2021-04-01 16:00:00",24.8939333333333,"1b"
"2021-04-01 17:00:00",24.8341666666667,"1b"
"2021-04-01 18:00:00",25.0713666666667,"1b"
"2021-04-01 19:00:00",25.6362666666667,"1b"
"2021-04-01 20:00:00",26.0906,"1b"
"2021-04-01 21:00:00",27.3365,"1b"
"2021-04-01 22:00:00",28.8734,"1b"
"2021-04-01 23:00:00",29.4357666666667,"1b"
"2021-04-02 00:00:00",29.40555,"1b"
"2021-04-02 01:00:00",30.6973636363636,"1b"
"2021-04-02 02:00:00",30.2669833333333,"1b"
"2021-04-02 03:00:00",32.6278666666667,"1b"
"2021-04-02 04:00:00",32.6889666666667,"1b"
"2021-04-02 05:00:00",31.3269,"1b"
"2021-04-02 06:00:00",30.3941333333333,"1b"
"2021-04-02 07:00:00",31.3397,"1b"
"2021-04-02 08:00:00",31.0635666666667,"1b"
"2021-04-02 09:00:00",29.9612333333333,"1b"
"2021-04-02 10:00:00",29.5410666666667,"1b"
"2021-04-02 11:00:00",28.9213666666667,"1b"
"2021-04-02 12:00:00",29.1248,"1b"
"2021-04-02 13:00:00",29.0196,"1b"
"2021-04-02 14:00:00",29.6492333333333,"1b"
"2021-04-02 15:00:00",30.3755666666667,"1b"
"2021-04-02 16:00:00",28.8204333333333,"1b"
"2021-04-02 17:00:00",28.3156333333333,"1b"
"2021-04-02 18:00:00",28.134,"1b"
"2021-04-02 19:00:00",27.0200666666667,"1b"
"2021-04-02 20:00:00",26.7890666666667,"1b"
"2021-04-02 21:00:00",28.9365,"1b"
"2021-04-02 22:00:00",26.6101333333333,"1b"
"2021-04-02 23:00:00",25.9756666666667,"1b"
"2021-04-03 00:00:00",25.2791,"1b"
"2021-04-03 01:00:00",24.3385909090909,"1b"
"2021-04-03 02:00:00",24.6226,"1b"
"2021-04-03 03:00:00",24.4602333333333,"1b"
