"datetime","O3","qc_flag_O3"
"2025-09-01 00:00:00",24.0806666666667,"1b"
"2025-09-01 01:00:00",23.7324137931034,"1b"
"2025-09-01 02:00:00",22.9905,"1b"
"2025-09-01 03:00:00",21.9391666666667,"1b"
"2025-09-01 04:00:00",22.093,"1b"
"2025-09-01 05:00:00",22.1293333333333,"1b"
"2025-09-01 06:00:00",21.7465,"1b"
"2025-09-01 07:00:00",22.569,"1b"
"2025-09-01 08:00:00",23.4693333333333,"1b"
"2025-09-01 09:00:00",23.9718333333333,"1b"
"2025-09-01 10:00:00",23.4816666666667,"1b"
"2025-09-01 11:00:00",24.694,"1b"
"2025-09-01 12:00:00",24.0063333333333,"1b"
"2025-09-01 13:00:00",22.9191666666667,"1b"
"2025-09-01 14:00:00",23.5408333333333,"1b"
"2025-09-01 15:00:00",22.4426666666667,"1b"
"2025-09-01 16:00:00",23.0691666666667,"1b"
"2025-09-01 17:00:00",21.0246666666667,"1b"
"2025-09-01 18:00:00",22.345,"1b"
"2025-09-01 19:00:00",16.7126666666667,"1b"
"2025-09-01 20:00:00",19.2835,"1b"
"2025-09-01 21:00:00",18.6,"1b"
"2025-09-01 22:00:00",17.4931666666667,"1b"
"2025-09-01 23:00:00",17.6861666666667,"1b"
"2025-09-02 00:00:00",19.1073333333333,"1b"
"2025-09-02 01:00:00",19.1634482758621,"1b"
"2025-09-02 02:00:00",18.5705,"1b"
"2025-09-02 03:00:00",18.7295,"1b"
"2025-09-02 04:00:00",18.967,"1b"
"2025-09-02 05:00:00",18.771,"1b"
"2025-09-02 06:00:00",17.956,"1b"
"2025-09-02 07:00:00",18.6988333333333,"1b"
"2025-09-02 08:00:00",21.8573333333333,"1b"
"2025-09-02 09:00:00",22.645,"1b"
"2025-09-02 10:00:00",22.5291666666667,"1b"
"2025-09-02 11:00:00",22.4623333333333,"1b"
"2025-09-02 12:00:00",22.6631666666667,"1b"
"2025-09-02 13:00:00",23.5195,"1b"
"2025-09-02 14:00:00",24.8091666666667,"1b"
"2025-09-02 15:00:00",25.6045,"1b"
"2025-09-02 16:00:00",24.5768333333333,"1b"
"2025-09-02 17:00:00",23.0881666666667,"1b"
"2025-09-02 18:00:00",22.8558333333333,"1b"
"2025-09-02 19:00:00",18.738,"1b"
"2025-09-02 20:00:00",17.6365,"1b"
"2025-09-02 21:00:00",16.3728333333333,"1b"
"2025-09-02 22:00:00",16.939,"1b"
"2025-09-02 23:00:00",18.1298333333333,"1b"
"2025-09-03 00:00:00",18.9476666666667,"1b"
"2025-09-03 01:00:00",17.6720689655172,"1b"
"2025-09-03 02:00:00",18.5245,"1b"
"2025-09-03 03:00:00",20.3096666666667,"1b"
"2025-09-03 04:00:00",19.5453333333333,"1b"
"2025-09-03 05:00:00",18.9538333333333,"1b"
"2025-09-03 06:00:00",17.1593333333333,"1b"
"2025-09-03 07:00:00",15.481,"1b"
"2025-09-03 08:00:00",21.1531666666667,"1b"
"2025-09-03 09:00:00",22.2856666666667,"1b"
"2025-09-03 10:00:00",24.1416666666667,"1b"
"2025-09-03 11:00:00",26.6905,"1b"
"2025-09-03 12:00:00",28.4813333333333,"1b"
"2025-09-03 13:00:00",29.6103333333333,"1b"
"2025-09-03 14:00:00",28.625,"1b"
"2025-09-03 15:00:00",28.5526666666667,"1b"
"2025-09-03 16:00:00",26.6746666666667,"1b"
"2025-09-03 17:00:00",23.3781666666667,"1b"
"2025-09-03 18:00:00",23.7388333333333,"1b"
"2025-09-03 19:00:00",21.1968333333333,"1b"
"2025-09-03 20:00:00",20.6585,"1b"
"2025-09-03 21:00:00",18.639,"1b"
"2025-09-03 22:00:00",21.0575,"1b"
"2025-09-03 23:00:00",22.3545,"1b"
"2025-09-04 00:00:00",22.1723333333333,"1b"
"2025-09-04 01:00:00",20.7527586206897,"1b"
