"datetime","O3","qc_flag_O3"
"2024-07-01 00:00:00",13.5995666666667,"1b"
"2024-07-01 01:00:00",13.0456818181818,"1b"
"2024-07-01 02:00:00",12.0525333333333,"1b"
"2024-07-01 03:00:00",13.0457,"1b"
"2024-07-01 04:00:00",11.5345666666667,"1b"
"2024-07-01 05:00:00",9.8835,"1b"
"2024-07-01 06:00:00",13.7127666666667,"1b"
"2024-07-01 07:00:00",16.7552666666667,"1b"
"2024-07-01 08:00:00",15.0190166666667,"1b"
"2024-07-01 09:00:00",15.9945666666667,"1b"
"2024-07-01 10:00:00",12.7725666666667,"1b"
"2024-07-01 11:00:00",12.4938333333333,"1b"
"2024-07-01 12:00:00",17.7718166666667,"1b"
"2024-07-01 13:00:00",20.58345,"1b"
"2024-07-01 14:00:00",20.2023166666667,"1b"
"2024-07-01 15:00:00",18.6244833333333,"1b"
"2024-07-01 16:00:00",18.36605,"1b"
"2024-07-01 17:00:00",17.7000833333333,"1b"
"2024-07-01 18:00:00",16.22925,"1b"
"2024-07-01 19:00:00",16.0660833333333,"1b"
"2024-07-01 20:00:00",16.1293333333333,"1b"
"2024-07-01 21:00:00",18.5177,"1b"
"2024-07-01 22:00:00",20.6484833333333,"1b"
"2024-07-01 23:00:00",20.1037666666667,"1b"
"2024-07-02 00:00:00",21.6514666666667,"1b"
"2024-07-02 01:00:00",21.1860227272727,"1b"
"2024-07-02 02:00:00",19.8831666666667,"1b"
"2024-07-02 03:00:00",18.7493333333333,"1b"
"2024-07-02 04:00:00",18.1583833333333,"1b"
"2024-07-02 05:00:00",16.9151166666667,"1b"
"2024-07-02 06:00:00",15.65115,"1b"
"2024-07-02 07:00:00",16.5128,"1b"
"2024-07-02 08:00:00",17.5917666666667,"1b"
"2024-07-02 09:00:00",18.3938666666667,"1b"
"2024-07-02 10:00:00",15.9758833333333,"1b"
"2024-07-02 11:00:00",18.8396666666667,"1b"
"2024-07-02 12:00:00",19.2374333333333,"1b"
"2024-07-02 13:00:00",21.69935,"1b"
"2024-07-02 14:00:00",23.68535,"1b"
"2024-07-02 15:00:00",24.5667166666667,"1b"
"2024-07-02 16:00:00",25.3443,"1b"
"2024-07-02 17:00:00",24.76645,"1b"
"2024-07-02 18:00:00",23.7699,"1b"
"2024-07-02 19:00:00",22.3026333333333,"1b"
"2024-07-02 20:00:00",20.90685,"1b"
"2024-07-02 21:00:00",18.6883333333333,"1b"
"2024-07-02 22:00:00",18.6518833333333,"1b"
"2024-07-02 23:00:00",19.4365833333333,"1b"
"2024-07-03 00:00:00",19.9516666666667,"1b"
"2024-07-03 01:00:00",16.2678863636364,"1b"
"2024-07-03 02:00:00",14.8641333333333,"1b"
"2024-07-03 03:00:00",14.2379,"1b"
"2024-07-03 04:00:00",15.8312333333333,"1b"
"2024-07-03 05:00:00",16.5473833333333,"1b"
"2024-07-03 06:00:00",18.7972,"1b"
"2024-07-03 07:00:00",15.3807166666667,"1b"
"2024-07-03 08:00:00",14.38565,"1b"
"2024-07-03 09:00:00",16.9523728813559,"1b"
"2024-07-03 10:00:00",22.2165166666667,"1b"
"2024-07-03 11:00:00",23.4852666666667,"1b"
"2024-07-03 12:00:00",22.5434833333333,"1b"
"2024-07-03 13:00:00",23.3695666666667,"1b"
"2024-07-03 14:00:00",22.62155,"1b"
"2024-07-03 15:00:00",21.21215,"1b"
"2024-07-03 16:00:00",19.4321833333333,"1b"
"2024-07-03 17:00:00",20.3735833333333,"1b"
"2024-07-03 18:00:00",21.0916,"1b"
"2024-07-03 19:00:00",20.9405,"1b"
"2024-07-03 20:00:00",21.81365,"1b"
"2024-07-03 21:00:00",20.0209333333333,"1b"
"2024-07-03 22:00:00",19.3053833333333,"1b"
"2024-07-03 23:00:00",18.7047166666667,"1b"
"2024-07-04 00:00:00",18.863,"1b"
"2024-07-04 01:00:00",21.5325681818182,"1b"
"2024-07-04 02:00:00",21.2460166666667,"1b"
"2024-07-04 03:00:00",18.7256,"1b"
"2024-07-04 04:00:00",19.5049666666667,"1b"
"2024-07-04 05:00:00",18.9679166666667,"1b"
"2024-07-04 06:00:00",18.3402666666667,"1b"
"2024-07-04 07:00:00",21.3104666666667,"1b"
"2024-07-04 08:00:00",23.0226666666667,"1b"
"2024-07-04 09:00:00",22.9273333333333,"1b"
"2024-07-04 10:00:00",22.5038666666667,"1b"
"2024-07-04 11:00:00",23.8233333333333,"1b"
"2024-07-04 12:00:00",24.2035833333333,"1b"
"2024-07-04 13:00:00",24.0585,"1b"
"2024-07-04 14:00:00",24.1206666666667,"1b"
"2024-07-04 15:00:00",23.86,"1b"
"2024-07-04 16:00:00",22.81555,"1b"
"2024-07-04 17:00:00",22.1128666666667,"1b"
"2024-07-04 18:00:00",20.7606166666667,"1b"
"2024-07-04 19:00:00",20.84365,"1b"
"2024-07-04 20:00:00",21.0902666666667,"1b"
"2024-07-04 21:00:00",20.5763833333333,"1b"
"2024-07-04 22:00:00",20.6805,"1b"
"2024-07-04 23:00:00",20.4792,"1b"
"2024-07-05 00:00:00",20.4869666666667,"1b"
"2024-07-05 01:00:00",22.6664545454545,"1b"
"2024-07-05 02:00:00",21.7722833333333,"1b"
"2024-07-05 03:00:00",21.9798666666667,"1b"
"2024-07-05 04:00:00",21.3369166666667,"1b"
"2024-07-05 05:00:00",19.73655,"1b"
"2024-07-05 06:00:00",18.6456166666667,"1b"
"2024-07-05 07:00:00",19.8285,"1b"
"2024-07-05 08:00:00",21.0064,"1b"
