"datetime","O3","qc_flag_O3"
"2022-08-01 00:00:00",17.9309,"1b"
"2022-08-01 01:00:00",21.7276363636364,"1b"
"2022-08-01 02:00:00",18.5737333333333,"1b"
"2022-08-01 03:00:00",17.7496333333333,"1b"
"2022-08-01 04:00:00",15.6799166666667,"1b"
"2022-08-01 05:00:00",15.8181666666667,"1b"
"2022-08-01 06:00:00",16.7881333333333,"1b"
"2022-08-01 07:00:00",16.9282,"1b"
"2022-08-01 08:00:00",20.0378,"1b"
"2022-08-01 09:00:00",25.0628166666667,"1b"
"2022-08-01 10:00:00",26.98065,"1b"
"2022-08-01 11:00:00",27.9541166666667,"1b"
"2022-08-01 12:00:00",30.0214166666667,"1b"
"2022-08-01 13:00:00",30.1259166666667,"1b"
"2022-08-01 14:00:00",30.221,"1b"
"2022-08-01 15:00:00",31.106,"1b"
"2022-08-01 16:00:00",30.5505833333333,"1b"
"2022-08-01 17:00:00",32.7066666666667,"1b"
"2022-08-01 18:00:00",32.8006,"1b"
"2022-08-01 19:00:00",26.58165,"1b"
"2022-08-01 20:00:00",18.5713333333333,"1b"
"2022-08-01 21:00:00",18.6033333333333,"1b"
"2022-08-01 22:00:00",16.0081833333333,"1b"
"2022-08-01 23:00:00",13.2188,"1b"
"2022-08-02 00:00:00",11.5914,"1b"
"2022-08-02 01:00:00",9.05965909090909,"1b"
"2022-08-02 02:00:00",9.04991666666667,"1b"
"2022-08-02 03:00:00",9.3069,"1b"
"2022-08-02 04:00:00",8.72565,"1b"
"2022-08-02 05:00:00",7.24495,"1b"
"2022-08-02 06:00:00",6.89528333333333,"1b"
"2022-08-02 07:00:00",7.71433333333333,"1b"
"2022-08-02 08:00:00",8.05045,"1b"
"2022-08-02 09:00:00",10.2301166666667,"1b"
"2022-08-02 10:00:00",10.1318666666667,"1b"
"2022-08-02 11:00:00",11.6596,"1b"
"2022-08-02 12:00:00",12.4448,"1b"
"2022-08-02 13:00:00",13.5677666666667,"1b"
"2022-08-02 14:00:00",13.03815,"1b"
"2022-08-02 15:00:00",12.9128833333333,"1b"
"2022-08-02 16:00:00",13.1526166666667,"1b"
"2022-08-02 17:00:00",14.1861833333333,"1b"
"2022-08-02 18:00:00",14.28615,"1b"
"2022-08-02 19:00:00",12.3224,"1b"
"2022-08-02 20:00:00",11.0027833333333,"1b"
"2022-08-02 21:00:00",10.5354,"1b"
