"datetime","SO2","qc_flag_SO2"
"2025-01-01 00:00:00",2.61583333333333,"1b"
"2025-01-01 01:00:00",2.42855,"1b"
"2025-01-01 02:00:00",2.39506666666666,"1b"
"2025-01-01 03:00:00",2.44593333333333,"1b"
"2025-01-01 04:00:00",2.69746666666666,"1b"
"2025-01-01 05:00:00",2.70038333333333,"1b"
"2025-01-01 06:00:00",2.74068333333333,"1b"
"2025-01-01 07:00:00",2.71655,"1b"
"2025-01-01 08:00:00",2.56226666666666,"1b"
"2025-01-01 09:00:00",2.8116,"1b"
"2025-01-01 10:00:00",2.63753333333333,"1b"
"2025-01-01 11:00:00",2.53581666666666,"1b"
"2025-01-01 12:00:00",2.68571666666666,"1b"
"2025-01-01 13:00:00",2.93798333333333,"1b"
"2025-01-01 14:00:00",2.56806666666666,"1b"
"2025-01-01 15:00:00",2.55488333333333,"1b"
"2025-01-01 16:00:00",2.6079,"1b"
"2025-01-01 17:00:00",2.64116666666666,"1b"
"2025-01-01 18:00:00",2.46973333333333,"1b"
"2025-01-01 19:00:00",2.68046666666666,"1b"
"2025-01-01 20:00:00",2.69298333333333,"1b"
"2025-01-01 21:00:00",2.59223333333333,"1b"
"2025-01-01 22:00:00",2.49718333333333,"1b"
"2025-01-01 23:00:00",2.33685,"1b"
"2025-01-02 00:00:00",2.36176666666666,"1b"
"2025-01-02 01:00:00",2.45251666666666,"1b"
"2025-01-02 02:00:00",2.50801666666666,"1b"
"2025-01-02 03:00:00",2.42776666666666,"1b"
"2025-01-02 04:00:00",2.38781666666666,"1b"
"2025-01-02 05:00:00",2.15976666666666,"1b"
"2025-01-02 06:00:00",2.39358333333333,"1b"
"2025-01-02 07:00:00",2.62983333333333,"1b"
"2025-01-02 08:00:00",2.5776,"1b"
"2025-01-02 09:00:00",2.65638333333333,"1b"
"2025-01-02 10:00:00",2.16837485875706,"1b"
"2025-01-02 11:00:00",1.95956666666666,"1b"
"2025-01-02 12:00:00",2.34056666666666,"1b"
"2025-01-02 13:00:00",2.80365,"1b"
"2025-01-02 14:00:00",2.58198333333333,"1b"
"2025-01-02 15:00:00",2.86781666666666,"1b"
"2025-01-02 16:00:00",2.94153333333333,"1b"
"2025-01-02 17:00:00",2.79283333333333,"1b"
"2025-01-02 18:00:00",2.89751666666666,"1b"
"2025-01-02 19:00:00",2.78356666666666,"1b"
"2025-01-02 20:00:00",2.8246,"1b"
"2025-01-02 21:00:00",2.72008333333333,"1b"
"2025-01-02 22:00:00",2.80488333333333,"1b"
"2025-01-02 23:00:00",2.62655,"1b"
"2025-01-03 00:00:00",2.48085,"1b"
"2025-01-03 01:00:00",2.47013333333333,"1b"
"2025-01-03 02:00:00",2.36726666666666,"1b"
"2025-01-03 03:00:00",2.36363333333333,"1b"
"2025-01-03 04:00:00",2.3732,"1b"
"2025-01-03 05:00:00",2.43386666666666,"1b"
"2025-01-03 06:00:00",2.33895,"1b"
"2025-01-03 07:00:00",2.27746666666666,"1b"
"2025-01-03 08:00:00",2.38281666666666,"1b"
"2025-01-03 09:00:00",2.39193418079096,"1b"
"2025-01-03 10:00:00",2.40513333333333,"1b"
"2025-01-03 11:00:00",2.42783333333333,"1b"
"2025-01-03 12:00:00",2.14458333333333,"1b"
"2025-01-03 13:00:00",2.15258333333333,"1b"
"2025-01-03 14:00:00",1.9519,"1b"
"2025-01-03 15:00:00",2.00793333333333,"1b"
"2025-01-03 16:00:00",1.854,"1b"
"2025-01-03 17:00:00",2.2068,"1b"
"2025-01-03 18:00:00",2.27248333333333,"1b"
"2025-01-03 19:00:00",2.6801,"1b"
"2025-01-03 20:00:00",2.66246666666666,"1b"
"2025-01-03 21:00:00",2.4875,"1b"
"2025-01-03 22:00:00",2.43368333333333,"1b"
"2025-01-03 23:00:00",2.54676666666666,"1b"
"2025-01-04 00:00:00",2.50716666666666,"1b"
"2025-01-04 01:00:00",2.36281666666666,"1b"
"2025-01-04 02:00:00",1.83351666666666,"1b"
"2025-01-04 03:00:00",1.91981666666666,"1b"
"2025-01-04 04:00:00",2.25201666666666,"1b"
"2025-01-04 05:00:00",2.35823333333333,"1b"
"2025-01-04 06:00:00",2.4378,"1b"
"2025-01-04 07:00:00",2.34581666666666,"1b"
"2025-01-04 08:00:00",2.54478333333333,"1b"
"2025-01-04 09:00:00",2.24853333333333,"1b"
"2025-01-04 10:00:00",2.32971666666666,"1b"
"2025-01-04 11:00:00",2.38628333333333,"1b"
"2025-01-04 12:00:00",2.32623333333333,"1b"
"2025-01-04 13:00:00",2.61701666666666,"1b"
"2025-01-04 14:00:00",2.54143333333333,"1b"
"2025-01-04 15:00:00",2.61275,"1b"
"2025-01-04 16:00:00",2.54638333333333,"1b"
"2025-01-04 17:00:00",2.44603333333333,"1b"
"2025-01-04 18:00:00",2.39688333333333,"1b"
"2025-01-04 19:00:00",2.48248333333333,"1b"
"2025-01-04 20:00:00",2.38835790960452,"1b"
"2025-01-04 21:00:00",2.64693333333333,"1b"
"2025-01-04 22:00:00",3.03911666666666,"1b"
"2025-01-04 23:00:00",2.93655,"1b"
"2025-01-05 00:00:00",2.67175,"1b"
"2025-01-05 01:00:00",2.49341666666666,"1b"
"2025-01-05 02:00:00",2.58618333333333,"1b"
"2025-01-05 03:00:00",2.48413333333333,"1b"
"2025-01-05 04:00:00",2.82005,"1b"
"2025-01-05 05:00:00",3.15408333333333,"1b"
"2025-01-05 06:00:00",3.32175,"1b"
"2025-01-05 07:00:00",3.28401666666666,"1b"
"2025-01-05 08:00:00",3.20995,"1b"
"2025-01-05 09:00:00",2.68205,"1b"
"2025-01-05 10:00:00",2.60723333333333,"1b"
"2025-01-05 11:00:00",2.79773333333333,"1b"
"2025-01-05 12:00:00",2.8284,"1b"
"2025-01-05 13:00:00",2.64156666666666,"1b"
"2025-01-05 14:00:00",2.83903333333333,"1b"
"2025-01-05 15:00:00",3.00745,"1b"
"2025-01-05 16:00:00",2.88261666666666,"1b"
"2025-01-05 17:00:00",3.29221666666666,"1b"
