"datetime","SO2","qc_flag_SO2"
"2024-09-01 00:00:00",0.85285,"1b"
"2024-09-01 01:00:00",0.823916666666667,"1b"
"2024-09-01 02:00:00",0.843833333333333,"1b"
"2024-09-01 03:00:00",0.8672,"1b"
"2024-09-01 04:00:00",0.891483333333333,"1b"
"2024-09-01 05:00:00",0.79475,"1b"
"2024-09-01 06:00:00",0.90355,"1b"
"2024-09-01 07:00:00",0.8607,"1b"
"2024-09-01 08:00:00",0.97155,"1b"
"2024-09-01 09:00:00",1.0884,"1b"
"2024-09-01 10:00:00",0.929783333333333,"1b"
"2024-09-01 11:00:00",0.950766666666667,"1b"
"2024-09-01 12:00:00",1.05725,"1b"
"2024-09-01 13:00:00",1.1314,"1b"
"2024-09-01 14:00:00",1.10238333333333,"1b"
"2024-09-01 15:00:00",1.04698333333333,"1b"
"2024-09-01 16:00:00",1.2467,"1b"
"2024-09-01 17:00:00",1.2061,"1b"
"2024-09-01 18:00:00",1.16318333333333,"1b"
"2024-09-01 19:00:00",1.01703333333333,"1b"
"2024-09-01 20:00:00",1.20953333333333,"1b"
"2024-09-01 21:00:00",1.09176666666667,"1b"
"2024-09-01 22:00:00",1.13275,"1b"
"2024-09-01 23:00:00",1.02725,"1b"
"2024-09-02 00:00:00",1.26422033898305,"1b"
"2024-09-02 01:00:00",1.14253333333333,"1b"
"2024-09-02 02:00:00",1.01066666666667,"1b"
"2024-09-02 03:00:00",1.1987,"1b"
"2024-09-02 04:00:00",1.2134,"1b"
"2024-09-02 05:00:00",1.0679,"1b"
"2024-09-02 06:00:00",1.10206666666667,"1b"
"2024-09-02 07:00:00",1.26385,"1b"
"2024-09-02 08:00:00",1.27183333333333,"1b"
"2024-09-02 09:00:00",1.02148333333333,"1b"
"2024-09-02 10:00:00",1.07891666666667,"1b"
"2024-09-02 11:00:00",1.31245,"1b"
"2024-09-02 12:00:00",1.13,"1b"
"2024-09-02 13:00:00",1.21533333333333,"1b"
"2024-09-02 14:00:00",1.17586666666667,"1b"
"2024-09-02 15:00:00",1.46160714285714,"1b"
"2024-09-02 16:00:00",1.14338333333333,"1b"
"2024-09-02 17:00:00",1.20358333333333,"1b"
