"datetime","SO2","qc_flag_SO2"
"2025-08-01 00:00:00",NA,"5b"
"2025-08-01 01:00:00",NA,"5b"
"2025-08-01 02:00:00",NA,"5b"
"2025-08-01 03:00:00",NA,"5b"
"2025-08-01 04:00:00",NA,"5b"
"2025-08-01 05:00:00",NA,"5b"
"2025-08-01 06:00:00",NA,"5b"
"2025-08-01 07:00:00",NA,"5b"
"2025-08-01 08:00:00",NA,"5b"
"2025-08-01 09:00:00",NA,"5b"
"2025-08-01 10:00:00",0.563333333333333,"1b"
"2025-08-01 11:00:00",0.41655,"1b"
"2025-08-01 12:00:00",0.656833333333333,"1b"
"2025-08-01 13:00:00",0.5112,"1b"
"2025-08-01 14:00:00",0.540316666666667,"1b"
"2025-08-01 15:00:00",0.441616666666667,"1b"
"2025-08-01 16:00:00",0.5746,"1b"
"2025-08-01 17:00:00",0.35935,"1b"
"2025-08-01 18:00:00",0.314846153846154,"1b"
"2025-08-01 19:00:00",0.308933333333333,"1b"
"2025-08-01 20:00:00",0.330966666666667,"1b"
"2025-08-01 21:00:00",0.275366666666667,"1b"
"2025-08-01 22:00:00",0.373824561403509,"1b"
"2025-08-01 23:00:00",0.227116666666667,"1b"
"2025-08-02 00:00:00",0.3956,"1b"
"2025-08-02 01:00:00",0.231379310344828,"1b"
"2025-08-02 02:00:00",0.2673,"1b"
"2025-08-02 03:00:00",0.276183333333333,"1b"
"2025-08-02 04:00:00",0.375733333333333,"1b"
"2025-08-02 05:00:00",0.291016666666667,"1b"
"2025-08-02 06:00:00",0.382066666666667,"1b"
"2025-08-02 07:00:00",0.43325,"1b"
"2025-08-02 08:00:00",0.30985,"1b"
"2025-08-02 09:00:00",0.522983333333333,"1b"
"2025-08-02 10:00:00",0.54395,"1b"
"2025-08-02 11:00:00",0.48725,"1b"
"2025-08-02 12:00:00",0.641233333333333,"1b"
"2025-08-02 13:00:00",0.258277777777778,"1b"
"2025-08-02 14:00:00",0.5487,"1b"
"2025-08-02 15:00:00",0.7516,"1b"
"2025-08-02 16:00:00",0.691216666666667,"1b"
"2025-08-02 17:00:00",0.616466666666667,"1b"
"2025-08-02 18:00:00",0.402416666666667,"1b"
"2025-08-02 19:00:00",0.231288461538462,"1b"
"2025-08-02 20:00:00",0.316866666666667,"1b"
"2025-08-02 21:00:00",0.223416666666667,"1b"
"2025-08-02 22:00:00",0.24595,"1b"
"2025-08-02 23:00:00",0.111468085106383,"1b"
"2025-08-03 00:00:00",0.227933333333333,"1b"
"2025-08-03 01:00:00",0.141931034482759,"1b"
"2025-08-03 02:00:00",0.264836734693878,"1b"
"2025-08-03 03:00:00",0.280366666666667,"1b"
"2025-08-03 04:00:00",0.342833333333333,"1b"
"2025-08-03 05:00:00",0.3354,"1b"
"2025-08-03 06:00:00",0.40615,"1b"
"2025-08-03 07:00:00",0.309216666666667,"1b"
"2025-08-03 08:00:00",0.4299,"1b"
"2025-08-03 09:00:00",0.522933333333333,"1b"
"2025-08-03 10:00:00",0.562116666666667,"1b"
"2025-08-03 11:00:00",0.517683333333333,"1b"
"2025-08-03 12:00:00",0.603433333333333,"1b"
"2025-08-03 13:00:00",0.729266666666667,"1b"
"2025-08-03 14:00:00",0.759916666666667,"1b"
"2025-08-03 15:00:00",0.568483333333333,"1b"
"2025-08-03 16:00:00",0.648966666666667,"1b"
