"datetime","SO2","qc_flag_SO2"
"2026-01-01 00:00:00",2.5675,"1b"
"2026-01-01 01:00:00",2.49030508474576,"1b"
"2026-01-01 02:00:00",2.4175,"1b"
"2026-01-01 03:00:00",2.56661403508772,"1b"
"2026-01-01 04:00:00",2.4658813559322,"1b"
"2026-01-01 05:00:00",2.43917857142857,"1b"
"2026-01-01 06:00:00",2.53522807017544,"1b"
"2026-01-01 07:00:00",2.35525423728814,"1b"
"2026-01-01 08:00:00",2.446,"1b"
"2026-01-01 09:00:00",2.44001818181818,"1b"
"2026-01-01 10:00:00",2.48103389830508,"1b"
"2026-01-01 11:00:00",2.59248333333333,"1b"
"2026-01-01 12:00:00",2.5861724137931,"1b"
"2026-01-01 13:00:00",2.60753448275862,"1b"
"2026-01-01 14:00:00",2.54403448275862,"1b"
"2026-01-01 15:00:00",2.5882641509434,"1b"
"2026-01-01 16:00:00",2.49096551724138,"1b"
"2026-01-01 17:00:00",2.49322413793103,"1b"
"2026-01-01 18:00:00",2.61892727272727,"1b"
"2026-01-01 19:00:00",2.67351785714286,"1b"
"2026-01-01 20:00:00",2.68355357142857,"1b"
"2026-01-01 21:00:00",2.70885964912281,"1b"
"2026-01-01 22:00:00",2.76298214285714,"1b"
"2026-01-01 23:00:00",2.50301694915254,"1b"
"2026-01-02 00:00:00",2.38898214285714,"1b"
"2026-01-02 01:00:00",2.56703636363636,"1b"
"2026-01-02 02:00:00",2.62783050847458,"1b"
"2026-01-02 03:00:00",2.51692452830189,"1b"
"2026-01-02 04:00:00",2.64525,"1b"
"2026-01-02 05:00:00",2.62458620689655,"1b"
"2026-01-02 06:00:00",2.62785185185185,"1b"
"2026-01-02 07:00:00",2.56225862068966,"1b"
"2026-01-02 08:00:00",2.49370909090909,"1b"
"2026-01-02 09:00:00",2.27194736842105,"1b"
"2026-01-02 10:00:00",2.59291228070175,"1b"
"2026-01-02 11:00:00",2.38246296296296,"1b"
"2026-01-02 12:00:00",2.28105263157895,"1b"
"2026-01-02 13:00:00",2.75426785714286,"1b"
"2026-01-02 14:00:00",2.58055357142857,"1b"
"2026-01-02 15:00:00",2.72655172413793,"1b"
"2026-01-02 16:00:00",2.49551724137931,"1b"
"2026-01-02 17:00:00",2.68303389830508,"1b"
"2026-01-02 18:00:00",2.6138,"1b"
"2026-01-02 19:00:00",2.61828070175439,"1b"
"2026-01-02 20:00:00",2.47205454545455,"1b"
"2026-01-02 21:00:00",2.65552727272727,"1b"
"2026-01-02 22:00:00",2.80294444444444,"1b"
"2026-01-02 23:00:00",2.48110526315789,"1b"
"2026-01-03 00:00:00",2.53433333333333,"1b"
"2026-01-03 01:00:00",2.30343103448276,"1b"
"2026-01-03 02:00:00",2.41012280701754,"1b"
"2026-01-03 03:00:00",2.27744827586207,"1b"
"2026-01-03 04:00:00",2.38711538461538,"1b"
"2026-01-03 05:00:00",2.2524406779661,"1b"
"2026-01-03 06:00:00",2.38455357142857,"1b"
"2026-01-03 07:00:00",2.67966037735849,"1b"
"2026-01-03 08:00:00",2.51434482758621,"1b"
"2026-01-03 09:00:00",2.35520338983051,"1b"
"2026-01-03 10:00:00",2.30856363636364,"1b"
"2026-01-03 11:00:00",2.44894642857143,"1b"
"2026-01-03 12:00:00",2.4721724137931,"1b"
"2026-01-03 13:00:00",2.48270175438596,"1b"
"2026-01-03 14:00:00",2.47883333333333,"1b"
"2026-01-03 15:00:00",2.54224137931034,"1b"
"2026-01-03 16:00:00",2.43825862068966,"1b"
"2026-01-03 17:00:00",2.28235,"1b"
"2026-01-03 18:00:00",2.35635714285714,"1b"
"2026-01-03 19:00:00",2.60123636363636,"1b"
"2026-01-03 20:00:00",2.72536666666667,"1b"
"2026-01-03 21:00:00",2.52491228070175,"1b"
"2026-01-03 22:00:00",2.68115517241379,"1b"
"2026-01-03 23:00:00",2.55310909090909,"1b"
"2026-01-04 00:00:00",2.62135087719298,"1b"
"2026-01-04 01:00:00",2.56572413793103,"1b"
"2026-01-04 02:00:00",2.48903448275862,"1b"
