"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2020-01-01,1.4258,1.13546666666667,1.01768333333333,0.96565,0.896816666666667,0.813583333333333,0.82735,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 01:00:00,1.27975,1.09018333333333,0.994783333333333,0.952916666666667,0.893416666666667,0.818533333333333,0.83795,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 02:00:00,1.1998,1.0288,0.93825,0.898716666666667,0.844016666666667,0.779166666666667,0.79765,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 03:00:00,1.17535,1.02371666666667,0.934533333333333,0.894183333333333,0.8378,0.772016666666667,0.7909,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 04:00:00,1.34333333333333,1.17883333333333,1.07895,1.0335,0.96875,0.89605,0.919233333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 05:00:00,1.78419642857143,1.41558928571429,1.264375,1.19716071428571,1.111625,1.00991071428571,1.02848214285714,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 06:00:00,2.18001666666667,1.70868333333333,1.5082,1.426,1.32651666666667,1.22691666666667,1.22123333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 07:00:00,2.1095,1.76826666666667,1.57916666666667,1.49898333333333,1.399,1.29831666666667,1.29353333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 08:00:00,1.86571666666667,1.59058333333333,1.43128333333333,1.3695,1.27991666666667,1.19915,1.19958333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 09:00:00,1.82065,1.55486666666667,1.40661666666667,1.34856666666667,1.26198333333333,1.1842,1.18706666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 10:00:00,1.65498333333333,1.39933333333333,1.26508333333333,1.21131666666667,1.12918333333333,1.05378333333333,1.05608333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 11:00:00,1.58788333333333,1.3598,1.23663333333333,1.18726666666667,1.10681666666667,1.03771666666667,1.04306666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 12:00:00,1.5596,1.35453333333333,1.2393,1.19166666666667,1.11395,1.04568333333333,1.05115,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 13:00:00,1.36158333333333,1.19123333333333,1.09491666666667,1.05606666666667,0.98955,0.9298,0.936583333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 14:00:00,1.42023333333333,1.29465,1.19958333333333,1.16295,1.08071666666667,1.05403333333333,1.04926666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 15:00:00,1.28518333333333,1.13478333333333,1.04753333333333,1.0135,0.934683333333333,0.913183333333333,0.903866666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 16:00:00,1.03475,0.915983333333333,0.847133333333333,0.817966666666667,0.761783333333333,0.726283333333333,0.723916666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 17:00:00,1.18263333333333,1.03648333333333,0.958183333333333,0.925,0.866016666666667,0.820116666666667,0.823183333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 18:00:00,1.77811666666667,1.53545,1.41318333333333,1.35943333333333,1.26781666666667,1.19976666666667,1.20255,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 19:00:00,2.15755357142857,1.65623214285714,1.48005357142857,1.40821428571429,1.30833928571429,1.20544642857143,1.20646428571429,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 20:00:00,2.21368333333333,1.7788,1.5875,1.51168333333333,1.41418333333333,1.30946666666667,1.30286666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 21:00:00,1.62843333333333,1.42343333333333,1.29838333333333,1.24913333333333,1.17548333333333,1.1031,1.09861666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 22:00:00,1.41976666666667,1.2701,1.16001666666667,1.11818333333333,1.04713333333333,1.00626666666667,0.997866666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-01-01 23:00:00,1.26555,1.10275,1.00335,0.966516666666667,0.89575,0.8758,0.860733333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-01-02,1.0244,0.898816666666667,0.82205,0.792966666666667,0.73865,0.710133333333333,0.702683333333333,"1b","1b","1b","1b","1b","1b","1b"
