"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2019-08-01,0.404683333333333,0.415316666666667,0.400333333333333,0.399116666666667,0.376916666666667,0.3823,0.381766666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 01:00:00,0.393516666666667,0.399216666666667,0.383783333333333,0.3821,0.361666666666667,0.36455,0.365816666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 02:00:00,0.365883333333333,0.373433333333333,0.3619,0.360433333333333,0.341983333333333,0.346316666666667,0.347366666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 03:00:00,0.348533333333333,0.358833333333333,0.347283333333333,0.346966666666667,0.32895,0.3316,0.3328,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 04:00:00,0.3401,0.3504,0.340366666666667,0.339016666666667,0.323316666666667,0.326566666666667,0.328666666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 05:00:00,0.6138,0.656466666666667,0.636716666666667,0.63835,0.61155,0.625266666666667,0.632483333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 06:00:00,0.669483333333333,0.688166666666667,0.660616666666667,0.655083333333333,0.6244,0.625716666666667,0.633483333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 07:00:00,0.748913793103448,0.770379310344828,0.737948275862069,0.7285,0.693896551724138,0.688172413793103,0.699086206896552,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 08:00:00,0.98801724137931,0.889344827586207,0.842206896551724,0.834862068965517,0.805051724137931,0.790224137931035,0.801155172413793,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 09:00:00,0.841766666666667,0.827483333333333,0.775766666666667,0.760666666666667,0.728433333333333,0.716966666666667,0.72225,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 10:00:00,0.7502,0.759233333333333,0.719966666666667,0.7101,0.68075,0.709333333333333,0.716280701754386,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 11:00:00,0.73315,0.740116666666667,0.703183333333333,0.692983333333333,0.664716666666667,0.665169491525424,0.667983050847458,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 12:00:00,0.751333333333333,0.764033333333333,0.72745,0.7184,0.688216666666667,0.674966666666667,0.689915254237288,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 13:00:00,0.844706896551724,0.859741379310345,0.818568965517241,0.80998275862069,0.789894736842105,0.834111111111111,0.84062962962963,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 14:00:00,0.918389830508475,0.922316666666667,0.897593220338983,0.892406779661017,0.856898305084746,0.85164406779661,0.858559322033898,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 15:00:00,1.02905,1.07038333333333,1.03216666666667,1.0276,1.00598305084746,1.00218644067797,1.01145762711864,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 16:00:00,1.54016666666667,1.5963,1.5328,1.52266666666667,1.45906666666667,1.45096666666667,1.46618333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 17:00:00,0.989824561403509,0.983448275862069,0.935793103448276,0.923362068965517,0.894964912280702,0.903071428571429,0.914678571428571,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 18:00:00,1.1063,1.1123,1.06101666666667,1.04896666666667,1.00003333333333,0.990066666666667,1.00198333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 19:00:00,1.07153333333333,1.08836666666667,1.04221666666667,1.0328,0.984266666666667,0.97745,0.989533333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 20:00:00,1.21035,1.2364,1.18581666666667,1.17591666666667,1.11988333333333,1.11521666666667,1.12891666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 21:00:00,1.63453333333333,1.67313333333333,1.60043333333333,1.58206666666667,1.50526666666667,1.49665,1.51621666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 22:00:00,1.06675,1.0857,1.03795,1.02535,0.973533333333333,0.967516666666667,0.979033333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-01 23:00:00,0.9167,0.929533333333333,0.8872,0.876566666666667,0.8319,0.825783333333333,0.83765,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02,0.789,0.799966666666667,0.764566666666667,0.7553,0.716516666666667,0.712633333333333,0.721616666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 01:00:00,0.69045,0.696416666666667,0.6675,0.6589,0.6257,0.624583333333333,0.631283333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 02:00:00,0.77885,0.792633333333333,0.7577,0.749966666666667,0.709633333333333,0.713683333333333,0.720933333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 03:00:00,0.676383333333333,0.688266666666667,0.660416666666667,0.652666666666667,0.618133333333333,0.624633333333333,0.628983333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 04:00:00,0.756267857142857,0.6345,0.594464285714286,0.584892857142857,0.556339285714286,0.547517857142857,0.551428571428571,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 05:00:00,1.09995,1.08861666666667,1.02355,1.00705,0.968183333333333,0.955016666666667,0.9621,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 06:00:00,1.05528333333333,1.09698333333333,1.04318333333333,1.03075,0.991783333333333,0.976816666666667,0.985216666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 07:00:00,0.876916666666667,0.9119,0.869333333333333,0.8594,0.828,0.816866666666667,0.824966666666667,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 08:00:00,0.881866666666667,0.92345,0.88085,0.87035,0.836416666666667,0.823216666666667,0.829933333333333,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 09:00:00,0.604366666666667,0.625133333333333,0.598316666666667,0.593133333333333,0.568716666666667,0.558766666666667,0.5638,"1b","1b","1b","1b","1b","1b","1b"
2019-08-02 10:00:00,0.587733333333333,0.606066666666667,0.5805,0.57515,0.55195,0.54375,0.548733333333333,"1b","1b","1b","1b","1b","1b","1b"
