"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2021-06-01,0.540533333333333,0.521483333333333,0.494083333333333,0.48185,0.452766666666667,0.43675,0.438183333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 01:00:00,0.688766666666667,0.67175,0.638833333333333,0.625533333333333,0.588433333333333,0.5701,0.573266666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 02:00:00,0.752333333333333,0.7334,0.6978,0.683816666666667,0.645083333333333,0.6226,0.6271,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 03:00:00,0.74595,0.715433333333333,0.677616666666667,0.660066666666667,0.62175,0.596366666666667,0.599616666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 04:00:00,1.07791666666667,1.04316666666667,0.984183333333333,0.958933333333333,0.898716666666667,0.86195,0.867766666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 05:00:00,1.06696666666667,1.04143333333333,0.988166666666667,0.962533333333333,0.907916666666667,0.87505,0.881133333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 06:00:00,0.9426,0.92375,0.874933333333333,0.853133333333333,0.8017,0.775216666666667,0.780216666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 07:00:00,1.19785714285714,1.08110714285714,1.01232142857143,0.997357142857143,0.956517857142857,0.928714285714286,0.937910714285714,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 08:00:00,1.21721666666667,1.1713,1.09796666666667,1.07728333333333,1.03548333333333,1.00133333333333,1.00421666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 09:00:00,1.2596,1.26696666666667,1.1997,1.18153333333333,1.1377,1.09331666666667,1.09895,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 10:00:00,0.781383333333333,0.779466666666667,0.737866666666667,0.723616666666667,0.69305,0.649033333333333,0.65215,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 11:00:00,0.515166666666667,0.503016666666667,0.475716666666667,0.46535,0.446133333333333,0.4136,0.415383333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 12:00:00,0.465254237288136,0.44435593220339,0.419423728813559,0.410627118644068,0.393372881355932,0.377140350877193,0.383543859649123,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 13:00:00,0.5826,0.565166666666667,0.534966666666667,0.525716666666667,0.506366666666667,0.485322033898305,0.489864406779661,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 14:00:00,0.5327,0.5106,0.4831,0.472733333333333,0.453283333333333,0.427237288135593,0.431762711864407,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 15:00:00,0.614116666666667,0.593416666666667,0.562033333333333,0.552,0.530483333333333,0.50564406779661,0.5205,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 16:00:00,0.47575,0.45825,0.431466666666667,0.420483333333333,0.4005,0.3721,0.37535,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 17:00:00,0.456783333333333,0.436133333333333,0.408883333333333,0.3986,0.378733333333333,0.35785,0.359716666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 18:00:00,0.444633333333333,0.421116666666667,0.395516666666667,0.385266666666667,0.36415,0.352116666666667,0.351883333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 19:00:00,0.492733333333333,0.466816666666667,0.4375,0.425883333333333,0.400083333333333,0.389883333333333,0.387516666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 20:00:00,0.60235,0.56885,0.53395,0.52045,0.4889,0.477766666666667,0.477866666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 21:00:00,1.0151,0.879,0.8031,0.767066666666667,0.7101,0.672516666666667,0.669916666666667,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 22:00:00,0.994733333333333,0.9067,0.840283333333333,0.8107,0.757,0.723966666666667,0.72675,"1b","1b","1b","1b","1b","1b","1b"
2021-06-01 23:00:00,1.324,1.24538333333333,1.16728333333333,1.1357,1.0689,1.03265,1.04023333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-02,1.12041666666667,1.0811,1.02258333333333,1.00078333333333,0.943983333333333,0.916216666666667,0.924083333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-02 01:00:00,0.971133333333333,0.93745,0.887733333333333,0.869333333333333,0.82105,0.800283333333333,0.807483333333333,"1b","1b","1b","1b","1b","1b","1b"
2021-06-02 02:00:00,0.9097,0.888266666666667,0.843283333333333,0.826666666666667,0.780166666666667,0.762066666666667,0.769633333333333,"1b","1b","1b","1b","1b","1b","1b"
