"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2023-05-01,0.38275,0.341033333333333,0.315766666666667,0.30365,0.281416666666667,0.273016666666667,0.272,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 01:00:00,0.25275,0.2208,0.202283333333333,0.19335,0.176683333333333,0.173583333333333,0.171083333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 02:00:00,0.184266666666667,0.159283333333333,0.150508474576271,0.14115,0.12775,0.12675,0.125033333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 03:00:00,0.289666666666667,0.261466666666667,0.2417,0.231166666666667,0.21285,0.210883333333333,0.207633333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 04:00:00,0.250783333333333,0.2267,0.211066666666667,0.202816666666667,0.1859,0.185616666666667,0.183483333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 05:00:00,0.238833333333333,0.21775,0.204366666666667,0.199566666666667,0.184016666666667,0.18235,0.181883333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 06:00:00,0.430166666666667,0.404266666666667,0.38215,0.370183333333333,0.345983333333333,0.332366666666667,0.335016666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 07:00:00,0.398316666666667,0.3766,0.356783333333333,0.3484,0.32895,0.316783333333333,0.32115,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 08:00:00,0.212706896551724,0.204842105263158,0.192245614035088,0.185578947368421,0.186425925925926,0.181211538461538,0.1865,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 09:00:00,0.24498275862069,0.227771929824561,0.211034482758621,0.205068965517241,0.196385964912281,0.193462962962963,0.206673076923077,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 10:00:00,0.313150943396226,0.273132075471698,0.254924528301887,0.245132075471698,0.237245283018868,0.249958333333333,0.26431914893617,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 11:00:00,0.28859649122807,0.262280701754386,0.246473684210526,0.237473684210526,0.229125,0.231826923076923,0.233471698113208,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 12:00:00,0.290472727272727,0.252280701754386,0.245036363636364,0.231928571428571,0.227166666666667,0.220326923076923,0.228647058823529,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 13:00:00,0.267115384615385,0.234711538461538,0.21037037037037,0.209326923076923,0.206901960784314,0.193098039215686,0.214375,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 14:00:00,0.308854166666667,0.244137254901961,0.235979591836735,0.238063829787234,0.232717391304348,0.229086956521739,0.235533333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 15:00:00,0.256981481481481,0.205,0.216754716981132,0.196785714285714,0.189563636363636,0.191627450980392,0.187867924528302,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 16:00:00,0.281545454545455,0.23819298245614,0.223175438596491,0.213035087719298,0.208071428571429,0.196163636363636,0.201981818181818,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 17:00:00,0.296389830508475,0.267762711864407,0.248830508474576,0.240135593220339,0.225101694915254,0.2145,0.21435593220339,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 18:00:00,0.317666666666667,0.28445,0.263383333333333,0.251966666666667,0.23485,0.22305,0.2242,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 19:00:00,0.423566666666667,0.379016666666667,0.351466666666667,0.338333333333333,0.312766666666667,0.303483333333333,0.302066666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 20:00:00,0.503816666666667,0.442383333333333,0.409283333333333,0.392116666666667,0.362633333333333,0.348783333333333,0.346516666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 21:00:00,0.74925,0.672733333333333,0.626833333333333,0.603466666666667,0.557966666666667,0.540466666666667,0.5377,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 22:00:00,0.687678571428571,0.580696428571429,0.53525,0.515553571428571,0.476107142857143,0.457428571428571,0.458625,"1b","1b","1b","1b","1b","1b","1b"
2023-05-01 23:00:00,0.682583333333333,0.5448,0.4943,0.4777,0.4499,0.4376,0.435233333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02,0.573533333333333,0.524033333333333,0.481833333333333,0.4683,0.44355,0.432616666666667,0.4302,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 01:00:00,0.468533333333333,0.437966666666667,0.404833333333333,0.393583333333333,0.37275,0.36155,0.36065,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 02:00:00,0.37865,0.359216666666667,0.335316666666667,0.327083333333333,0.311316666666667,0.3025,0.301583333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 03:00:00,0.267616666666667,0.25775,0.2462,0.2444,0.234616666666667,0.233316666666667,0.233483333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 04:00:00,0.30445,0.288583333333333,0.274666666666667,0.27235,0.262433333333333,0.26115,0.2608,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 05:00:00,0.263333333333333,0.260216666666667,0.246616666666667,0.244116666666667,0.23435,0.23075,0.231533333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 06:00:00,0.256133333333333,0.261266666666667,0.249783333333333,0.247533333333333,0.23865,0.2346,0.2353,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 07:00:00,0.3429,0.353516666666667,0.337183333333333,0.334783333333333,0.3232,0.318266666666667,0.319283333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-05-02 08:00:00,0.309283333333333,0.31245,0.297066666666667,0.294283333333333,0.283566666666667,0.275766666666667,0.2776,"1b","1b","1b","1b","1b","1b","1b"
