"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2024-06-01,0.801516666666667,0.735733333333333,0.692466666666667,0.684416666666667,0.653883333333333,0.649916666666667,0.647733333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 01:00:00,0.664333333333333,0.607716666666667,0.572983333333333,0.5653,0.536233333333333,0.532066666666667,0.528916666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 02:00:00,0.488033333333333,0.445933333333333,0.420116666666667,0.413233333333333,0.391233333333333,0.389866666666667,0.386583333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 03:00:00,0.439566666666667,0.409366666666667,0.38845,0.3835,0.365283333333333,0.368033333333333,0.365483333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 04:00:00,0.51095,0.4793,0.455916666666667,0.450916666666667,0.428766666666667,0.434833333333333,0.433183333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 05:00:00,0.3566,0.333766666666667,0.318166666666667,0.3157,0.301033333333333,0.3046,0.303716666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 06:00:00,0.18005,0.17315,0.1683,0.16885,0.164216666666667,0.1642,0.167216666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 07:00:00,0.177583333333333,0.177183333333333,0.171716666666667,0.1722,0.16795,0.165083333333333,0.16805,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 08:00:00,0.190783333333333,0.181816666666667,0.175166666666667,0.174933333333333,0.170133333333333,0.175,0.182660714285714,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 09:00:00,0.232116666666667,0.2132,0.203983333333333,0.201933333333333,0.195766666666667,0.186949152542373,0.191593220338983,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 10:00:00,0.2686,0.247083333333333,0.236916666666667,0.235233333333333,0.229866666666667,0.218316666666667,0.224766666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 11:00:00,0.295066666666667,0.270666666666667,0.257333333333333,0.253966666666667,0.247783333333333,0.236033898305085,0.241932203389831,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 12:00:00,0.217689655172414,0.194633333333333,0.1858,0.185966101694915,0.175233333333333,0.172068965517241,0.17751724137931,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 13:00:00,0.2545,0.239166666666667,0.22725,0.2237,0.217116666666667,0.213929824561403,0.219298245614035,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 14:00:00,0.254666666666667,0.2397,0.227483333333333,0.223933333333333,0.217966666666667,0.20485,0.212254237288136,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 15:00:00,0.223,0.20265,0.192133333333333,0.191813559322034,0.186559322033898,0.179741379310345,0.184051724137931,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 16:00:00,0.26585,0.250716666666667,0.238233333333333,0.2336,0.2272,0.2133,0.217266666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 17:00:00,0.2605,0.243983333333333,0.23095,0.226466666666667,0.219716666666667,0.206716666666667,0.209716666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 18:00:00,0.367266666666667,0.344533333333333,0.326033333333333,0.319716666666667,0.308383333333333,0.297483333333333,0.300033333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 19:00:00,0.442883333333333,0.4115,0.388033333333333,0.380383333333333,0.365133333333333,0.353766666666667,0.35575,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 20:00:00,0.731633333333333,0.684683333333333,0.646466666666667,0.634216666666667,0.6099,0.59355,0.598183333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 21:00:00,0.876333333333333,0.812116666666667,0.76355,0.7445,0.713933333333333,0.698366666666667,0.701283333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 22:00:00,0.904366666666667,0.797183333333333,0.74075,0.7183,0.680416666666667,0.665433333333333,0.666616666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-01 23:00:00,2.16783333333333,1.76833333333333,1.6102,1.54028333333333,1.45251666666667,1.40328333333333,1.4066,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02,2.39309090909091,2.14051515151515,1.97448484848485,1.93648484848485,1.83987878787879,1.77669696969697,1.79021212121212,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 01:00:00,1.58586666666667,1.51741666666667,1.41475,1.38585,1.32135,1.29198333333333,1.28948333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 02:00:00,1.21875,1.17345,1.10125,1.0832,1.03563333333333,1.02245,1.02153333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 03:00:00,1.2694,1.2582,1.20476666666667,1.1978,1.1523,1.14585,1.14606666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 04:00:00,0.7139,0.6638,0.63195,0.62395,0.593666666666667,0.5883,0.585233333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 05:00:00,0.485216666666667,0.44825,0.42935,0.426883333333333,0.40765,0.407566666666667,0.405916666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 06:00:00,0.38485,0.354966666666667,0.340533333333333,0.34105,0.327033333333333,0.322016666666667,0.322483333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 07:00:00,0.365933333333333,0.332633333333333,0.318633333333333,0.316783333333333,0.305583333333333,0.301983050847458,0.303847457627119,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 08:00:00,0.35575,0.316833333333333,0.300133333333333,0.297483333333333,0.292406779661017,0.281157894736842,0.290456140350877,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 09:00:00,0.300683333333333,0.270566666666667,0.255933333333333,0.25125,0.245666666666667,0.246203703703704,0.258592592592593,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 10:00:00,0.303758620689655,0.26764406779661,0.253338983050847,0.248949152542373,0.248844827586207,0.236872727272727,0.247981818181818,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 11:00:00,0.307982456140351,0.268724137931035,0.253896551724138,0.25875,0.257145454545455,0.252320754716981,0.270865384615385,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 12:00:00,0.263416666666667,0.24355,0.231483333333333,0.227233333333333,0.227813559322034,0.229037735849057,0.248346153846154,"1b","1b","1b","1b","1b","1b","1b"
2024-06-02 13:00:00,0.264157894736842,0.242310344827586,0.229275862068966,0.226775862068966,0.227438596491228,0.220796296296296,0.237679245283019,"1b","1b","1b","1b","1b","1b","1b"
