"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2020-06-01,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 01:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 04:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 10:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 11:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 13:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 16:00:00,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","0b","0b"
2020-06-01 17:00:00,0.444,0.366222222222222,0.347416666666667,0.365444444444444,0.442411764705882,0.288361111111111,0.328527777777778,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 18:00:00,0.540183333333333,0.439566666666667,0.41225,0.4054,0.390333333333333,0.364866666666667,0.373466666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 19:00:00,0.6403,0.61165,0.571583333333333,0.5577,0.529933333333333,0.501966666666667,0.500216666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 20:00:00,0.865683333333333,0.852966666666667,0.8025,0.7855,0.78393220338983,0.71455,0.717766666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 21:00:00,0.916866666666667,0.8845,0.825833333333333,0.804166666666667,0.76505,0.7243,0.725866666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 22:00:00,0.7765,0.784133333333333,0.7418,0.72705,0.697483333333333,0.670783333333333,0.675316666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-01 23:00:00,0.512466666666667,0.514766666666667,0.4861,0.47645,0.4548,0.436866666666667,0.440233333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02,0.437983333333333,0.4356,0.4126,0.405133333333333,0.38685,0.378033333333333,0.380883333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 01:00:00,0.428133333333333,0.43335,0.411383333333333,0.404933333333333,0.411525423728814,0.37945,0.38015,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 02:00:00,0.36815,0.373866666666667,0.356583333333333,0.351083333333333,0.341898305084746,0.3293,0.327566666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 03:00:00,0.415466666666667,0.402233333333333,0.379916666666667,0.373016666666667,0.354583333333333,0.336966666666667,0.33855,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 04:00:00,0.572916666666667,0.563383333333333,0.531066666666667,0.5214,0.49355,0.481383333333333,0.483033333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 05:00:00,0.637733333333333,0.63495,0.6028,0.595683333333333,0.569333333333333,0.550916666666667,0.5566,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 06:00:00,0.6362,0.647383333333333,0.613716666666667,0.604616666666667,0.579033333333333,0.564233333333333,0.572333333333333,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 07:00:00,0.724116666666667,0.73195,0.68975,0.675966666666667,0.6461,0.6286,0.638966666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 08:00:00,0.56605,0.557733333333333,0.52415,0.5135,0.48895,0.4811,0.4887,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 09:00:00,0.60075,0.5724,0.532916666666667,0.5189,0.490133333333333,0.475316666666667,0.481216666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 10:00:00,0.598533333333333,0.575066666666667,0.538133333333333,0.526233333333333,0.497433333333333,0.486083333333333,0.501677966101695,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 11:00:00,0.505610169491525,0.473116666666667,0.442383333333333,0.4327,0.40905,0.407423728813559,0.42101724137931,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 12:00:00,0.59655,0.5549,0.516783333333333,0.5033,0.47565,0.457883333333333,0.465166666666667,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 13:00:00,1.42825,1.15536666666667,1.03473333333333,0.982766666666667,0.906333333333333,0.843533333333333,0.84985,"1b","1b","1b","1b","1b","1b","1b"
2020-06-02 14:00:00,0.598633333333333,0.551983333333333,0.511833333333333,0.49755,0.469016666666667,0.459169491525424,0.467898305084746,"1b","1b","1b","1b","1b","1b","1b"
