"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2021-10-01 00:00:00",0.125189655172414,0.163862068965517,0.163862068965517,0,22.2975862068966,2.59655172413793,92.5689655172414,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 01:00:00",0.636966666666667,0.662466666666667,0.662466666666667,0,22.6485,15.4266666666667,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 02:00:00",1.28523333333333,1.2222,1.22098333333333,0,23.9651666666667,18.61,96.45,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 03:00:00",0.552483333333333,0.575616666666667,0.571816666666667,0,24.4745,14.615,97.4833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 04:00:00",3.21291666666667,3.22278333333333,3.22278333333333,0,26.8305,26.0083333333333,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 05:00:00",1.65671666666667,1.62743333333333,1.62743333333333,0,29.022,23.76,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 06:00:00",0.00488333333333333,0.00123333333333333,0.00123333333333333,0,29.73,-9.40166666666667,97.15,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 07:00:00",0,3.33333333333333e-05,3.33333333333333e-05,0,29.73,-9.9,99.2,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 08:00:00",0.000883333333333333,0.000916666666666667,0,0,29.73,-9.9,98.45,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 09:00:00",0.0633833333333333,0.128233333333333,0.126333333333333,0,29.7391666666667,-6.295,96.65,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 10:00:00",0.640616666666667,0.5758,0.5758,0,30.3795,2.21666666666667,99.9166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 11:00:00",0.03125,0.0312166666666667,0.031,0,30.4656666666667,-7.43166666666667,98.6666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 12:00:00",0,0,0,0,30.47,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 13:00:00",0.02875,0.0287333333333333,5e-05,0.0286833333333333,30.49,-9.05833333333333,98.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 14:00:00",0,0,0,0,30.5,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 15:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 16:00:00",0,0,0,0,30.5,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 17:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 18:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 19:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 20:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-10-01 21:00:00",0,0,0,0,30.5,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
