"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2021-11-01 00:00:00",0.00758620689655172,0.0075,0.0075,0,50.8051724137931,-6.47586206896552,92.7931034482759,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 01:00:00",0.420166666666667,0.428383333333333,0.428383333333333,0,50.933,8.83833333333333,95.35,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 02:00:00",0.0875833333333333,0.0793666666666667,0.0793666666666667,0,51.303,-2.12333333333333,95.15,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 03:00:00",0.1187,0.1187,0.1187,0,51.4013333333333,-0.76,99.1666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 04:00:00",6.66666666666667e-05,5e-05,5e-05,0,51.43,-9.9,98.5166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 05:00:00",0,0,0,0,51.43,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 06:00:00",0,0,0,0,51.43,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 07:00:00",0,0,0,0,51.43,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 08:00:00",0,0,0,0,51.43,-9.9,99.8833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 09:00:00",0,0,0,0,51.43,-9.9,99.8,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 10:00:00",0,0,0,0,51.43,-9.9,99.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 11:00:00",0,0,0,0,51.43,-9.9,99.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 12:00:00",0,0,0,0,51.43,-9.9,99.4833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 13:00:00",0.00293333333333333,0.00293333333333333,0.00293333333333333,0,51.43,-9.155,99.8333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-11-01 14:00:00",0.67545,0.704016666666667,0.704016666666667,0,51.568,4.35166666666667,98.7666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
