"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2023-04-01 00:00:00",0.0588103448275862,0.0581206896551724,0.0581206896551724,0,117.684137931034,0.662068965517241,94.2586206896552,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 01:00:00",0.00025,0.000266666666666667,0.000266666666666667,0,117.7,-9.67666666666667,96.5166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 02:00:00",1.66666666666667e-05,1e-04,1e-04,0,117.7,-9.79833333333333,99.2,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 03:00:00",0.0332,0.0332166666666667,0.0332166666666667,0,117.719,-2.59,86.95,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 04:00:00",0.00126666666666667,0.00113333333333333,0.00113333333333333,0,117.7365,-9.49666666666667,91.2,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 05:00:00",0.0205166666666667,0.0204833333333333,0.0204833333333333,0,117.745333333333,-5.18166666666667,83.6666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 06:00:00",0,0,0,0,117.76,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 07:00:00",0,0,0,0,117.76,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 08:00:00",0.00236666666666667,0.00236666666666667,0.00236666666666667,0,117.76,-9.19333333333333,90.1,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2023-04-01 09:00:00",0,0,0,0,117.76,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
