"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2026-04-02 15:00:00",0,0,0,0,0,-9.9,NA,"1b","1b","1b","1b","1b","1b",2,NA,"b"
"2026-04-02 16:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 17:00:00",0,0,0,0,0,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 18:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 19:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 20:00:00",0.00176666666666667,0.00188333333333333,0.00188333333333333,0,0,-9.07666666666667,97.9833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 21:00:00",0.01905,0.0217333333333333,0.0217166666666667,1.66666666666667e-05,0.00683333333333333,-4.67333333333333,97.55,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 22:00:00",0.165516666666667,0.167266666666667,0.1671,0.000166666666666667,0.0916666666666667,11.2983333333333,99.8333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-02 23:00:00",0.0276,0.0230833333333333,0.023,5e-05,0.207333333333333,-3.83166666666667,95.65,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-03 00:00:00",0,0,0,0,0.21,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-03 01:00:00",0,0,0,0,0.21,-9.9,99.8833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-03 02:00:00",0,0,0,0,0.21,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2026-04-03 03:00:00",0,0,0,0,0.21,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
