"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2021-07-01 00:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 01:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 02:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 03:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 04:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 05:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 06:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 07:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 08:00:00",0,0,0,0,53.05,-9.9,99.7833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 09:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 10:00:00",0.00683333333333333,0.00683333333333333,0,0,53.05,-9.29333333333333,99.8333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 11:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 12:00:00",0,0,0,0,53.05,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 13:00:00",0,0,0,0,53.05,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 14:00:00",0,0,0,0,53.05,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 15:00:00",0,0,0,0,53.05,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 16:00:00",0.00533333333333333,0.00533333333333333,3.33333333333333e-05,0.00531666666666667,53.0531666666667,-9.22333333333333,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 17:00:00",0,0,0,0,53.06,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 18:00:00",0,0,0,0,53.06,-9.9,99.7833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 19:00:00",0.195733333333333,0.200566666666667,0,0,53.0761666666667,-9.83833333333333,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 20:00:00",0.00483333333333333,0,0,0,53.26,-9.9,99.8333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 21:00:00",0,0,0,0,53.26,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 22:00:00",0,0,0,0,53.26,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-01 23:00:00",0,0,0,0,53.26,-9.9,99.8,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 00:00:00",0,0,0,0,53.26,-9.9,99.9310344827586,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 01:00:00",0,0,0,0,53.26,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 02:00:00",0,0,0,0,53.26,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 03:00:00",0,0,0,0,53.26,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 04:00:00",0,0,0,0,53.26,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 05:00:00",0,0,0,0,53.26,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 06:00:00",0,0,0,0,53.26,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2021-07-02 07:00:00",0,0,0,0,53.26,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
