"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2022-12-15 09:00:00",0.0963888888888889,0.0965,0,0.0965,0.0355555555555556,-4.89444444444444,96.2222222222222,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 10:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 11:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 12:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 13:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 14:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 15:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 16:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 17:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 18:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 19:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 20:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 21:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 22:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-15 23:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 00:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 00:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 01:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 02:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 03:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 04:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 05:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 06:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 07:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 08:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 09:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 10:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 11:00:00",0,0,0,0,0.04,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 12:00:00",0.00883333333333333,0.00885,0,0.00885,0.0415,-8.73333333333333,99.0833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 13:00:00",0.00575,0.00573333333333333,0,0.00573333333333333,0.051,-8.725,99.05,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 14:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 15:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 16:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 17:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 18:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 19:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 20:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 21:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 22:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-16 23:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 00:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 00:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 01:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 02:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 03:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 04:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 05:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 06:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 07:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 08:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 09:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 10:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 11:00:00",0,0,0,0,0.06,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 12:00:00",0.0473333333333333,0.0473333333333333,0,0.0473333333333333,0.0808333333333333,-8.805,99.2166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 13:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 14:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 15:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 16:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 17:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 18:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 19:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 20:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 21:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 22:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-17 23:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 00:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 00:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 01:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 02:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 03:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 04:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 05:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 06:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 07:00:00",0,0,0,0,0.11,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 08:00:00",0.0125,0.0125166666666667,0,0.0125166666666667,0.118833333333333,-8.71,99.65,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 09:00:00",0.119666666666667,0.1281,0.0233333333333333,0.104733333333333,0.152333333333333,15.5216666666667,96.1833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 10:00:00",0.08275,0.0772833333333333,0.0759666666666667,0.00133333333333333,0.294833333333333,6.28166666666667,87.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 11:00:00",0.146083333333333,0.1481,0.147633333333333,0.000466666666666667,0.406333333333333,12.2816666666667,95.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 12:00:00",0.0253333333333333,0.0202166666666667,0.0201333333333333,8.33333333333333e-05,0.487166666666667,-3.71166666666667,92.4166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 13:00:00",0.0607333333333333,0.0638333333333333,0.0637666666666667,5e-05,0.529333333333333,-0.84,98.2,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 14:00:00",0.7895,0.809266666666667,0.792733333333333,0.0164833333333333,0.903333333333333,20.37,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 15:00:00",1.02285,1.0453,1.0363,0.00906666666666667,1.88616666666667,22.205,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 16:00:00",1.07488333333333,1.0332,1.0154,0.01775,3.05483333333333,21.2233333333333,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 17:00:00",0.0212166666666667,0.0177166666666667,0.0176666666666667,3.33333333333333e-05,3.459,-6.355,88.9,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 18:00:00",0.00341666666666667,0.00345,0.00345,0,3.46583333333333,-9.67666666666667,91.8166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 19:00:00",0.0148833333333333,0.0148833333333333,0.0148833333333333,0,3.475,-7.89666666666667,96.1,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 20:00:00",0,0,0,0,3.48,-9.9,99.9833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 21:00:00",8.33333333333333e-05,8.33333333333333e-05,8.33333333333333e-05,0,3.48,-9.9,97.6333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 22:00:00",0.044,0.0447666666666667,0.0447666666666667,0,3.497,-5.33166666666667,99.5,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-18 23:00:00",1.64365,1.64876666666667,1.64876666666667,0,4.377,18.5366666666667,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-19 00:00:00",0.850189655172414,0.833793103448276,0.833793103448276,0,5.86775862068966,6.28103448275862,97.2241379310345,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-19 01:00:00",0,0,0,0,6,-9.9,97.8,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-12-19 02:00:00",0.00995,0.01065,0.01065,0,6.00783333333333,-8.19833333333333,95.9,"1b","1b","1b","1b","1b","1b",1,NA,"b"
