"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2022-02-01 00:00:00",0,0,0,0,1.65,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 01:00:00",0.293966666666667,0.307266666666667,0.307266666666667,0,1.75433333333333,4.945,98.85,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 02:00:00",0.33955,0.339216666666667,0.339216666666667,3.33333333333333e-05,2.16866666666667,5.795,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 03:00:00",0.12695,0.114083333333333,0.114083333333333,0,2.39366666666667,-4.09333333333333,98.1166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 04:00:00",0.00198333333333333,0.002,0.002,0,2.41,-9.59,98.9166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 05:00:00",0.000783333333333333,0.00075,0.00075,0,2.41,-9.88333333333333,98.4833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 06:00:00",0.01455,0.0145666666666667,0.0145666666666667,0,2.415,-7.72333333333333,94.0833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 07:00:00",0.0779833333333333,0.0779666666666667,0.0779666666666667,0,2.46083333333333,-4.10166666666667,99.2,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 08:00:00",0,1.66666666666667e-05,1.66666666666667e-05,0,2.5,-9.9,99.3166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 09:00:00",0,0,0,0,2.5,-9.9,99.5666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 10:00:00",0,0,0,0,2.5,-9.9,99.8,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 11:00:00",0,0,0,0,2.5,-9.9,99.65,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 12:00:00",0,0,0,0,2.5,-9.9,99.6792452830189,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 13:00:00",0,0,0,0,0,-9.9,NA,"1b","1b","1b","1b","1b","1b",2,NA,"b"
"2022-02-01 14:00:00",0,0,0,0,0,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 15:00:00",0,0,0,0,0,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 16:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 17:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 18:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 19:00:00",0.00423333333333333,0.00425,0.00425,0,0,-8.41333333333333,97.6666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 20:00:00",0,0,0,0,0,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 21:00:00",0.00165,0.00161666666666667,0.00161666666666667,0,0.002,-9.61166666666667,95.4666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 22:00:00",0.1393,0.139366666666667,0.139366666666667,0,0.105,-2.91833333333333,97.5833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-01 23:00:00",0.0069,0.0069,0.0069,0,0.15,-8.66,96.1166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 00:00:00",0,0,0,0,0.15,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 00:00:00",0.000649122807017544,0.000649122807017544,0.000649122807017544,0,0.15,-9.9,96.4210526315789,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 01:00:00",0.000283333333333333,0.000266666666666667,0.000266666666666667,0,0.15,-9.9,96,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 02:00:00",3e-04,3e-04,3e-04,0,0.15,-9.84833333333333,97.3333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 03:00:00",0,0,0,0,0.15,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 04:00:00",0.0685833333333333,0.0740833333333333,0.0740833333333333,0,0.174,-2.89666666666667,94.6333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 05:00:00",0.06425,0.0586833333333333,0.0586833333333333,0,0.269166666666667,-3.63333333333333,98.4666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 06:00:00",0.000416666666666667,0.000416666666666667,0.000416666666666667,0,0.29,-9.9,98.6333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 07:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 08:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 09:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 10:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 11:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 12:00:00",0,0,0,0,0.29,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 13:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 14:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 15:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 16:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 17:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 18:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 19:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 20:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-02-02 21:00:00",0,0,0,0,0.29,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
