"datetime","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","Precipitation_amount","qc_flag_Relative_Humidity_pct"
"2022-07-01 00:00:00",0.00217241379310345,0.00156896551724138,0.00156896551724138,0,64.16,-9.0948275862069,97.1896551724138,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 01:00:00",0,0,0,0,64.16,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 02:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 03:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 04:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 05:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 06:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 07:00:00",0,0,0,0,64.16,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 08:00:00",8.33333333333333e-05,8.33333333333333e-05,8.33333333333333e-05,0,64.16,-9.9,98.6333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 09:00:00",0,0,0,0,64.16,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 10:00:00",8.33333333333333e-05,0.000383333333333333,0.000383333333333333,0,64.16,-9.70833333333333,99.75,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 11:00:00",2.17251666666667,2.17235,2.17235,0,65.4536666666667,10.795,96.5,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 12:00:00",0.0281166666666667,0.02795,0.02795,0,66.3483333333333,-3.48666666666667,96.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 13:00:00",0,0,0,0,66.36,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 14:00:00",0,0,0,0,66.36,-9.9,99.7666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 15:00:00",0,0,0,0,66.36,-9.9,99.6,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 16:00:00",0.00131666666666667,0.0013,0.0013,0,66.36,-9.34,98,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 17:00:00",0,0,0,0,66.36,-9.9,99.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 18:00:00",0,0,0,0,66.36,-9.9,99.8166666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 19:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 20:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 21:00:00",0,0,0,0,66.36,-9.9,99.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 22:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-01 23:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 00:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 01:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 02:00:00",0,0,0,0,66.36,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 03:00:00",0,0,0,0,66.36,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 04:00:00",0.0046,0.0046,0.0046,0,66.3678333333333,-9.225,98.5,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 05:00:00",0.0244,0.02565,0.02565,0,66.3765,-5.34166666666667,95.4666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 06:00:00",0.04845,0.0634666666666667,0.0634666666666667,0,66.4043333333333,-6.33166666666667,98.55,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 07:00:00",0.396483333333333,0.380133333333333,0.380133333333333,0,66.7835,-0.59,98.3,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 08:00:00",0.0133833333333333,0.0165333333333333,0.0165333333333333,0,66.8433333333333,-6.49,92.25,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 09:00:00",0.0177333333333333,0.01515,0.01515,0,66.8635,-6.52166666666667,94.6,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 10:00:00",0.0570333333333333,0.0641833333333333,0.0641833333333333,0,66.8756666666667,-4.99666666666667,92.55,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 11:00:00",0.121283333333333,0.113533333333333,0.113533333333333,0,66.9995,2.42666666666667,96.5833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 12:00:00",0.2557,0.25875,0.25875,0,67.115,4.405,99.5666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 13:00:00",0.301016666666667,0.297966666666667,0.297966666666667,0,67.5581666666667,-2.81833333333333,98.85,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 14:00:00",0.125816666666667,0.1807,0.1807,0,67.6165,-3.80166666666667,98.4833333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 15:00:00",1.38906666666667,1.33416666666667,1.33416666666667,0,68.9958333333333,2.09833333333333,97.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 16:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 17:00:00",0,0,0,0,69.12,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 18:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 19:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 20:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 21:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 22:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-02 23:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 00:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 01:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 02:00:00",0,0,0,0,69.12,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 03:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 04:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 05:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 06:00:00",0,0,0,0,69.12,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 07:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 08:00:00",0,0,0,0,69.12,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 09:00:00",0,0,0,0,69.12,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 10:00:00",0,0,0,0,69.12,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 11:00:00",0.149066666666667,0.14975,0.14975,0,69.1756666666667,1.32166666666667,94.85,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 12:00:00",0.00133333333333333,0.00065,0.00065,0,69.27,-9.79833333333333,98.8666666666667,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 13:00:00",0,0,0,0,69.27,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 14:00:00",0,0,0,0,69.27,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 15:00:00",0,0,0,0,69.27,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 16:00:00",0,0,0,0,69.27,-9.9,99.9333333333333,"1b","1b","1b","1b","1b","1b",1,NA,"b"
"2022-07-03 17:00:00",0,0,0,0,69.27,-9.9,100,"1b","1b","1b","1b","1b","1b",1,NA,"b"
