"datetime","source_pm2p5","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
2021-02-01,"BAQS",4.23743844448333,2.39316193380085,1.18455257290768,5.6479870875615,0,"3b","3b","3b","3b","2b"
2021-02-01 01:00:00,"BAQS",4.52669309003306,2.58012111217147,1.55195715188809,6.82895555126623,0.0246943826564496,"3b","3b","3b","3b","2b"
2021-02-01 02:00:00,"BAQS",4.62067337059957,3.16460045720172,1.33961564221148,6.78899572989954,0,"3b","3b","3b","3b","2b"
2021-02-01 03:00:00,"BAQS",4.48567045577805,3.36612917343167,2.06793106994419,7.4808183301656,0,"3b","3b","3b","3b","2b"
2021-02-01 04:00:00,"BAQS",4.48637867625323,4.26663207707551,2.75379808266219,9.84840139734237,0,"3b","3b","3b","3b","2b"
2021-02-01 05:00:00,"BAQS",4.81028774368043,4.37293315054543,2.94165842038416,9.47109948308872,0,"3b","3b","3b","3b","2b"
2021-02-01 06:00:00,"BAQS",5.05664233794341,4.09813917616685,2.31764390787402,8.93859192883404,0.0484495941665998,"3b","3b","3b","3b","2b"
2021-02-01 07:00:00,"BAQS",4.36464272981587,1.80613428038679,0.985721763960256,5.24040875902311,0,"3b","3b","3b","3b","2b"
2021-02-01 08:00:00,"BAQS",3.86039413703851,1.80898844763341,0.989330200214387,3.33533574406835,0,"3b","3b","3b","3b","2b"
2021-02-01 09:00:00,"BAQS",4.09945518958192,2.11788974659838,1.79001614922654,3.84926906359866,0,"3b","3b","3b","3b","2b"
2021-02-01 10:00:00,"BAQS",4.65414728443472,2.4462302936008,2.62232742898593,5.06607357210187,0,"3b","3b","3b","3b","2b"
2021-02-01 11:00:00,"BAQS",4.929817820409,2.62110124634586,3.1055886172131,4.51637132611476,0,"3b","3b","3b","3b","2b"
2021-02-01 12:00:00,"BAQS",5.00629593884537,2.77095427256297,3.21748865121748,4.14936796559307,0,"3b","3b","3b","3b","2b"
2021-02-01 13:00:00,"BAQS",5.54196833878618,2.7240256127848,3.08994665330367,4.25943024771908,0,"3b","3b","3b","3b","2b"
2021-02-01 14:00:00,"BAQS",6.32526270619087,2.83240900537533,2.5201913555914,5.30857504964674,0,"3b","3b","3b","3b","2b"
2021-02-01 15:00:00,"BAQS",5.42843837626953,2.69234529756774,2.26771963392723,4.10390484330154,0,"3b","3b","3b","3b","2b"
2021-02-01 16:00:00,"BAQS",6.65437552591469,2.48005907268997,2.85635965957096,4.36163913068463,0,"3b","3b","3b","3b","2b"
