"datetime","source_pm2p5","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
2020-07-01,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 01:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 02:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 03:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 04:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 05:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 06:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 07:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 08:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 09:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 10:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 11:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 12:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 13:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 14:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 15:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 16:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 17:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 18:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 19:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 20:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 21:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 22:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-01 23:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 01:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 02:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 03:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 04:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 05:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 06:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 07:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 08:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 09:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 10:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 11:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 12:00:00,"BAQS",NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b"
2020-07-02 13:00:00,"BAQS",1.2773735673134,0.0621854029748162,0.36215034344006,0.110932913034469,0,"3b","3b","3b","3b","2b"
2020-07-02 14:00:00,"BAQS",1.52748628279205,0,0.360764576573573,0.118205257983171,0.00523385631389826,"3b","3b","3b","3b","2b"
2020-07-02 15:00:00,"BAQS",1.69801372471932,0.414170939877509,0.511687577337479,0.167438152554587,0,"3b","3b","3b","3b","2b"
2020-07-02 16:00:00,"BAQS",1.71912676012374,0.596067062512422,0.398212337191021,0.189869290172819,0,"3b","3b","3b","3b","2b"
2020-07-02 17:00:00,"BAQS",1.5251738648488,0.47168398841161,0.592688169915408,0.128356311414891,0.00609092558111975,"3b","3b","3b","3b","2b"
2020-07-02 18:00:00,"BAQS",1.56990996164926,0.520815375856211,0.291972808901586,0.187590276500084,0.0108059566969335,"3b","3b","3b","3b","2b"
2020-07-02 19:00:00,"BAQS",2.09623235329618,0.484218692581554,0.501220169553178,0.161689891612886,0,"3b","3b","3b","3b","2b"
2020-07-02 20:00:00,"BAQS",1.37676639221373,0.064276620398852,0.490036938883715,0.077436690436474,0,"3b","3b","3b","3b","2b"
2020-07-02 21:00:00,"BAQS",0.987426567369523,0.425687305950343,0.571062863324372,0.0875848645189419,0.00365360302339538,"3b","3b","3b","3b","2b"
2020-07-02 22:00:00,"BAQS",1.62517878853547,0.315682243911867,0.223527357370029,0.0973393831714068,0.017563908719309,"3b","3b","3b","3b","2b"
2020-07-02 23:00:00,"BAQS",0.998174318590766,0.192568654556146,0.434327520889183,0.0801297910391935,0,"3b","3b","3b","3b","2b"
2020-07-03,"BAQS",4.14788330131748,0.995270901930456,1.00101073619892,0.158620214270481,0,"3b","3b","3b","3b","2b"
2020-07-03 01:00:00,"BAQS",4.1965186840969,1.08926417826156,0.902261267444688,0.337046353711344,0,"3b","3b","3b","3b","2b"
2020-07-03 02:00:00,"BAQS",3.16034728911819,0.850456977464347,1.20170926218111,0.42420556273785,0.0183168848366418,"3b","3b","3b","3b","2b"
2020-07-03 03:00:00,"BAQS",2.73512383078392,0.874868954766462,1.63057492428965,0.404775032041601,0,"3b","3b","3b","3b","2b"
2020-07-03 04:00:00,"BAQS",2.55823917268793,0.679599570740168,1.64103671657015,0.53078539232859,0,"3b","3b","3b","3b","2b"
2020-07-03 05:00:00,"BAQS",2.34331319945108,0.894238186744966,0.948962814576691,0.306734641806231,0,"3b","3b","3b","3b","2b"
2020-07-03 06:00:00,"BAQS",0.966837997276883,1.31549176802139,1.19530101258522,0.173843287656861,0,"3b","3b","3b","3b","2b"
2020-07-03 07:00:00,"BAQS",0.769123434527553,0.174157864573904,0.568190878303976,0.127403455934252,0.0053031638953543,"3b","3b","3b","3b","2b"
2020-07-03 08:00:00,"BAQS",1.75453014050207,0,0.644748867197048,0.0521346734538789,0.0128578962106476,"3b","3b","3b","3b","2b"
2020-07-03 09:00:00,"BAQS",1.21906780347295,1.17926693605952,1.65273535438026,0.113888239420598,0,"3b","3b","3b","3b","2b"
2020-07-03 10:00:00,"BAQS",1.62705645893561,0.816562762483215,1.04731222700481,0.11616668239196,0.0514935285341255,"3b","3b","3b","3b","2b"
2020-07-03 11:00:00,"BAQS",2.4327884602595,0.503439258682834,1.37878133798282,0.211475353089033,0.0303098799153053,"3b","3b","3b","3b","2b"
2020-07-03 12:00:00,"BAQS",1.00469805209902,1.83090234951731,1.17046950083122,0.156695319886018,0.0379616186661918,"3b","3b","3b","3b","2b"
2020-07-03 13:00:00,"BAQS",1.57163667828699,1.02219224149599,0.928300958147207,0.0643937597518005,0,"3b","3b","3b","3b","2b"
2020-07-03 14:00:00,"BAQS",1.37386929903179,0.54135717749582,0.596073278293936,0.0406343619223121,0.0046222301898593,"3b","3b","3b","3b","2b"
2020-07-03 15:00:00,"BAQS",0.602000467963302,0.3333392442132,1.09513308160577,0.0852389297434564,0,"3b","3b","3b","3b","2b"
2020-07-03 16:00:00,"BAQS",1.35259355341094,0.297220729797374,0.729425534315327,0.0763481966530699,0,"3b","3b","3b","3b","2b"
2020-07-03 17:00:00,"BAQS",1.49862872703959,0.78765431586623,0.27419043138739,0.0930993621833903,0,"3b","3b","3b","3b","2b"
2020-07-03 18:00:00,"BAQS",0.874295060534487,0.705276075347764,0.724036588353174,0.0866616179235444,0,"3b","3b","3b","3b","2b"
2020-07-03 19:00:00,"BAQS",1.14046675791461,0.254438421088357,0.618989890800249,0.134010348022996,0,"3b","3b","3b","3b","2b"
2020-07-03 20:00:00,"BAQS",1.971814288262,0.194647970907738,0.147897260945704,0.100073304505497,0,"3b","3b","3b","3b","2b"
