"datetime","source_pm2p5","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
2024-06-01,"BAQS",1.95058789806055,0,0,2.24598708623427,1.58550152376634,"3b","3b","3b","3b","2b"
2024-06-01 01:00:00,"BAQS",2.98723091926404,0,1.77066129611082,3.09291700695753,1.16108305158905,"3b","3b","3b","3b","2b"
2024-06-01 02:00:00,"BAQS",0.150464204606879,0,0,3.2863747587723,1.23331830093846,"3b","3b","3b","3b","2b"
2024-06-01 03:00:00,"BAQS",1.32231227040024,0,0.977713054598107,3.34073186707981,0.700367388695576,"3b","3b","3b","3b","2b"
2024-06-01 04:00:00,"BAQS",1.85484282060414,0,0.9792910640705,3.856775332923,1.45289361263686,"3b","3b","3b","3b","2b"
2024-06-01 05:00:00,"BAQS",6.58774059499313,0,0.0182647181717376,3.26641862944256,1.01544334072592,"3b","3b","3b","3b","2b"
2024-06-01 06:00:00,"BAQS",1.74063431623728,2.03040136463082,1.36468951541629,0.948031977333261,0.0773101924231021,"3b","3b","3b","3b","2b"
2024-06-01 07:00:00,"BAQS",4.04710977160635,1.84284301105916,0,0.684037809999968,0.43229890223316,"3b","3b","3b","3b","2b"
2024-06-01 08:00:00,"BAQS",2.67730883467818,0,1.16854894918666,0.52753646517814,0.580081557852403,"3b","3b","3b","3b","2b"
2024-06-01 09:00:00,"BAQS",0,1.36903679871123,2.51987851757262,0.686088253644409,0.655492409818019,"3b","3b","3b","3b","2b"
2024-06-01 10:00:00,"BAQS",0.390877267588326,1.01844606661827,0,0.136165593651735,0.369218034350935,"3b","3b","3b","3b","2b"
2024-06-01 11:00:00,"BAQS",1.00485160382978,0.391062082690581,2.65210569702322,0.499116086683376,0.268361671327998,"3b","3b","3b","3b","2b"
2024-06-01 12:00:00,"BAQS",6.18797710346819,1.02076742314347,0,0.902603854013825,0.0484465753593063,"3b","3b","3b","3b","2b"
2024-06-01 13:00:00,"BAQS",0,0.682009198149898,1.05734257283335,0.588392878142178,0.471256546885903,"3b","3b","3b","3b","2b"
2024-06-01 14:00:00,"BAQS",1.16020923841956,1.28858188578451,0,1.10429936337563,0.0449650012120653,"3b","3b","3b","3b","2b"
2024-06-01 15:00:00,"BAQS",5.29721198643521,1.55201727621408,0,0.959710441738571,0.152001744947874,"3b","3b","3b","3b","2b"
