datetime,source_pm2p5,Org,NH4,SO4,NO3,Chl,qc_flag_Org,qc_flag_NH4,qc_flag_SO4,qc_flag_NO3,qc_flag_Chl
01/02/2026,NA,3.562464219,0.614143472,0.461000636,1.44023945,0.002377161,1b,1b,1b,1b,2b
01/02/2026 01:00,LW,3.149064642,0.853755418,0.538007702,1.98852437,0.040573897,1b,1b,1b,1b,2b
01/02/2026 02:00,LW,3.487518236,0.916322732,0.591926025,2.478562397,0.024087851,1b,1b,1b,1b,2b
01/02/2026 03:00,LW,3.907703688,1.071369251,0.899492029,3.029173962,0.0332742,1b,1b,1b,1b,2b
01/02/2026 04:00,LW,3.478045138,1.165150447,0.614435996,2.795012271,0.027864718,1b,1b,1b,1b,2b
01/02/2026 05:00,LW,2.788350297,0.959992509,0.417821048,2.338356633,0.010749666,1b,1b,1b,1b,2b
01/02/2026 06:00,LW,2.626383651,0.883758487,0.573424582,1.941397811,0.041811804,1b,1b,1b,1b,2b
01/02/2026 07:00,LW,2.313263995,0.969709211,0.728278568,2.126227452,0,1b,1b,1b,1b,2b
01/02/2026 08:00,LW,2.27954215,1.180845308,0.539679868,2.072628112,0,1b,1b,1b,1b,2b
01/02/2026 09:00,LW,3.465313759,1.018185526,0.802961073,2.106664044,0.044421881,1b,1b,1b,1b,2b
01/02/2026 10:00,LW,2.656787766,1.008103651,0.814024481,1.731011101,0.027072453,1b,1b,1b,1b,2b
01/02/2026 11:00,LW,2.463833106,0.645208624,0.663175432,1.147940262,0.006843489,1b,1b,1b,1b,2b
01/02/2026 12:00,LW,2.834873764,0.597568216,0.686245478,0.974303598,0.025541447,1b,1b,1b,1b,2b
01/02/2026 13:00,LW,2.373254174,0.61478077,0.517461934,0.846962746,0.014411979,1b,1b,1b,1b,2b
01/02/2026 14:00,LW,3.378874143,0.573696576,0.464370212,0.761054282,0.042027759,1b,1b,1b,1b,2b
01/02/2026 15:00,LW,2.274131363,0.282943103,0.658923548,0.438917671,0.034468093,1b,1b,1b,1b,2b
01/02/2026 16:00,LW,2.692213937,0.620713818,0.399915418,0.845237789,0.033336263,1b,1b,1b,1b,2b
01/02/2026 17:00,LW,4.808057003,0.753809773,0.675351278,1.336923505,0.034623424,1b,1b,1b,1b,2b
01/02/2026 18:00,LW,7.36844231,0.951944128,0.513739285,1.941123356,0.085435131,1b,1b,1b,1b,2b
01/02/2026 19:00,LW,8.527958626,1.273588297,0.725326483,2.615953982,0.145314582,1b,1b,1b,1b,2b
01/02/2026 20:00,LW,7.780074735,1.38403735,1.357951098,3.152654401,0.085330153,1b,1b,1b,1b,2b
01/02/2026 21:00,LW,6.430443298,2.006982091,1.468518179,4.825703885,0.016943002,1b,1b,1b,1b,2b
01/02/2026 22:00,LW,6.54711352,2.506957926,2.070125028,5.619158244,0.105587517,1b,1b,1b,1b,2b
01/02/2026 23:00,LW,6.349151263,3.780197143,1.919583552,4.973209541,0.093269663,1b,1b,1b,1b,2b
02/02/2026,NA,5.645107033,1.968904229,1.550988924,4.750337932,0.101133491,1b,1b,1b,1b,2b
02/02/2026 01:00,LW,2.962898537,1.658089356,0.84538565,3.841563496,0.044742205,1b,1b,1b,1b,2b
02/02/2026 02:00,LW,3.073317908,1.43478096,0.444877048,4.054041804,0.043704224,1b,1b,1b,1b,2b
02/02/2026 03:00,LW,3.916385792,1.682513952,0.798603778,4.472593378,0.085529204,1b,1b,1b,1b,2b
02/02/2026 04:00,LW,3.248561756,1.297633086,0.507931141,3.363532039,0.048180586,1b,1b,1b,1b,2b
02/02/2026 05:00,LW,2.421169481,1.481062333,0.703872451,2.97399535,0.07462141,1b,1b,1b,1b,2b
02/02/2026 06:00,LW,2.588017568,1.667427848,1.563425894,3.287926778,0.103887281,1b,1b,1b,1b,2b
02/02/2026 07:00,LW,2.439565585,1.558843578,1.188736026,3.635059226,0.049690121,1b,1b,1b,1b,2b
02/02/2026 08:00,LW,4.048769149,1.431109034,1.076540891,2.994588141,0.111155889,1b,1b,1b,1b,2b
02/02/2026 09:00,LW,4.27248792,1.630715802,1.002370282,3.293046364,0.110830815,1b,1b,1b,1b,2b
02/02/2026 10:00,LW,3.509430529,1.35356713,0.861880485,3.104493932,0.117992791,1b,1b,1b,1b,2b
02/02/2026 11:00,LW,4.09004075,1.776514993,0.716613867,3.828614551,0.133624796,1b,1b,1b,1b,2b
02/02/2026 12:00,LW,5.482966714,2.04722263,1.229029308,4.408742861,0.137432216,1b,1b,1b,1b,2b
02/02/2026 13:00,LW,5.747050621,2.142499115,1.79922554,4.293472782,0.165765091,1b,1b,1b,1b,2b
02/02/2026 14:00,LW,6.676019665,2.270688059,2.045126219,4.525201223,0.139714037,1b,1b,1b,1b,2b
02/02/2026 15:00,LW,6.261509019,2.292540808,2.429690836,4.466344977,0.18050865,1b,1b,1b,1b,2b
02/02/2026 16:00,LW,6.629720924,2.497819472,2.48587244,4.811541054,0.147494815,1b,1b,1b,1b,2b
02/02/2026 17:00,LW,7.597436248,2.924104077,2.904393137,5.658508351,0.207948041,1b,1b,1b,1b,2b
02/02/2026 18:00,LW,7.879710186,3.091867121,3.160492338,6.057233197,0.216192302,1b,1b,1b,1b,2b
02/02/2026 19:00,LW,9.640294638,3.775060236,4.334080338,7.688057692,0.237408451,1b,1b,1b,1b,2b
02/02/2026 20:00,LW,9.511983897,3.934631706,4.201144827,8.44930543,0.209765091,1b,1b,1b,1b,2b
02/02/2026 21:00,LW,8.474016818,3.998252016,4.11093655,8.100647434,0.215159593,1b,1b,1b,1b,2b
02/02/2026 22:00,LW,8.412550581,4.199486179,4.098693703,9.687710742,0.215217969,1b,1b,1b,1b,2b
02/02/2026 23:00,LW,8.383688947,4.718339678,3.86461874,10.57234386,0.22475383,1b,1b,1b,1b,2b
03/02/2026,NA,8.079917385,5.044125747,3.867163306,12.00886666,0.410651701,1b,1b,1b,1b,2b
03/02/2026 01:00,LW,5.937086531,3.997227404,2.584568241,9.875870504,0.288162071,1b,1b,1b,1b,2b
03/02/2026 02:00,LW,4.989190795,3.323649499,2.429016354,8.932757839,0.123515276,1b,1b,1b,1b,2b
03/02/2026 03:00,LW,5.799958252,3.61324438,2.599891961,9.296754003,0.196277917,1b,1b,1b,1b,2b
03/02/2026 04:00,LW,7.35710093,4.324370595,3.192776398,11.09118104,0.166846931,1b,1b,1b,1b,2b
03/02/2026 05:00,LW,8.194523804,4.554290848,3.641286033,10.06911264,0.220349931,1b,1b,1b,1b,2b
03/02/2026 06:00,LW,9.066510241,5.642407693,4.536351312,11.19535898,0.22431815,1b,1b,1b,1b,2b
03/02/2026 07:00,LW,9.23469278,4.668039248,4.762879956,10.51869057,0.235676822,1b,1b,1b,1b,2b
03/02/2026 08:00,LW,8.439213193,3.666982094,3.36042081,7.736723244,0.209583012,1b,1b,1b,1b,2b
03/02/2026 09:00,NA,9.057567546,3.083961598,2.834071532,6.804376452,0.201343948,1b,1b,1b,1b,2b
03/02/2026 10:00,NA,10.27480252,3.437989774,3.846819368,7.716570705,0.324382536,1b,1b,1b,1b,2b
03/02/2026 11:00,NA,11.70049198,4.222623352,4.947001729,7.981673619,0.443931715,1b,1b,1b,1b,2b
03/02/2026 12:00,LW,12.49584948,4.022888566,5.303853267,7.644185511,0.460516998,1b,1b,1b,1b,2b
03/02/2026 13:00,LW,13.53138142,3.878940694,4.782808941,7.881016393,0.401805977,1b,1b,1b,1b,2b
03/02/2026 14:00,LW,14.02034745,4.541049621,5.009293007,8.415935188,0.429939709,1b,1b,1b,1b,2b
03/02/2026 15:00,LW,14.87075248,3.736178635,5.366551753,8.167658881,0.429813435,1b,1b,1b,1b,2b
03/02/2026 16:00,LW,13.49241745,3.742626205,4.894362809,8.024949119,0.321860025,1b,1b,1b,1b,2b
03/02/2026 17:00,LW,13.67481919,3.073857545,3.777520332,7.243136743,0.323869128,1b,1b,1b,1b,2b
03/02/2026 18:00,LW,12.56546212,3.229661323,3.391946937,6.711171486,0.314489837,1b,1b,1b,1b,2b
03/02/2026 19:00,LW,10.90255652,2.731841773,3.124832445,6.029350046,0.240191136,1b,1b,1b,1b,2b
03/02/2026 20:00,LW,10.53284677,2.47090665,2.593625593,5.501089147,0.16052248,1b,1b,1b,1b,2b
03/02/2026 21:00,LW,11.33837098,2.80830559,2.749405689,5.881037724,0.17888738,1b,1b,1b,1b,2b
03/02/2026 22:00,LW,11.09564497,2.850925394,2.698350194,5.512465259,0.23258906,1b,1b,1b,1b,2b
03/02/2026 23:00,LW,10.97990384,2.800723999,3.475809145,6.095400359,0.136696302,1b,1b,1b,1b,2b
04/02/2026,NA,11.79862479,2.930325776,3.388044331,6.559722089,0.209932696,1b,1b,1b,1b,2b
04/02/2026 01:00,LW,11.32318301,2.91195413,2.970630285,6.383794669,0.171718426,1b,1b,1b,1b,2b
