datetime,source_pm2p5,Org,NH4,SO4,NO3,Chl,qc_flag_Org,qc_flag_NH4,qc_flag_SO4,qc_flag_NO3,qc_flag_Chl
01/03/2026,BAQS,5.044921738,0.140942886,0,0.634885576,0,1b,1b,1b,1b,2b
01/03/2026 01:00,BAQS,3.730098846,0.349333935,0.531497357,0.633444879,0,1b,1b,1b,1b,2b
01/03/2026 02:00,BAQS,2.265253028,0.089247318,0.352691309,0.516230917,0,1b,1b,1b,1b,2b
01/03/2026 03:00,BAQS,1.551094216,0.353463339,0.659809503,0.593677999,0,1b,1b,1b,1b,2b
01/03/2026 04:00,BAQS,0.779526063,0.348745699,0.267426912,0.383506747,0,1b,1b,1b,1b,2b
01/03/2026 05:00,BAQS,0.119289452,0.153453138,0.455138473,0.341396947,0,1b,1b,1b,1b,2b
01/03/2026 06:00,BAQS,1.277343397,0.016943057,0.427963245,0.380125177,0,1b,1b,1b,1b,2b
01/03/2026 07:00,BAQS,1.037493933,0.11359256,0.419292193,0.40803114,0,1b,1b,1b,1b,2b
01/03/2026 08:00,BAQS,0.991164438,0.17490666,0.361223302,0.411917127,0,1b,1b,1b,1b,2b
01/03/2026 09:00,BAQS,0.437280481,1.330256979,0.528381981,0.328948131,0,1b,1b,1b,1b,2b
01/03/2026 10:00,BAQS,17.27059095,0.195661533,0.518165875,1.297947836,0,1b,1b,1b,1b,2b
01/03/2026 11:00,BAQS,16.16615801,0.139236986,0.264448027,1.224014943,0.019593259,1b,1b,1b,1b,2b
01/03/2026 12:00,BAQS,2.11534992,0.090743151,0.192919928,0.254889766,0,1b,1b,1b,1b,2b
01/03/2026 13:00,BAQS,1.034934014,0.163501122,0.432171821,0.314675465,0,1b,1b,1b,1b,2b
01/03/2026 14:00,BAQS,1.522543951,0.163025273,0.509395846,0.327922626,0,1b,1b,1b,1b,2b
01/03/2026 15:00,BAQS,1.812422238,0.329983398,0.568228125,0.34836379,0,1b,1b,1b,1b,2b
01/03/2026 16:00,BAQS,1.913467167,0.110176774,0.222883937,0.354125853,0,1b,1b,1b,1b,2b
01/03/2026 17:00,BAQS,1.476770823,0.330375726,0.65882343,0.544776928,0,1b,1b,1b,1b,2b
01/03/2026 18:00,BAQS,2.10138976,0.319669549,0.45234841,0.4192584,0,1b,1b,1b,1b,2b
01/03/2026 19:00,BAQS,1.931575354,0.647830075,0.522277394,0.261722459,0,1b,1b,1b,1b,2b
01/03/2026 20:00,BAQS,1.53846009,0.00909322,0.162968034,0.361953662,0,1b,1b,1b,1b,2b
01/03/2026 21:00,BAQS,1.23067596,0.082653772,0.399785902,0.186053118,0,1b,1b,1b,1b,2b
01/03/2026 22:00,BAQS,1.69091608,0.085776667,0.324570092,0.359904371,0,1b,1b,1b,1b,2b
01/03/2026 23:00,BAQS,0.689726604,0.165761415,0.49303289,0.176413749,0,1b,1b,1b,1b,2b
02/03/2026,BAQS,0.996661583,0.121551801,0.338633372,0.163802629,0,1b,1b,1b,1b,2b
02/03/2026 01:00,BAQS,0.827384963,0.158949945,0.422950773,0.239935213,0,1b,1b,1b,1b,2b
02/03/2026 02:00,BAQS,0.668284767,0.102663482,0.461493742,0.215877115,0,1b,1b,1b,1b,2b
02/03/2026 03:00,BAQS,0.622970172,0.083167825,0.548611557,0.245966205,0,1b,1b,1b,1b,2b
02/03/2026 04:00,BAQS,0.290902675,0.114794637,0.458669142,0.238744845,0,1b,1b,1b,1b,2b
02/03/2026 05:00,BAQS,0.899931881,0.192174015,0.425978677,0.43258219,0,1b,1b,1b,1b,2b
02/03/2026 06:00,BAQS,1.501400571,0,0.606687083,0.310005577,0,1b,1b,1b,1b,2b
02/03/2026 07:00,BAQS,1.495073816,0.266646459,0.647710813,0.326680804,0,1b,1b,1b,1b,2b
02/03/2026 08:00,BAQS,2.510861255,0.190412157,0.470672247,0.399844407,0,1b,1b,1b,1b,2b
02/03/2026 09:00,BAQS,2.569644653,0.287283013,0.557529307,0.371182918,0,1b,1b,1b,1b,2b
02/03/2026 10:00,BAQS,2.651332075,0.37936618,0.801994466,0.362403526,0,1b,1b,1b,1b,2b
02/03/2026 11:00,BAQS,3.128803087,0.303383034,0.878876123,0.447795637,0,1b,1b,1b,1b,2b
02/03/2026 12:00,BAQS,3.194777864,0.389669908,0.943224551,0.39417746,0,1b,1b,1b,1b,2b
02/03/2026 13:00,BAQS,3.071475591,0.303476572,0.661476741,0.403007678,0,1b,1b,1b,1b,2b
02/03/2026 14:00,BAQS,4.463938582,0.231266612,0.749118871,0.458379285,0,1b,1b,1b,1b,2b
02/03/2026 15:00,BAQS,5.329053911,0.308118767,0.826205597,0.409108105,0,1b,1b,1b,1b,2b
02/03/2026 16:00,BAQS,4.573429826,0.741369448,0.809902972,0.519996696,0,1b,1b,1b,1b,2b
02/03/2026 17:00,BAQS,5.734942354,0.25110283,0.941247655,0.476548247,0,1b,1b,1b,1b,2b
