"datetime","particle_concentration","qc_flag_particle_concentration"
"2025-08-01 00:00:00",2618.04776406667,"1b"
"2025-08-01 01:00:00",1890.12049560167,"1b"
"2025-08-01 02:00:00",1957.51675821833,"1b"
"2025-08-01 03:00:00",2192.965380855,"1b"
"2025-08-01 04:00:00",2777.87123616,"1b"
"2025-08-01 05:00:00",3904.56714681,"1b"
"2025-08-01 06:00:00",4695.62419027333,"1b"
"2025-08-01 07:00:00",4542.57786051333,"1b"
"2025-08-01 08:00:00",5149.91186117,"1b"
"2025-08-01 09:00:00",7449.13942057333,"1b"
"2025-08-01 10:00:00",7796.96477050833,"1b"
"2025-08-01 11:00:00",6582.21800943667,"1b"
"2025-08-01 12:00:00",7881.59388021167,"1b"
"2025-08-01 13:00:00",7737.73103841,"1b"
"2025-08-01 14:00:00",9504.83302436102,"1b"
"2025-08-01 15:00:00",14329.5341634117,"1b"
"2025-08-01 16:00:00",11509.7810139983,"1b"
"2025-08-01 17:00:00",7166.32850749,"1b"
"2025-08-01 18:00:00",6847.20640462333,"1b"
"2025-08-01 19:00:00",8769.24645789153,"1b"
"2025-08-01 20:00:00",9447.934163405,"1b"
"2025-08-01 21:00:00",9588.57931315167,"1b"
"2025-08-01 22:00:00",9238.54827474333,"1b"
"2025-08-01 23:00:00",8919.43444009833,"1b"
"2025-08-02 00:00:00",7170.28462728167,"1b"
"2025-08-02 01:00:00",6784.72604166333,"1b"
"2025-08-02 02:00:00",6498.04890950667,"1b"
"2025-08-02 03:00:00",4072.41388346,"1b"
"2025-08-02 04:00:00",2816.48394775,"1b"
"2025-08-02 05:00:00",2699.96679687667,"1b"
"2025-08-02 06:00:00",2990.83500163667,"1b"
"2025-08-02 07:00:00",3815.22148438167,"1b"
"2025-08-02 08:00:00",5614.22567545833,"1b"
"2025-08-02 09:00:00",19273.7259440133,"1b"
"2025-08-02 10:00:00",21125.0873209633,"1b"
"2025-08-02 11:00:00",13179.0870442667,"1b"
"2025-08-02 12:00:00",10910.5562337267,"1b"
"2025-08-02 13:00:00",7750.02443848167,"1b"
"2025-08-02 14:00:00",6351.87250976667,"1b"
"2025-08-02 15:00:00",7207.80664876833,"1b"
"2025-08-02 16:00:00",7847.96960448833,"1b"
"2025-08-02 17:00:00",4322.73203938333,"1b"
"2025-08-02 18:00:00",3163.57255859667,"1b"
"2025-08-02 19:00:00",3970.47677001667,"1b"
"2025-08-02 20:00:00",4156.22563883833,"1b"
"2025-08-02 21:00:00",4803.98486735,"1b"
"2025-08-02 22:00:00",3961.73933105833,"1b"
"2025-08-02 23:00:00",4573.27339681333,"1b"
"2025-08-03 00:00:00",5127.602140305,"1b"
"2025-08-03 01:00:00",4652.38815103833,"1b"
"2025-08-03 02:00:00",3823.65799153833,"1b"
"2025-08-03 03:00:00",4186.80355631167,"1b"
"2025-08-03 04:00:00",3613.56755247288,"1b"
