"datetime","particle_concentration","qc_flag_particle_concentration"
"2024-05-01 00:00:00",7000.05050455833,"1b"
"2024-05-01 01:00:00",6042.60524088667,"1b"
"2024-05-01 02:00:00",4668.43681234,"1b"
"2024-05-01 03:00:00",4329.13634440333,"1b"
"2024-05-01 04:00:00",4622.84164224833,"1b"
"2024-05-01 05:00:00",4141.51693929333,"1b"
"2024-05-01 06:00:00",3606.715454095,"1b"
"2024-05-01 07:00:00",4100.43662108833,"1b"
"2024-05-01 08:00:00",3664.32881266333,"1b"
"2024-05-01 09:00:00",3268.55734049833,"1b"
"2024-05-01 10:00:00",5089.50591226667,"1b"
"2024-05-01 11:00:00",9487.82185872167,"1b"
"2024-05-01 12:00:00",7455.05115559833,"1b"
"2024-05-01 13:00:00",6362.40506998333,"1b"
"2024-05-01 14:00:00",7633.63128255333,"1b"
"2024-05-01 15:00:00",7039.00638834833,"1b"
"2024-05-01 16:00:00",7885.90026041333,"1b"
"2024-05-01 17:00:00",7512.718831385,"1b"
"2024-05-01 18:00:00",7749.74950359167,"1b"
"2024-05-01 19:00:00",8734.03841959833,"1b"
"2024-05-01 20:00:00",8842.72538248833,"1b"
"2024-05-01 21:00:00",7437.54379882667,"1b"
"2024-05-01 22:00:00",7864.42691243667,"1b"
"2024-05-01 23:00:00",6736.606819665,"1b"
"2024-05-02 00:00:00",7735.18927408833,"1b"
"2024-05-02 01:00:00",6459.65760091,"1b"
"2024-05-02 02:00:00",4943.20388997167,"1b"
"2024-05-02 03:00:00",4134.06929117667,"1b"
"2024-05-02 04:00:00",3925.312756345,"1b"
"2024-05-02 05:00:00",4691.23143311,"1b"
"2024-05-02 06:00:00",5310.66809896,"1b"
"2024-05-02 07:00:00",5640.163362635,"1b"
"2024-05-02 08:00:00",6289.61475422667,"1b"
"2024-05-02 09:00:00",6977.402832035,"1b"
"2024-05-02 10:00:00",8356.416829425,"1b"
"2024-05-02 11:00:00",7876.78774414,"1b"
"2024-05-02 12:00:00",8419.30249466909,"1b"
"2024-05-02 13:00:00",NA,"2b"
"2024-05-02 14:00:00",7555.26169002941,"1b"
"2024-05-02 15:00:00",7891.79676920167,"1b"
"2024-05-02 16:00:00",7211.55431315,"1b"
"2024-05-02 17:00:00",7337.30502930333,"1b"
"2024-05-02 18:00:00",6328.39844563833,"1b"
"2024-05-02 19:00:00",5733.33187662333,"1b"
"2024-05-02 20:00:00",6233.10275879333,"1b"
