"datetime","particle_concentration","qc_flag_particle_concentration"
"2025-05-01 00:00:00",12252.0244654579,"1b"
"2025-05-01 01:00:00",10212.2689290317,"1b"
"2025-05-01 02:00:00",9131.43036357692,"1b"
"2025-05-01 03:00:00",NA,"0b"
"2025-05-01 04:00:00",NA,"0b"
"2025-05-01 05:00:00",NA,"0b"
"2025-05-01 06:00:00",NA,"0b"
"2025-05-01 07:00:00",13409.4070046091,"1b"
"2025-05-01 08:00:00",7738.44318033833,"1b"
"2025-05-01 09:00:00",7601.18066406,"1b"
"2025-05-01 10:00:00",8128.13248698167,"1b"
"2025-05-01 11:00:00",11822.6501879396,"1b"
"2025-05-01 12:00:00",10809.3726283571,"1b"
"2025-05-01 13:00:00",10629.4144368433,"1b"
"2025-05-01 14:00:00",8985.377644855,"1b"
"2025-05-01 15:00:00",8886.80514323167,"1b"
"2025-05-01 16:00:00",8006.01125488333,"1b"
"2025-05-01 17:00:00",7539.089889525,"1b"
"2025-05-01 18:00:00",NA,"0b"
"2025-05-01 19:00:00",NA,"0b"
"2025-05-01 20:00:00",NA,"0b"
"2025-05-01 21:00:00",NA,"0b"
"2025-05-01 22:00:00",NA,"0b"
"2025-05-01 23:00:00",NA,"0b"
"2025-05-02 00:00:00",NA,"0b"
"2025-05-02 01:00:00",NA,"0b"
"2025-05-02 02:00:00",NA,"0b"
"2025-05-02 03:00:00",NA,"0b"
"2025-05-02 04:00:00",7427.62760416667,"1b"
"2025-05-02 05:00:00",8538.92672526333,"1b"
"2025-05-02 06:00:00",10437.6478027383,"1b"
"2025-05-02 07:00:00",13539.929003905,"1b"
"2025-05-02 08:00:00",12066.25242513,"1b"
"2025-05-02 09:00:00",11419.371988925,"1b"
"2025-05-02 10:00:00",13752.5135904983,"1b"
"2025-05-02 11:00:00",11314.8431966117,"1b"
"2025-05-02 12:00:00",9252.712565105,"1b"
"2025-05-02 13:00:00",8603.76706543167,"1b"
"2025-05-02 14:00:00",8365.48594563667,"1b"
"2025-05-02 15:00:00",9067.97281901167,"1b"
"2025-05-02 16:00:00",10331.6154134133,"1b"
"2025-05-02 17:00:00",15347.6860351617,"1b"
"2025-05-02 18:00:00",19954.6542317717,"1b"
"2025-05-02 19:00:00",22157.0633463583,"1b"
"2025-05-02 20:00:00",20048.8783528683,"1b"
"2025-05-02 21:00:00",16833.324414065,"1b"
"2025-05-02 22:00:00",14302.2694010433,"1b"
"2025-05-02 23:00:00",12392.5585611933,"1b"
"2025-05-03 00:00:00",9719.457470705,"1b"
"2025-05-03 01:00:00",9015.48041992333,"1b"
"2025-05-03 02:00:00",7728.254695645,"1b"
"2025-05-03 03:00:00",7606.03666991833,"1b"
"2025-05-03 04:00:00",6677.75529785833,"1b"
"2025-05-03 05:00:00",5241.96989746167,"1b"
"2025-05-03 06:00:00",3305.93000081,"1b"
"2025-05-03 07:00:00",2938.640327955,"1b"
"2025-05-03 08:00:00",4593.94967041167,"1b"
"2025-05-03 09:00:00",7418.71335938,"1b"
"2025-05-03 10:00:00",NA,"0b"
"2025-05-03 11:00:00",NA,"0b"
"2025-05-03 12:00:00",4261.10612835789,"1b"
"2025-05-03 13:00:00",6315.60007324333,"1b"
"2025-05-03 14:00:00",10538.3372395833,"1b"
"2025-05-03 15:00:00",14288.9465332033,"1b"
"2025-05-03 16:00:00",12950.334082035,"1b"
"2025-05-03 17:00:00",11796.6792317683,"1b"
"2025-05-03 18:00:00",12413.12063802,"1b"
"2025-05-03 19:00:00",13991.8874511667,"1b"
"2025-05-03 20:00:00",16762.5208496033,"1b"
"2025-05-03 21:00:00",17603.512955725,"1b"
"2025-05-03 22:00:00",16523.0882912538,"1b"
"2025-05-03 23:00:00",NA,"0b"
"2025-05-04 00:00:00",NA,"0b"
"2025-05-04 01:00:00",NA,"0b"
"2025-05-04 02:00:00",NA,"0b"
"2025-05-04 03:00:00",NA,"0b"
"2025-05-04 04:00:00",5244.63419167544,"1b"
"2025-05-04 05:00:00",4476.92829589333,"1b"
"2025-05-04 06:00:00",3956.93719075333,"1b"
"2025-05-04 07:00:00",4428.32462971833,"1b"
"2025-05-04 08:00:00",5805.898543295,"1b"
"2025-05-04 09:00:00",8914.18862304167,"1b"
"2025-05-04 10:00:00",13191.1412146245,"1b"
"2025-05-04 11:00:00",NA,"0b"
"2025-05-04 12:00:00",17978.9274259807,"1b"
"2025-05-04 13:00:00",16141.452913405,"1b"
"2025-05-04 14:00:00",13382.5242024733,"1b"
"2025-05-04 15:00:00",13852.4149739567,"1b"
"2025-05-04 16:00:00",11760.9254557333,"1b"
"2025-05-04 17:00:00",12012.4958496083,"1b"
"2025-05-04 18:00:00",12914.6582193983,"1b"
"2025-05-04 19:00:00",14740.2405924533,"1b"
"2025-05-04 20:00:00",13429.157063805,"1b"
"2025-05-04 21:00:00",13483.0855794267,"1b"
"2025-05-04 22:00:00",9582.27146809833,"1b"
"2025-05-04 23:00:00",8716.73802083333,"1b"
"2025-05-05 00:00:00",6820.60249837167,"1b"
"2025-05-05 01:00:00",5475.04724120833,"1b"
"2025-05-05 02:00:00",5237.90297037333,"1b"
"2025-05-05 03:00:00",4105.566674805,"1b"
"2025-05-05 04:00:00",4537.30179442833,"1b"
"2025-05-05 05:00:00",5948.34446614667,"1b"
"2025-05-05 06:00:00",5507.59377441333,"1b"
"2025-05-05 07:00:00",5007.74581705,"1b"
"2025-05-05 08:00:00",5465.88127441167,"1b"
"2025-05-05 09:00:00",9635.60869140833,"1b"
"2025-05-05 10:00:00",12928.6170410133,"1b"
"2025-05-05 11:00:00",12418.7078450444,"1b"
"2025-05-05 12:00:00",15174.2007486983,"1b"
"2025-05-05 13:00:00",14298.121500655,"1b"
"2025-05-05 14:00:00",11217.8877115883,"1b"
"2025-05-05 15:00:00",8678.95382486667,"1b"
"2025-05-05 16:00:00",9098.50253907,"1b"
"2025-05-05 17:00:00",10150.39628906,"1b"
"2025-05-05 18:00:00",8588.04943847833,"1b"
"2025-05-05 19:00:00",9906.22150878667,"1b"
"2025-05-05 20:00:00",9961.22407226833,"1b"
"2025-05-05 21:00:00",9483.91021050556,"1b"
"2025-05-05 22:00:00",NA,"0b"
"2025-05-05 23:00:00",NA,"0b"
"2025-05-06 00:00:00",NA,"0b"
"2025-05-06 01:00:00",NA,"0b"
"2025-05-06 02:00:00",NA,"0b"
"2025-05-06 03:00:00",NA,"0b"
"2025-05-06 04:00:00",NA,"0b"
"2025-05-06 05:00:00",NA,"0b"
"2025-05-06 06:00:00",NA,"0b"
"2025-05-06 07:00:00",7778.23701985417,"1b"
"2025-05-06 08:00:00",5683.61030444561,"1b"
"2025-05-06 09:00:00",6692.36312662667,"1b"
"2025-05-06 10:00:00",17288.01552734,"1b"
"2025-05-06 11:00:00",14233.2909017,"1b"
"2025-05-06 12:00:00",15056.536848965,"1b"
"2025-05-06 13:00:00",14533.093180345,"1b"
"2025-05-06 14:00:00",14769.6995442717,"1b"
"2025-05-06 15:00:00",12701.8828450567,"1b"
"2025-05-06 16:00:00",10638.4706174561,"1b"
"2025-05-06 17:00:00",NA,"0b"
"2025-05-06 18:00:00",NA,"0b"
"2025-05-06 19:00:00",NA,"0b"
"2025-05-06 20:00:00",NA,"0b"
"2025-05-06 21:00:00",NA,"0b"
"2025-05-06 22:00:00",NA,"0b"
"2025-05-06 23:00:00",NA,"0b"
"2025-05-07 00:00:00",NA,"0b"
"2025-05-07 01:00:00",NA,"0b"
"2025-05-07 02:00:00",NA,"0b"
"2025-05-07 03:00:00",NA,"0b"
"2025-05-07 04:00:00",9186.81222587544,"1b"
"2025-05-07 05:00:00",10296.8611165367,"1b"
"2025-05-07 06:00:00",17969.4109507441,"1b"
"2025-05-07 07:00:00",20023.8160988148,"1b"
"2025-05-07 08:00:00",12735.9459309917,"1b"
"2025-05-07 09:00:00",12094.2185502545,"1b"
"2025-05-07 10:00:00",10115.3152994767,"1b"
