"datetime","particle_concentration","qc_flag_particle_concentration"
"2024-08-01 00:00:00",5163.55760091,"1b"
"2024-08-01 01:00:00",5492.488932285,"1b"
"2024-08-01 02:00:00",5733.68730469,"1b"
"2024-08-01 03:00:00",6379.38892416,"1b"
"2024-08-01 04:00:00",6703.42306314833,"1b"
"2024-08-01 05:00:00",8045.82503255333,"1b"
"2024-08-01 06:00:00",9284.48955078167,"1b"
"2024-08-01 07:00:00",9514.62430825667,"1b"
"2024-08-01 08:00:00",13853.8920898433,"1b"
"2024-08-01 09:00:00",26508.4904571018,"1b"
"2024-08-01 10:00:00",29637.5020878207,"1b"
"2024-08-01 11:00:00",11626.31699555,"1b"
"2024-08-01 12:00:00",11994.1708218412,"1b"
"2024-08-01 13:00:00",10864.6856770867,"1b"
"2024-08-01 14:00:00",8958.02635904833,"1b"
"2024-08-01 15:00:00",7774.84774576833,"1b"
"2024-08-01 16:00:00",6721.10008138,"1b"
"2024-08-01 17:00:00",7242.42312012,"1b"
"2024-08-01 18:00:00",9252.55023599167,"1b"
"2024-08-01 19:00:00",13323.8263834633,"1b"
"2024-08-01 20:00:00",13065.13728841,"1b"
"2024-08-01 21:00:00",13087.118831375,"1b"
"2024-08-01 22:00:00",9203.21212564833,"1b"
"2024-08-01 23:00:00",10844.0814290333,"1b"
"2024-08-02 00:00:00",10740.8811523417,"1b"
"2024-08-02 01:00:00",10214.6784179633,"1b"
"2024-08-02 02:00:00",8213.17390136667,"1b"
"2024-08-02 03:00:00",7296.30135091,"1b"
"2024-08-02 04:00:00",8328.082877605,"1b"
"2024-08-02 05:00:00",13010.6465169317,"1b"
"2024-08-02 06:00:00",13241.337060545,"1b"
"2024-08-02 07:00:00",10535.1673177083,"1b"
"2024-08-02 08:00:00",8095.16950683833,"1b"
"2024-08-02 09:00:00",6017.15198567667,"1b"
"2024-08-02 10:00:00",5823.81072184,"1b"
"2024-08-02 11:00:00",8452.89481608667,"1b"
"2024-08-02 12:00:00",9226.58014323333,"1b"
"2024-08-02 13:00:00",4702.641170255,"1b"
"2024-08-02 14:00:00",5970.8244222,"1b"
"2024-08-02 15:00:00",7045.48352050667,"1b"
"2024-08-02 16:00:00",3610.15966796833,"1b"
"2024-08-02 17:00:00",2429.79134234412,"1b"
"2024-08-02 18:00:00",NA,"0b"
"2024-08-02 19:00:00",NA,"0b"
"2024-08-02 20:00:00",NA,"0b"
"2024-08-02 21:00:00",NA,"0b"
"2024-08-02 22:00:00",NA,"0b"
"2024-08-02 23:00:00",NA,"0b"
"2024-08-03 00:00:00",NA,"0b"
"2024-08-03 01:00:00",NA,"0b"
"2024-08-03 02:00:00",NA,"0b"
"2024-08-03 03:00:00",NA,"0b"
"2024-08-03 04:00:00",NA,"0b"
"2024-08-03 05:00:00",NA,"0b"
"2024-08-03 06:00:00",NA,"0b"
"2024-08-03 07:00:00",NA,"0b"
"2024-08-03 08:00:00",NA,"0b"
"2024-08-03 09:00:00",NA,"0b"
"2024-08-03 10:00:00",NA,"0b"
"2024-08-03 11:00:00",NA,"0b"
"2024-08-03 12:00:00",NA,"0b"
"2024-08-03 13:00:00",NA,"0b"
"2024-08-03 14:00:00",NA,"0b"
"2024-08-03 15:00:00",NA,"0b"
"2024-08-03 16:00:00",NA,"0b"
"2024-08-03 17:00:00",NA,"0b"
"2024-08-03 18:00:00",NA,"0b"
"2024-08-03 19:00:00",NA,"0b"
"2024-08-03 20:00:00",NA,"0b"
"2024-08-03 21:00:00",NA,"0b"
"2024-08-03 22:00:00",NA,"0b"
"2024-08-03 23:00:00",NA,"0b"
"2024-08-04 00:00:00",NA,"0b"
"2024-08-04 01:00:00",NA,"0b"
"2024-08-04 02:00:00",NA,"0b"
"2024-08-04 03:00:00",NA,"0b"
"2024-08-04 04:00:00",NA,"0b"
"2024-08-04 05:00:00",NA,"0b"
"2024-08-04 06:00:00",NA,"0b"
"2024-08-04 07:00:00",NA,"0b"
"2024-08-04 08:00:00",NA,"0b"
"2024-08-04 09:00:00",NA,"0b"
"2024-08-04 10:00:00",NA,"0b"
"2024-08-04 11:00:00",NA,"0b"
"2024-08-04 12:00:00",NA,"0b"
"2024-08-04 13:00:00",NA,"0b"
"2024-08-04 14:00:00",NA,"0b"
"2024-08-04 15:00:00",NA,"0b"
"2024-08-04 16:00:00",NA,"0b"
"2024-08-04 17:00:00",NA,"0b"
"2024-08-04 18:00:00",NA,"0b"
"2024-08-04 19:00:00",NA,"0b"
"2024-08-04 20:00:00",NA,"0b"
"2024-08-04 21:00:00",NA,"0b"
"2024-08-04 22:00:00",NA,"0b"
"2024-08-04 23:00:00",NA,"0b"
"2024-08-05 00:00:00",NA,"0b"
"2024-08-05 01:00:00",NA,"0b"
"2024-08-05 02:00:00",NA,"0b"
"2024-08-05 03:00:00",NA,"0b"
"2024-08-05 04:00:00",NA,"0b"
"2024-08-05 05:00:00",NA,"0b"
"2024-08-05 06:00:00",NA,"0b"
"2024-08-05 07:00:00",NA,"0b"
"2024-08-05 08:00:00",NA,"0b"
"2024-08-05 09:00:00",NA,"0b"
"2024-08-05 10:00:00",NA,"0b"
"2024-08-05 11:00:00",NA,"0b"
"2024-08-05 12:00:00",NA,"0b"
"2024-08-05 13:00:00",NA,"0b"
"2024-08-05 14:00:00",NA,"0b"
"2024-08-05 15:00:00",NA,"0b"
"2024-08-05 16:00:00",NA,"0b"
"2024-08-05 17:00:00",NA,"0b"
"2024-08-05 18:00:00",NA,"0b"
"2024-08-05 19:00:00",NA,"0b"
"2024-08-05 20:00:00",NA,"0b"
"2024-08-05 21:00:00",NA,"0b"
"2024-08-05 22:00:00",NA,"0b"
"2024-08-05 23:00:00",NA,"0b"
"2024-08-06 00:00:00",NA,"0b"
"2024-08-06 01:00:00",NA,"0b"
"2024-08-06 02:00:00",NA,"0b"
"2024-08-06 03:00:00",NA,"0b"
"2024-08-06 04:00:00",NA,"0b"
"2024-08-06 05:00:00",NA,"0b"
"2024-08-06 06:00:00",NA,"0b"
"2024-08-06 07:00:00",NA,"0b"
"2024-08-06 08:00:00",NA,"0b"
"2024-08-06 09:00:00",11844.2861328,"1b"
"2024-08-06 10:00:00",12513.22387695,"1b"
"2024-08-06 11:00:00",NA,"0b"
"2024-08-06 12:00:00",NA,"0b"
"2024-08-06 13:00:00",NA,"0b"
"2024-08-06 14:00:00",NA,"0b"
"2024-08-06 15:00:00",NA,"0b"
"2024-08-06 16:00:00",NA,"0b"
"2024-08-06 17:00:00",NA,"0b"
"2024-08-06 18:00:00",NA,"0b"
"2024-08-06 19:00:00",NA,"0b"
"2024-08-06 20:00:00",NA,"0b"
"2024-08-06 21:00:00",NA,"0b"
"2024-08-06 22:00:00",NA,"0b"
"2024-08-06 23:00:00",NA,"0b"
"2024-08-07 00:00:00",NA,"0b"
"2024-08-07 01:00:00",NA,"0b"
"2024-08-07 02:00:00",NA,"0b"
"2024-08-07 03:00:00",NA,"0b"
"2024-08-07 04:00:00",NA,"0b"
"2024-08-07 05:00:00",NA,"0b"
"2024-08-07 06:00:00",NA,"0b"
"2024-08-07 07:00:00",NA,"0b"
"2024-08-07 08:00:00",NA,"0b"
"2024-08-07 09:00:00",NA,"0b"
"2024-08-07 10:00:00",NA,"0b"
