"datetime","particle_concentration","qc_flag_particle_concentration"
"2025-01-01 00:00:00",1401.70296225167,"1b"
"2025-01-01 01:00:00",745.001951071667,"1b"
"2025-01-01 02:00:00",607.52963817,"1b"
"2025-01-01 03:00:00",581.086448666667,"1b"
"2025-01-01 04:00:00",919.055421981667,"1b"
"2025-01-01 05:00:00",619.527642828333,"1b"
"2025-01-01 06:00:00",964.108813983333,"1b"
"2025-01-01 07:00:00",757.375196315,"1b"
"2025-01-01 08:00:00",1692.475074325,"1b"
"2025-01-01 09:00:00",1219.132511385,"1b"
"2025-01-01 10:00:00",1214.62219139,"1b"
"2025-01-01 11:00:00",2587.11695758333,"1b"
"2025-01-01 12:00:00",2728.62432053333,"1b"
"2025-01-01 13:00:00",2150.25789186667,"1b"
"2025-01-01 14:00:00",2598.1031983,"1b"
"2025-01-01 15:00:00",3639.75944426667,"1b"
"2025-01-01 16:00:00",4164.78310556667,"1b"
"2025-01-01 17:00:00",7376.2648437,"1b"
"2025-01-01 18:00:00",7497.30965181667,"1b"
"2025-01-01 19:00:00",8754.9082358,"1b"
"2025-01-01 20:00:00",10986.0036623,"1b"
"2025-01-01 21:00:00",10867.82351875,"1b"
"2025-01-01 22:00:00",11990.2103926167,"1b"
"2025-01-01 23:00:00",5406.31353768333,"1b"
"2025-01-02 00:00:00",3983.56350097667,"1b"
"2025-01-02 01:00:00",3913.64138997333,"1b"
"2025-01-02 02:00:00",5488.68592122167,"1b"
"2025-01-02 03:00:00",7330.83716633667,"1b"
"2025-01-02 04:00:00",6069.31337076833,"1b"
"2025-01-02 05:00:00",6535.576326495,"1b"
"2025-01-02 06:00:00",8490.73613281167,"1b"
"2025-01-02 07:00:00",10815.3762206983,"1b"
"2025-01-02 08:00:00",11711.127360025,"1b"
"2025-01-02 09:00:00",13398.1696289067,"1b"
"2025-01-02 10:00:00",13713.260449215,"1b"
"2025-01-02 11:00:00",11516.0883951767,"1b"
"2025-01-02 12:00:00",10373.2881190339,"1b"
"2025-01-02 13:00:00",8247.09599609,"1b"
"2025-01-02 14:00:00",7506.20288085833,"1b"
"2025-01-02 15:00:00",9614.94839679667,"1b"
"2025-01-02 16:00:00",13371.3066894533,"1b"
"2025-01-02 17:00:00",21509.9898111983,"1b"
"2025-01-02 18:00:00",20070.56585286,"1b"
"2025-01-02 19:00:00",18832.1115885383,"1b"
"2025-01-02 20:00:00",18843.78994141,"1b"
"2025-01-02 21:00:00",19882.8371419233,"1b"
"2025-01-02 22:00:00",16163.3708496133,"1b"
"2025-01-02 23:00:00",8460.630647785,"1b"
"2025-01-03 00:00:00",6753.79608561,"1b"
"2025-01-03 01:00:00",5583.37433268333,"1b"
"2025-01-03 02:00:00",4655.12068277833,"1b"
