"datetime","particle_concentration","qc_flag_particle_concentration"
"2025-06-01 00:00:00",NA,"0b"
"2025-06-01 01:00:00",NA,"0b"
"2025-06-01 02:00:00",NA,"0b"
"2025-06-01 03:00:00",NA,"0b"
"2025-06-01 04:00:00",NA,"0b"
"2025-06-01 05:00:00",NA,"0b"
"2025-06-01 06:00:00",NA,"0b"
"2025-06-01 07:00:00",NA,"0b"
"2025-06-01 08:00:00",NA,"0b"
"2025-06-01 09:00:00",NA,"0b"
"2025-06-01 10:00:00",NA,"0b"
"2025-06-01 11:00:00",NA,"0b"
"2025-06-01 12:00:00",NA,"0b"
"2025-06-01 13:00:00",NA,"0b"
"2025-06-01 14:00:00",NA,"0b"
"2025-06-01 15:00:00",NA,"0b"
"2025-06-01 16:00:00",NA,"0b"
"2025-06-01 17:00:00",NA,"0b"
"2025-06-01 18:00:00",NA,"0b"
"2025-06-01 19:00:00",NA,"0b"
"2025-06-01 20:00:00",NA,"0b"
"2025-06-01 21:00:00",NA,"0b"
"2025-06-01 22:00:00",NA,"0b"
"2025-06-01 23:00:00",NA,"0b"
"2025-06-02 00:00:00",6435.93037923333,"1b"
"2025-06-02 01:00:00",4914.43799642,"1b"
"2025-06-02 02:00:00",4153.57279052833,"1b"
"2025-06-02 03:00:00",3840.880244955,"1b"
"2025-06-02 04:00:00",4935.57194824,"1b"
"2025-06-02 05:00:00",6393.657796225,"1b"
"2025-06-02 06:00:00",4831.61811523,"1b"
"2025-06-02 07:00:00",3874.33558756,"1b"
"2025-06-02 08:00:00",6760.81115722667,"1b"
"2025-06-02 09:00:00",10585.7054768967,"1b"
"2025-06-02 10:00:00",16158.39633789,"1b"
"2025-06-02 11:00:00",16476.343880215,"1b"
"2025-06-02 12:00:00",16001.3611002617,"1b"
"2025-06-02 13:00:00",17361.23372396,"1b"
"2025-06-02 14:00:00",14781.8382649833,"1b"
"2025-06-02 15:00:00",13035.9206705767,"1b"
"2025-06-02 16:00:00",12569.7559733083,"1b"
"2025-06-02 17:00:00",11297.4591145867,"1b"
"2025-06-02 18:00:00",10815.5431315117,"1b"
"2025-06-02 19:00:00",13614.1269368433,"1b"
"2025-06-02 20:00:00",11484.84335938,"1b"
"2025-06-02 21:00:00",13507.909244785,"1b"
"2025-06-02 22:00:00",9698.598063145,"1b"
"2025-06-02 23:00:00",6941.86317544833,"1b"
"2025-06-03 00:00:00",6460.12659504167,"1b"
"2025-06-03 01:00:00",6643.80196341053,"1b"
"2025-06-03 02:00:00",NA,"0b"
"2025-06-03 03:00:00",NA,"0b"
"2025-06-03 04:00:00",NA,"0b"
"2025-06-03 05:00:00",NA,"0b"
"2025-06-03 06:00:00",NA,"0b"
"2025-06-03 07:00:00",3074.08854873913,"1b"
"2025-06-03 08:00:00",4667.642875165,"1b"
"2025-06-03 09:00:00",6708.07834694364,"1b"
"2025-06-03 10:00:00",NA,"0b"
"2025-06-03 11:00:00",NA,"0b"
"2025-06-03 12:00:00",NA,"0b"
"2025-06-03 13:00:00",16241.8600260456,"1b"
"2025-06-03 14:00:00",14558.9390299517,"1b"
"2025-06-03 15:00:00",10926.1468791596,"1b"
"2025-06-03 16:00:00",10524.193343095,"1b"
"2025-06-03 17:00:00",10027.37949219,"1b"
"2025-06-03 18:00:00",10695.351513675,"1b"
"2025-06-03 19:00:00",10242.1399088617,"1b"
"2025-06-03 20:00:00",7688.82193197,"1b"
"2025-06-03 21:00:00",8362.08834635333,"1b"
"2025-06-03 22:00:00",7394.60510254333,"1b"
"2025-06-03 23:00:00",6298.97344563667,"1b"
"2025-06-04 00:00:00",7362.88701668475,"1b"
"2025-06-04 01:00:00",7552.07044270333,"1b"
"2025-06-04 02:00:00",6226.60728353667,"1b"
"2025-06-04 03:00:00",6757.11759629535,"1b"
"2025-06-04 04:00:00",NA,"0b"
"2025-06-04 05:00:00",NA,"0b"
"2025-06-04 06:00:00",NA,"0b"
"2025-06-04 07:00:00",6516.29313153333,"1b"
"2025-06-04 08:00:00",5654.43332519167,"1b"
"2025-06-04 09:00:00",9436.705745445,"1b"
"2025-06-04 10:00:00",12499.361555985,"1b"
"2025-06-04 11:00:00",12675.6260905017,"1b"
"2025-06-04 12:00:00",11768.68098958,"1b"
"2025-06-04 13:00:00",14531.7855143167,"1b"
"2025-06-04 14:00:00",16826.2824055983,"1b"
"2025-06-04 15:00:00",16736.40885417,"1b"
"2025-06-04 16:00:00",10778.0335856117,"1b"
"2025-06-04 17:00:00",6715.88450521,"1b"
"2025-06-04 18:00:00",6439.00167643,"1b"
"2025-06-04 19:00:00",4793.75234781667,"1b"
"2025-06-04 20:00:00",2101.32056274167,"1b"
"2025-06-04 21:00:00",2757.75802613125,"1b"
"2025-06-04 22:00:00",NA,"0b"
"2025-06-04 23:00:00",NA,"0b"
"2025-06-05 00:00:00",NA,"0b"
"2025-06-05 01:00:00",NA,"0b"
"2025-06-05 02:00:00",NA,"0b"
"2025-06-05 03:00:00",NA,"0b"
"2025-06-05 04:00:00",6861.29235197018,"1b"
"2025-06-05 05:00:00",5562.31805013333,"1b"
"2025-06-05 06:00:00",5494.55370686667,"1b"
"2025-06-05 07:00:00",5270.78267414667,"1b"
"2025-06-05 08:00:00",5567.35669759167,"1b"
"2025-06-05 09:00:00",6344.74480795333,"1b"
"2025-06-05 10:00:00",5536.570178225,"1b"
"2025-06-05 11:00:00",6322.43724772667,"1b"
"2025-06-05 12:00:00",5965.55736084333,"1b"
"2025-06-05 13:00:00",7662.76209310167,"1b"
"2025-06-05 14:00:00",11901.5067220067,"1b"
"2025-06-05 15:00:00",6137.71914062333,"1b"
"2025-06-05 16:00:00",11784.7026529967,"1b"
"2025-06-05 17:00:00",12670.6869791667,"1b"
"2025-06-05 18:00:00",11316.73152669,"1b"
"2025-06-05 19:00:00",17748.8328125,"1b"
"2025-06-05 20:00:00",13165.8570475267,"1b"
"2025-06-05 21:00:00",10802.4002278683,"1b"
"2025-06-05 22:00:00",9890.375146475,"1b"
"2025-06-05 23:00:00",8323.767057295,"1b"
"2025-06-06 00:00:00",8412.95397949,"1b"
"2025-06-06 01:00:00",8572.16188964333,"1b"
"2025-06-06 02:00:00",6378.991471355,"1b"
"2025-06-06 03:00:00",7015.94069010667,"1b"
"2025-06-06 04:00:00",7344.651456705,"1b"
"2025-06-06 05:00:00",7340.422688795,"1b"
"2025-06-06 06:00:00",7577.25349120833,"1b"
"2025-06-06 07:00:00",6394.88592123,"1b"
"2025-06-06 08:00:00",5587.65830078333,"1b"
"2025-06-06 09:00:00",6970.37413736667,"1b"
"2025-06-06 10:00:00",7437.698111985,"1b"
"2025-06-06 11:00:00",10955.029785155,"1b"
"2025-06-06 12:00:00",12517.585001625,"1b"
"2025-06-06 13:00:00",11386.7656249967,"1b"
"2025-06-06 14:00:00",9494.27237955833,"1b"
